polity_code,polity_name,source_used,match_name,has_geometry
ALA-1800-1959,Alaska (to 1959),CShapes 2.0 (1886-1959),Alaska,True
CAN-1800-1982,Canton and Enderbury Islands,UNMATCHED,,False
GRD-1800-1833,Grenada,GADM 4.1,Grenada,True
LOW-1800-1866,Lower Quebec,GADM 4.1,Lower Quebec,True
NBW-1800-1866,New Brunswick,GADM 4.1,New Brunswick,True
NEW-1800-1948,Newfoundland (to 1948),CShapes 2.0 (1886-1948),Newfoundland,True
NOV-1800-1866,Nova Scotia  Cape Breton Isl.,GADM 4.1,Nova Scotia  Cape Breton Isl.,True
ONT-1800-1866,Ontario,GADM 4.1,Ontario,True
PAN-1800-1979,Panama (before Canal Zone),CShapes 2.0 (1903-2019),Panama,True
PRI-1800-1866,Prince Edward Island,GADM 4.1,Prince Edward Island,True
ST.-1800-1838,St. Lucía,GADM 4.1,St. Lucía,True
ST.-1800-1833,St. Vincent,GADM 4.1,St. Vincent,True
USA-1800-1959,United States of America (to 1959),CShapes 2.0 (1886-1959),United States of America,True
STM-1816-1878,St Martin and St Barthélemy,GADM 4.1,St Martin and St Barthélemy,True
VAN-1849-1866,Vancouver's Island,GADM 4.1,Vancouver's Island,True
CAN-1866-1948,Canada (to 1948),CShapes 2.0 (1886-1920),Canada,True
BCO-1858-1866,British Columbia,GADM 4.1,British Columbia,True
AIA-1800-2025,Anguilla,GADM 4.1,Anguilla,True
BMU-1800-2025,Bermuda,GADM 4.1,Bermuda,True
VGB-1800-2025,British Virgin Islands,GADM 4.1,British Virgin Islands,True
CYM-1800-2025,Cayman Islands,GADM 4.1,Cayman Islands,True
GLP-1800-2025,Guadeloupe,GADM 4.1,Guadeloupe,True
LEE-1800-2025,"Leeward Islands (Antigua, Dominica, St.Christopher, Montserrat, Nevis, Virgin Island)",GADM 4.1,"Leeward Islands (Antigua, Dominica, St.Christopher, Montserrat, Nevis, Virgin Island)",True
MTQ-1800-2025,Martinique,GADM 4.1,Martinique,True
MSR-1800-2025,Montserrat,GADM 4.1,Montserrat,True
NET-1800-1986,Netherlands Antilles (original),GADM 4.1,Netherlands Antilles (original),True
PRI-1800-2025,Puerto Rico,GADM 4.1,Puerto Rico,True
SAI-1800-1982,Saint Kitts-Nevis-Anguilla,GADM 4.1,Saint Kitts-Nevis-Anguilla,True
SPM-1800-2025,Saint Pierre and Miquelon,GADM 4.1,Saint Pierre and Miquelon,True
TCA-1800-2025,Turks and Caicos Islands,GADM 4.1,Turks and Caicos Islands,True
VIR-1800-2025,United States Virgin Islands,GADM 4.1,United States Virgin Islands,True
ABW-1986-2025,Aruba,GADM 4.1,Aruba,True
ANT-1986-2010,Netherlands Antilles,GADM 4.1,Netherlands Antilles,True
ALA-2003-2025,Åland Islands,GADM 4.1,Åland Islands,True
MAF-2007-2025,Saint Martin (French part),GADM 4.1,Saint Martin (French part),True
BES-2010-2025,"Bonaire, Sint Eustatius and Saba",GADM 4.1,"Bonaire, Sint Eustatius and Saba",True
SXM-2010-2025,Sint Maarten (Dutch part),GADM 4.1,Sint Maarten (Dutch part),True
DAN-1800-2025,Danish Virgin Islands,GADM 4.1 fallback,Danish Virgin Islands,True
DUT-1800-2025,Dutch West Indies (Netherland Antilles),GADM 4.1 fallback,Dutch West Indies (Netherland Antilles),True
NFL-1816-2025,Newfoundland,CShapes 2.0 (1886-1948),Newfoundland,True
KIR-1800-2025,Kiribati,CShapes 2.0 (1999-2019),Kiribati,True
TON-1800-2025,Tonga,CShapes 2.0 (1999-2019),Tonga,True
TUV-1800-2025,Tuvalu,CShapes 2.0 (2000-2019),Tuvalu,True
VUT-1800-2025,Vanuatu,CShapes 2.0 (1981-2019),Vanuatu,True
FJI-1874-2025,Fiji,CShapes 2.0 (1886-1970),Fiji,True
MHL-1874-2025,Marshall Islands,CShapes 2.0 (1991-2019),Marshall Islands,True
SLB-1885-2025,Solomon Islands,CShapes 2.0 (1952-1978),Solomon Islands,True
NRU-1888-2025,Nauru,CShapes 2.0 (1999-2019),Nauru,True
WSM-1900-2025,Samoa,CShapes 2.0 (1976-2019),Samoa,True
AUS-1901-2025,Australia,CShapes 2.0 (1927-2019),Australia,True
NZL-1907-2025,New Zealand,CShapes 2.0 (1920-2019),New Zealand,True
PNG-1975-2025,Papua New Guinea,CShapes 2.0 (1975-2019),Papua New Guinea,True
FSM-1991-2025,Micronesia,CShapes 2.0 (1991-2019),Micronesia (Federated states of),True
PLW-1991-2025,Palau,CShapes 2.0 (1994-2006),Palau,True
NEW-1800-1920,New Guinea (to 1920),CShapes 2.0 (1949-1975),Papua New Guinea,True
NEW-1800-1900,New South Wales (to 1900),CShapes 2.0 (1886-1900),New South Wales,True
PAP-1800-1949,Papua (to 1949),CShapes 2.0 (1886-1887),Papua,True
QUE-1800-1900,Queensland (to 1900),CShapes 2.0 (1886-1900),Queensland,True
SOU-1800-1900,South Australia (to 1900),CShapes 2.0 (1886-1900),South Australia,True
TAS-1800-1900,Van Diemen's Land (Tasmania) (to 1900),CShapes 2.0 (1886-1900),Tasmania,True
VIC-1800-1900,Victoria (to 1900),CShapes 2.0 (1886-1900),Victoria,True
WES-1800-1900,Western Australia (to 1900),CShapes 2.0 (1886-1900),Western Australia,True
VAN-1828-1900,Van Diemen's Land (Tasmania),GADM 4.1 fallback,Van Diemen's Land (Tasmania),True
SOU-1838-1900,South Australia,CShapes 2.0 (1886-1900),South Australia,True
WES-1838-1900,Western Australia,CShapes 2.0 (1886-1900),Western Australia,True
MRQ-1844-1903,Marquesas Island,GADM 4.1 fallback,Marquesas Island,True
SOC-1844-1903,Society Islands  (Tahiti),GADM 4.1 fallback,Society Islands  (Tahiti),True
BON-1846-1873,Bonin island,GADM 4.1,Bonin island,True
VIC-1853-1900,Victoria,CShapes 2.0 (1886-1900),Victoria,True
QUE-1859-1900,Queensland,CShapes 2.0 (1886-1900),Queensland,True
GAM-1881-1903,Gambier Island,GADM 4.1 fallback,Gambier Island,True
PAL-1889-1912,Palmyra Island,CShapes 2.0 (1898-1959),Hawaii,True
SOL-1893-1899,Solomon Islands (1893-1899),CShapes 2.0 (1893-1899),Solomon Islands,True
HAW-1898-1959,Hawaii (1898-1959),CShapes 2.0 (1898-1959),Hawaii,True
GER-1800-1899,German Solomon Islands (to 1899),CShapes 2.0 (1886-1899),German Solomon Islands,True
WES-1949-1969,Dutch new Guinea (1949-1969),CShapes 2.0 (1949-1962),West Irian (Dutch New Guinea),True
CXR-1800-2025,Christmas Island,GADM 4.1,Christmas Island,True
CCK-1800-2025,Cocos (Keeling) Islands,"GADM 3.6 (full, CCK)",Cocos Islands,True
PYF-1800-2025,French Polynesia,GADM 4.1,French Polynesia,True
GUM-1800-2025,Guam,GADM 4.1,Guam,True
HMD-1800-2025,Heard Island and McDonald Islands,GADM 4.1,Heard Island and McDonald Islands,True
JTN-1800-1982,Johnston Island,UNMATCHED,,False
NFK-1800-1901,Norfolk Island,GADM 4.1,Norfolk Island,True
UMI-1800-2025,United States Minor Outlying Islands,"GADM 3.6 (full, UMI)",United States Minor Outlying Islands,True
UNI-1800-1982,United States miscellaneous Pacific Islands,UNMATCHED,,False
PCN-1839-2025,Pitcairn,GADM 4.1,Pitcairn,True
WLF-1842-2025,Wallis and Futuna,GADM 4.1,Wallis and Futuna,True
NCL-1853-2025,New Caledonia,GADM 4.1,New Caledonia,True
MID-1859-1982,Midway Islands,UNMATCHED,,False
USS-1859-2025,US settlement Oceania,UNMATCHED,,False
TKL-1877-2025,Tokelau,GADM 4.1,Tokelau,True
COK-1893-2025,Cook Islands,GADM 4.1,Cook Islands,True
WAK-1898-1982,Wake Island,UNMATCHED,,False
ASM-1900-2025,American Samoa,GADM 4.1,American Samoa,True
NIU-1900-2025,Niue,GADM 4.1,Niue,True
MNP-1991-2025,Northern Mariana Islands,GADM 4.1,Northern Mariana Islands,True
F164-1800-1990,Pacific Islands Trust Territory,CShapes 2.0 (1994-2006),Palau,True
NEW-1920-1949,New Guinea (1920-1949),CShapes 2.0 (1949-1975),Papua New Guinea,True
MRI-1800-2025,Mariana Island,GADM 4.1 fallback,Mariana Island,True
BOC-1839-2025,British settlement Oceania,CShapes 2.0 (1886-1970),Fiji,True
FSO-1844-2025,French Settlements in Oceania,CShapes 2.0 (1903-2019),French Polynesia,True
BNG-1884-2025,British New Guinea,CShapes 2.0 (1920-1949),Papua,True
GER-1884-2025,German colonies Oceania,CShapes 2.0 (1920-1949),New Guinea (German New Guinea) (Kaiser Wilhelmsland),True
NGN-1884-2025,New Guinea,CShapes 2.0 (1949-1975),Papua New Guinea,True
CAR-1885-2025,Caroline Island,GADM 4.1 fallback,Caroline Island,True
GIL-1892-2025,Gilbert and Ellice Island,CShapes 2.0 (1999-2019),Kiribati,True
DUT-1898-2025,Dutch new Guinea,GADM 4.1 fallback,Dutch new Guinea,True
NHB-1906-2025,New Hebrides,CShapes 2.0 (1981-2019),Vanuatu,True
F5503-1800-2025,Micronesia (Oceania region),none (region),,False
GUY-1800-2025,Guyana,CShapes 2.0 (1886-1966),Guyana,True
VEN-1821-2025,Venezuela,CShapes 2.0 (1886-2019),Venezuela,True
URY-1828-2025,Uruguay,CShapes 2.0 (1886-2019),Uruguay,True
ARG-1902-2025,Argentina,CShapes 2.0 (1902-2019),Argentina,True
CHL-1902-2025,Chile,CShapes 2.0 (1902-2019),Chile,True
BRA-1909-2025,Brazil,CShapes 2.0 (1960-2019),Brazil,True
COL-1922-2025,Colombia,CShapes 2.0 (1922-2019),Colombia,True
BOL-1938-2025,Bolivia,CShapes 2.0 (1938-2019),Bolivia,True
PRY-1938-2025,Paraguay,CShapes 2.0 (1938-2019),Paraguay,True
ECU-1942-2025,Ecuador,CShapes 2.0 (1942-2019),Ecuador,True
PER-1942-2025,Peru,CShapes 2.0 (1942-2019),Peru,True
SUR-1975-2025,Suriname,CShapes 2.0 (1975-2019),Surinam,True
ARG-1800-1899,Argentina (to 1899),CShapes 2.0 (1886-1899),Argentina,True
BRA-1800-1903,Brazil (to 1903),CShapes 2.0 (1886-1903),Brazil,True
COL-1800-1903,Colombia (to 1903),CShapes 2.0 (1886-1903),Colombia,True
ECU-1800-1942,Ecuador (to 1942),CShapes 2.0 (1886-1942),Ecuador,True
CHL-1810-1899,Chile (to 1899),CShapes 2.0 (1886-1899),Chile,True
PRY-1811-1938,Paraguay (to 1938),CShapes 2.0 (1886-1938),Paraguay,True
BOL-1825-1903,Bolivia (to 1903),CShapes 2.0 (1886-1903),Bolivia,True
PER-1825-1909,Peru (to 1909),CShapes 2.0 (1886-1909),Peru,True
ARG-1899-1902,Argentina (1899-1902),CShapes 2.0 (1899-1902),Argentina,True
CHL-1899-1902,Chile (1899-1902),CShapes 2.0 (1899-1902),Chile,True
BOL-1903-1909,Bolivia (1903-1909),CShapes 2.0 (1903-1909),Bolivia,True
BRA-1903-1909,Brazil (1903-1909),CShapes 2.0 (1903-1909),Brazil,True
COL-1903-1922,Colombia (1903-1922),CShapes 2.0 (1903-1922),Colombia,True
BOL-1909-1938,Bolivia (1909-1938),CShapes 2.0 (1909-1938),Bolivia,True
PER-1909-1922,Peru (1909-1922),CShapes 2.0 (1909-1922),Peru,True
PER-1922-1942,Peru (1922-1942),CShapes 2.0 (1922-1942),Peru,True
INI-1930-1946,Inini (1930-1946),CShapes 2.0 (1930-1946),Inini,True
GUF-1800-2025,French Guiana,GADM 4.1,French Guiana,True
FRE-1800-1930,French Guiana (to 1930),CShapes 2.0 fallback (1886-1930),French Guyana,True
SGS-1800-2025,South Georgia and the South Sandwich Islands,GADM 4.1,South Georgia and the South Sandwich Islands,True
FLK-1833-2025,Falkland Islands,"GADM 3.6 (full, FLK)",Falkland Islands,True
FRE-1930-1946,French Guiana (1930-1946),CShapes 2.0 fallback (1930-1946),French Guyana,True
DGU-1800-2025,Dutch Guayana,GADM 4.1 fallback,Dutch Guayana,True
