source_label,source,year_start,year_end,common_name,polity_code,confidence,basis,observed_rows,area_code,iso3,match_route,match_status
Norway,faostat,1961,2024,Norway,NOR-1800-2025,high,FAOSTAT area code 162; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,233892,162,NOR,iso-equal,matched
Northern Mariana Islands,faostat,1986,2024,Northern Mariana Islands,MNP-1986-2025,high,"FAOSTAT area code 163; no data in scanned pins; registry map to MNP-1986-2025 (1986-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,163,MNP,registry,matched
Pacific Islands Trust Territory,faostat,1947,1993,Trust Territory of the Pacific Islands,TTPI-1947-1994,high,"FAOSTAT area code 164; no data in scanned pins; registry map to TTPI-1947-1994 (1947-1994). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,164,PCI,registry,matched
Pakistan,faostat,1961,1970,West Pakistan (1949-1971),PAK-WP-1949-1971,high,"FAOSTAT area code 165; observed 1961-1970 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-territory period match; FAOSTAT Pakistan 1961-1970 is West Pakistan only: East Pakistan reports separately as area 16 Bangladesh from 1961 (rice 1961: area 165 1.69 Mt, area 16 14.43 Mt; jute: area 165 0 t, area 16 1.31 Mt), and area 165 shows no break at 1971",236003,165,PAK,manual-territory,matched
Pakistan,faostat,1971,2024,Pakistan,PAK-1971-2025,high,FAOSTAT area code 165; observed 1971-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,236003,165,PAK,iso-equal,matched
Panama,faostat,1961,1978,"Panama (1903-1979, before Canal Zone return)",PAN-1903-1979,high,FAOSTAT area code 166; observed 1961-1978 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,198136,166,PAN,iso-equal,matched
Panama,faostat,1979,2024,Panama (post-Canal Zone),PAN-1979-2025,high,FAOSTAT area code 166; observed 1979-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,198136,166,PAN,iso-equal,matched
Czechia,faostat,1993,2024,Czechia,CZE-1993-2025,high,FAOSTAT area code 167; observed 1993-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,128190,167,CZE,iso-equal,matched
Papua New Guinea,faostat,1961,1974,Territory of Papua and New Guinea,PNG-1949-1975,high,FAOSTAT area code 168; observed 1961-1974 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,89532,168,PNG,iso-equal,matched
Papua New Guinea,faostat,1975,2024,Papua New Guinea,PNG-1975-2025,high,FAOSTAT area code 168; observed 1975-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,89532,168,PNG,iso-equal,matched
Paraguay,faostat,1961,2024,Paraguay,PRY-1938-2025,high,FAOSTAT area code 169; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,196528,169,PRY,iso-equal,matched
Peru,faostat,1961,2024,Peru,PER-1942-2025,high,FAOSTAT area code 170; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,241398,170,PER,iso-equal,matched
Philippines,faostat,1961,2024,Philippines,PHL-1800-2025,high,FAOSTAT area code 171; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,236992,171,PHL,iso-equal,matched
Pitcairn Islands,faostat,1850,2024,Pitcairn Islands,PCN-1800-2025,high,"FAOSTAT area code 172; no data in scanned pins; registry map to PCN-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,172,PCN,registry,matched
Poland,faostat,1961,2024,Poland (1945-2025),POL-1945-2025,high,FAOSTAT area code 173; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,238577,173,POL,iso-equal,matched
Portugal,faostat,1961,2024,Portugal,PRT-1800-2025,high,FAOSTAT area code 174; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,264320,174,PRT,iso-equal,matched
Guinea-Bissau,faostat,1961,1973,Guinea-Bissau (1886-1974),GNB-1886-1974,high,FAOSTAT area code 175; observed 1961-1973 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,128863,175,GNB,iso-equal,matched
Guinea-Bissau,faostat,1974,2024,Guinea-Bissau (1974-2025),GNB-1974-2025,high,FAOSTAT area code 175; observed 1974-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,128863,175,GNB,iso-equal,matched
Timor-Leste,faostat,1961,2024,Timor-Leste,TLS-1800-2025,high,FAOSTAT area code 176; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,110705,176,TLS,iso-equal,matched
Puerto Rico,faostat,1961,2024,Puerto Rico,PRI-1800-2025,high,FAOSTAT area code 177; observed 1961-2024 in pins faostat-production; iso-equal period match,13095,177,PRI,iso-equal,matched
Eritrea,faostat,1993,2024,Eritrea,ERI-1993-2025,high,FAOSTAT area code 178; observed 1993-2024 in pins faostat-production;faostat-trade-totals; iso-equal period match,14746,178,ERI,iso-equal,matched
Qatar,faostat,1961,2024,Qatar,QAT-1800-2025,high,FAOSTAT area code 179; observed 1961-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,69337,179,QAT,iso-equal,matched
Palau,faostat,2000,2024,Palau,PLW-1991-2025,high,FAOSTAT area code 180; observed 2000-2024 in pins faostat-trade-totals; iso-equal period match,9051,180,PLW,iso-equal,matched
Zimbabwe,faostat,1961,1963,"Southern Rhodesia (within Federation, 1953-1964)",SRH-1953-1964,high,FAOSTAT area code 181; observed 1961-1963 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,226308,181,ZWE,iso-equal,matched
Zimbabwe,faostat,1964,1979,Zimbabwe (1964-1980),ZWE-1964-1980,high,FAOSTAT area code 181; observed 1964-1979 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,226308,181,ZWE,iso-equal,matched
Zimbabwe,faostat,1980,2024,Zimbabwe (1980-2025),ZWE-1980-2025,high,FAOSTAT area code 181; observed 1980-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,226308,181,ZWE,iso-equal,matched
Réunion,faostat,1961,2006,Réunion (French Overseas Department),REU-1946-2025,high,FAOSTAT area code 182; observed 1961-2006 in pins faostat-production;faostat-trade-totals; manual-route period match,13083,182,REU,manual-route,matched
Romania,faostat,1961,2024,Romania (1947-2025),ROU-1947-2025,high,FAOSTAT area code 183; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,236391,183,ROU,iso-equal,matched
Rwanda,faostat,1961,1961,Rwanda (within Ruanda-Urundi),RWA-1922-1962,high,FAOSTAT area code 184; observed 1961-1961 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,163845,184,RWA,iso-equal,matched
Rwanda,faostat,1962,2024,Rwanda,RWA-1962-2025,high,FAOSTAT area code 184; observed 1962-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,163845,184,RWA,iso-equal,matched
Russian Federation,faostat,1992,2013,Russia (1991-2014),RUS-1991-2014,high,FAOSTAT area code 185; observed 1992-2013 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,130135,185,RUS,iso-equal,matched
Russian Federation,faostat,2014,2024,Russia,RUS-2014-2025,high,FAOSTAT area code 185; observed 2014-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,130135,185,RUS,iso-equal,matched
Serbia and Montenegro,faostat,1992,1998,Serbia and Montenegro,SCG-1992-2006,high,FAOSTAT area code 186; observed 1992-1998 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,46585,186,SCG,iso-equal,matched
Serbia and Montenegro,faostat,1999,2005,Serbia and Montenegro excluding Kosovo (1999-2006),SCG-XK-1999-2006,high,"FAOSTAT area code 186; observed 1999-2005 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-territory period match; FAOSTAT Serbia and Montenegro excludes Kosovo from 1999: total harvested area 3.40 Mha in 1998, 3.09 Mha in 1999 (cattle stocks 1.81 M in 1999, 1.43 M in 2000), and 2005's 3.00 Mha continues without a step into area 272 Serbia 2.95 Mha plus area 273 Montenegro 0.03 Mha in 2006",46585,186,SCG,manual-territory,matched
"Saint Helena, Ascension and Tristan da Cunha",faostat,1850,1966,Saint Helena (Crown Colony),SHN-1834-1967,high,FAOSTAT area code 187; no data in scanned pins; registry map to SHN-1834-1967 (1850-1967),0,187,SHN,registry,matched
Saint Kitts and Nevis,faostat,1961,2024,Saint Kitts and Nevis,KNA-1800-2025,high,FAOSTAT area code 188; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,140659,188,KNA,iso-equal,matched
Saint Lucia,faostat,1961,2024,Saint Lucia,LCA-1838-2025,high,FAOSTAT area code 189; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,167775,189,LCA,iso-equal,matched
Saint Pierre and Miquelon,faostat,1850,2024,Saint Pierre and Miquelon,SPM-1816-2025,high,FAOSTAT area code 190; no data in scanned pins; registry map to SPM-1816-2025 (1850-2025),0,190,SPM,registry,matched
Saint Vincent and the Grenadines,faostat,1961,2024,Saint Vincent and the Grenadines,VCT-1833-2025,high,FAOSTAT area code 191; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,150274,191,VCT,iso-equal,matched
San Marino,faostat,1850,2024,San Marino,SMR-1800-2025,high,FAOSTAT area code 192; no data in scanned pins; registry map to SMR-1800-2025 (1850-2025),0,192,SMR,registry,matched
Sao Tome and Principe,faostat,1961,2024,Sao Tome and Principe,STP-1800-2025,high,FAOSTAT area code 193; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,114398,193,STP,iso-equal,matched
Saudi Arabia,faostat,1961,2024,Saudi Arabia,SAU-1924-2025,high,FAOSTAT area code 194; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,227870,194,SAU,iso-equal,matched
Senegal,faostat,1961,2024,Senegal,SEN-1960-2025,high,FAOSTAT area code 195; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,208710,195,SEN,iso-equal,matched
Seychelles,faostat,1961,2024,Seychelles,SYC-1903-2025,high,FAOSTAT area code 196; observed 1961-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,76009,196,SYC,iso-equal,matched
Sierra Leone,faostat,1961,2024,Sierra Leone (1961-2025),SLE-1961-2025,high,FAOSTAT area code 197; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,143752,197,SLE,iso-equal,matched
Slovenia,faostat,1992,2024,Slovenia,SVN-1992-2025,high,FAOSTAT area code 198; observed 1992-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,129478,198,SVN,iso-equal,matched
Slovakia,faostat,1993,2024,Slovakia,SVK-1993-2025,high,FAOSTAT area code 199; observed 1993-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,125909,199,SVK,iso-equal,matched
Singapore,faostat,1961,1962,Singapore (Crown Colony),SGP-1946-1963,high,FAOSTAT area code 200; observed 1961-1962 in pins faostat-production;faostat-trade-totals; iso-equal period match,100174,200,SGP,iso-equal,matched
Singapore,faostat,1963,1964,Singapore (State of Singapore in Malaysia),SGP-1963-1965,high,FAOSTAT area code 200; observed 1963-1964 in pins faostat-production;faostat-trade-totals; iso-equal period match,100174,200,SGP,iso-equal,matched
Singapore,faostat,1965,2024,Singapore,SGP-1965-2025,high,FAOSTAT area code 200; observed 1965-2024 in pins faostat-production;faostat-trade-totals; iso-equal period match,100174,200,SGP,iso-equal,matched
Somalia,faostat,1961,2024,Somalia,SOM-1960-2025,high,FAOSTAT area code 201; observed 1961-2024 in pins faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,44004,201,SOM,iso-equal,matched
South Africa,faostat,1961,2024,South Africa (Union and Republic),ZAF-1910-2025,high,FAOSTAT area code 202; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,255436,202,ZAF,iso-equal,matched
Spain,faostat,1961,2024,Spain,ESP-1800-2025,high,FAOSTAT area code 203; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,280515,203,ESP,iso-equal,matched
Western Sahara,faostat,1958,1974,Western Sahara (1958-1975),ESH-1958-1975,high,FAOSTAT area code 205; no data in scanned pins; registry map to ESH-1958-1975 (1958-1975),0,205,ESH,registry,matched
Western Sahara,faostat,1975,2024,Western Sahara,ESH-1975-2025,high,FAOSTAT area code 205; no data in scanned pins; registry map to ESH-1975-2025 (1975-2025),0,205,ESH,registry,matched
Sudan (former),faostat,1961,2011,Sudan (1956-2011),SUD-1956-2011,high,FAOSTAT area code 206; observed 1961-2011 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-replace period match,139921,206,SDN,manual-replace,matched
Suriname,faostat,1961,1974,Surinam (Autonomous),SUR-1954-1975,high,FAOSTAT area code 207; observed 1961-1974 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,154620,207,SUR,iso-equal,matched
Suriname,faostat,1975,2024,Suriname,SUR-1975-2025,high,FAOSTAT area code 207; observed 1975-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,154620,207,SUR,iso-equal,matched
Tajikistan,faostat,1992,2024,Tajikistan,TJK-1991-2025,high,FAOSTAT area code 208; observed 1992-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,73530,208,TJK,iso-equal,matched
Swaziland,faostat,1961,2024,Eswatini,SWZ-1894-2025,high,FAOSTAT area code 209; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,182814,209,SWZ,iso-equal,matched
Sweden,faostat,1961,2024,Sweden,SWE-1905-2025,high,FAOSTAT area code 210; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,247850,210,SWE,iso-equal,matched
Switzerland,faostat,1961,2024,Switzerland,CHE-1800-2025,high,FAOSTAT area code 211; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,245099,211,CHE,iso-equal,matched
Syrian Arab Republic,faostat,1961,1966,Syrian Arab Republic (1946-1967),SYR-1946-1967,high,FAOSTAT area code 212; observed 1961-1966 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,115293,212,SYR,iso-equal,matched
Syrian Arab Republic,faostat,1967,2024,Syrian Arab Republic,SYR-1967-2025,high,FAOSTAT area code 212; observed 1967-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,115293,212,SYR,iso-equal,matched
Turkmenistan,faostat,1992,2024,Turkmenistan,TKM-1991-2025,high,FAOSTAT area code 213; observed 1992-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,65543,213,TKM,iso-equal,matched
"China, Taiwan Province of",faostat,1961,2024,Taiwan,TWN-1945-2025,high,FAOSTAT area code 214; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,254865,214,TWN,iso-equal,matched
United Republic of Tanzania,faostat,1961,1963,Tanganyika and Zanzibar (combined reporting),F215-1961-1964,high,"FAOSTAT area code 215; observed 1961-1963 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-territory period match; FAOSTAT United Republic of Tanzania 1961-1963 includes Zanzibar before the 1964 union: cloves, grown almost only on Zanzibar and Pemba, are 9,500 t in 1961 and 13,000 t in 1963, with no step at 1964 (10,000 t)",222191,215,TZA,manual-territory,matched
United Republic of Tanzania,faostat,1964,2024,Tanzania,TZA-1964-2025,high,FAOSTAT area code 215; observed 1964-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,222191,215,TZA,iso-equal,matched
Thailand,faostat,1961,2024,Thailand,THA-1909-2025,high,FAOSTAT area code 216; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,255058,216,THA,iso-equal,matched
Togo,faostat,1961,2024,Togo,TGO-1960-2025,high,FAOSTAT area code 217; observed 1961-2024 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,166291,217,TGO,iso-equal,matched
Tokelau,faostat,1850,2024,Tokelau,TKL-1800-2025,high,"FAOSTAT area code 218; no data in scanned pins; registry map to TKL-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,218,TKL,registry,matched
Tonga,faostat,1961,2024,Tonga,TON-1800-2025,high,FAOSTAT area code 219; observed 1961-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,48171,219,TON,iso-equal,matched
Trinidad and Tobago,faostat,1961,2024,Trinidad and Tobago,TTO-1800-2025,high,FAOSTAT area code 220; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,213216,220,TTO,iso-equal,matched
Oman,faostat,1961,2024,Sultanate of Oman,OMN-1856-2025,high,FAOSTAT area code 221; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,146679,221,OMN,iso-equal,matched
Tunisia,faostat,1961,2024,Tunisia,TUN-1881-2025,high,FAOSTAT area code 222; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,228315,222,TUN,iso-equal,matched
Türkiye,faostat,1961,2024,Türkiye (1920-2025),TUR-1920-2025,high,FAOSTAT area code 223; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,260223,223,TUR,iso-equal,matched
Turks and Caicos Islands,faostat,1850,2024,Turks and Caicos Islands,TCA-1800-2025,high,"FAOSTAT area code 224; no data in scanned pins; registry map to TCA-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,224,TCA,registry,matched
United Arab Emirates,faostat,1961,2024,United Arab Emirates,ARE-1892-2025,high,FAOSTAT area code 225; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,204144,225,ARE,iso-equal,matched
Uganda,faostat,1961,1961,Uganda (1926-1962),UGA-1926-1962,high,FAOSTAT area code 226; observed 1961-1961 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,202921,226,UGA,iso-equal,matched
Uganda,faostat,1962,2024,Uganda,UGA-1962-2025,high,FAOSTAT area code 226; observed 1962-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,202921,226,UGA,iso-equal,matched
Tuvalu,faostat,1961,2024,Tuvalu,TUV-1800-2025,high,FAOSTAT area code 227; observed 1961-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,26122,227,TUV,iso-equal,matched
USSR,faostat,1961,1991,USSR (1945-1991),F228-1945-1991,high,FAOSTAT area code 228; observed 1961-1991 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-replace period match,91616,228,SUN,manual-replace,matched
United Kingdom of Great Britain and Northern Ireland,faostat,1961,2024,United Kingdom,GBR-1921-2025,high,FAOSTAT area code 229; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,260981,229,GBR,iso-equal,matched
Ukraine,faostat,1992,2013,Ukraine (1991-2014),UKR-1991-2014,high,FAOSTAT area code 230; observed 1992-2013 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,119965,230,UKR,iso-equal,matched
Ukraine,faostat,2014,2024,Ukraine,UKR-2014-2025,high,FAOSTAT area code 230; observed 2014-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,119965,230,UKR,iso-equal,matched
United States of America,faostat,1961,2024,United States of America,USA-1959-2025,high,FAOSTAT area code 231; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,277343,231,USA,iso-equal,matched
Burkina Faso,faostat,1961,2024,Burkina Faso,BFA-1960-2025,high,FAOSTAT area code 233; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,175630,233,BFA,iso-equal,matched
Uruguay,faostat,1961,2024,Uruguay,URY-1828-2025,high,FAOSTAT area code 234; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,214722,234,URY,iso-equal,matched
Uzbekistan,faostat,1992,2024,Uzbekistan,UZB-1991-2025,high,FAOSTAT area code 235; observed 1992-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,95757,235,UZB,iso-equal,matched
