original_name,source,common_name
Saudi Arabia,federico_tena,Saudi Arabia (1924-1932)
Saudi Arabia,m49,Saudi Arabia
Saudi Arabia (1924-1932),gadm,Saudi Arabia (1924-1932)
Saudi Arabia (1924-1932),whep,Saudi Arabia (1924-1932)
Saudi Arabia (1932-2000),cshapes,Saudi Arabia (1932-2000)
Saxe-Altenburg,cshapes_europe,Saxe-Altenburg
Saxe-Altenburg,whep,Saxe-Altenburg
Saxe-Coburg-Gotha,cshapes_europe,Saxe-Coburg-Gotha
Saxe-Coburg-Gotha,whep,Saxe-Coburg-Gotha
Saxe-Coburg-Saalfeld,cshapes_europe,Saxe-Coburg-Saalfeld
Saxe-Coburg-Saalfeld,whep,Saxe-Coburg-Saalfeld
Saxe-Gotha-Altenberg,cshapes_europe,Saxe-Gotha-Altenberg
Saxe-Gotha-Altenberg,whep,Saxe-Gotha-Altenberg
Saxe-Hildburgchausen,cshapes_europe,Saxe-Hildburgchausen
Saxe-Hildburgchausen,whep,Saxe-Hildburgchausen
Saxe-Meiningen,cshapes_europe,Saxe-Meiningen
Saxe-Meiningen,whep,Saxe-Meiningen
Saxe-Weimar,cshapes_europe,Saxe-Weimar
Saxe-Weimar,whep,Saxe-Weimar
Saxony,cshapes_europe,Saxony
Saxony,whep,Saxony
Schaumburg-Lippe,cshapes_europe,Schaumburg-Lippe
Schaumburg-Lippe,whep,Schaumburg-Lippe
Schleswig-Holstein,gadm,Schleswig-Holstein
Schleswig-Holstein,whep,Schleswig-Holstein
Selangore (to 1896),cshapes,Selangore (to 1896)
Senegal,cshapes,Senegal
Senegal,faostat,Senegal
Senegal,m49,Senegal
Senegal,whep,Senegal
Serbia,cshapes,Serbia
Serbia,faostat,Serbia
Serbia,m49,Serbia
Serbia,whep,Serbia
Serbia (1816-1913),gadm,Serbia (1816-1913)
Serbia (1816-1913),whep,Serbia (1816-1913)
Serbia (1913-1915),gadm,Serbia (1913-1915)
Serbia (1913-1915),whep,Serbia (1913-1915)
Serbia (1913-1918),cshapes,Serbia (1913-1918)
Serbia (2006-2008),cshapes,Serbia (2006-2008)
Serbia (to 1913),cshapes,Serbia (to 1913)
Serbia and Montenegro,faostat,Serbia and Montenegro
Serbia and Montenegro,gadm,Serbia and Montenegro
Serbia and Montenegro,m49,Serbia and Montenegro
Serbia/Yugoslavia,federico_tena,Serbia (1816-1913)
Seychelles,faostat,Seychelles
Seychelles,federico_tena,Seychelles
Seychelles,gadm,Seychelles
Seychelles,m49,Seychelles
Sharjah,federico_tena,Sharjah
Sharjah,gadm,Sharjah
Siam (Thailand),federico_tena,Thailand (to 1893)
Sierra Leone,cshapes,Sierra Leone
Sierra Leone,faostat,Sierra Leone
Sierra Leone,federico_tena,Sierra Leone
Sierra Leone,m49,Sierra Leone
Sierra Leone (to 1889),cshapes,Sierra Leone (to 1889)
Sikkim,federico_tena,Sikkim
Sikkim,gadm,Sikkim
Singapore,cshapes,Singapore
Singapore,faostat,Singapore
Singapore,m49,Singapore
Singapore,whep,Singapore
Sint Maarten (Dutch part),faostat,Sint Maarten (Dutch part)
Sint Maarten (Dutch part),gadm,Sint Maarten (Dutch part)
Sint Maarten (Dutch part),m49,Sint Maarten (Dutch part)
Slovakia,cshapes,Slovakia
Slovakia,faostat,Slovakia
Slovakia,m49,Slovakia
Slovenia,cshapes,Slovenia
Slovenia,faostat,Slovenia
Slovenia,m49,Slovenia
Small Island Developing States (SIDS),faostat,Small Island Developing States (SIDS)
Socialist Federal Republic of Yugoslavia,m49,Yugoslavia (1991-1992)
Society Islands  (Tahiti),federico_tena,Society Islands  (Tahiti)
Society Islands  (Tahiti),gadm,Society Islands  (Tahiti)
Solomon Islands,cshapes,Solomon Islands
Solomon Islands,faostat,Solomon Islands
Solomon Islands,federico_tena,Solomon Islands
Solomon Islands,m49,Solomon Islands
Solomon Islands (1893-1899),cshapes,Solomon Islands (1893-1899)
Somalia,cshapes,Somalia
Somalia,faostat,Somalia
Somalia,m49,Somalia
South Africa,cshapes,South Africa
South Africa,faostat,South Africa
South Africa,federico_tena,South Africa
South Africa,m49,South Africa
South America,faostat,South America
South Australia,federico_tena,South Australia
South Australia,gadm,South Australia
South Australia (to 1900),cshapes,South Australia (to 1900)
South Georgia and the South Sandwich Islands,faostat,South Georgia and the South Sandwich Islands
South Georgia and the South Sandwich Islands,gadm,South Georgia and the South Sandwich Islands
South Georgia and the South Sandwich Islands,m49,South Georgia and the South Sandwich Islands
South Korea,whep,South Korea
South Sudan,cshapes,South Sudan
South Sudan,faostat,South Sudan
South Sudan,m49,South Sudan
South-Central Asia,m49,South-Central Asia
South-eastern Asia,faostat,South-eastern Asia
Southern Africa,faostat,Southern Africa
Southern Asia,faostat,Southern Asia
Southern Asia,m49,Southern Asia
Southern Asia (excluding India),faostat,Southern Asia (excluding India)
Southern Europe,faostat,Southern Europe
Southern Nigeria (1899-1906),cshapes,Southern Nigeria (1899-1906)
Southern Nigeria (1906-1913),cshapes,Southern Nigeria (1906-1913)
Southern Sakhalin Island (1905-1945),cshapes,Southern Sakhalin Island (1905-1945)
Southern zone of Spanish Morocco (1956-1958),cshapes,Southern zone of Spanish Morocco (1956-1958)
Spain,cshapes,Spain
Spain,faostat,Spain
Spain,federico_tena,Spain
Spain,m49,Spain
Spanish Guinea,federico_tena,Spanish Guinea
Spanish Guinea,gadm,Spanish Guinea
Spanish Morocco (1912-1956),cshapes,Spanish Morocco (1912-1956)
Spanish North Africa,gadm,Spanish North Africa
Spanish North Africa,m49,Spanish North Africa
Spanish Sahara (1958-1975),cshapes,Western Sahara (1958-1975)
Spanish West Africa (1912-1958),cshapes,Spanish West Africa (1912-1958)
Spanish West Africa (to 1912),cshapes,Spanish West Africa (to 1912)
Sri Lanka,faostat,Sri Lanka
Sri Lanka,m49,Sri Lanka
Sri Lanka (Ceylon),cshapes,Sri Lanka
St Martin and St Barthélemy,federico_tena,St Martin and St Barthélemy
St Martin and St Barthélemy,gadm,St Martin and St Barthélemy
St Pierre & Miquelon,federico_tena,Saint Pierre and Miquelon
St. Helena,federico_tena,St. Helena
St. Helena,gadm,St. Helena
St. Lucía,federico_tena,St. Lucía
St. Lucía,gadm,St. Lucía
St. Vincent,federico_tena,St. Vincent
St. Vincent,gadm,St. Vincent
Straits Settlement,federico_tena,Straits Settlement
Straits Settlement,gadm,Straits Settlement
Straits Settlements (to 1946),cshapes,Straits Settlement (to 1946)
Sub-Saharan Africa,faostat,Sub-Saharan Africa
Sub-Saharan Africa,m49,Sub-Saharan Africa
Sub-Saharan Africa (including Sudan),faostat,Sub-Saharan Africa (including Sudan)
Sudan,cshapes,Sudan
Sudan,faostat,Sudan
Sudan,m49,Sudan
Sudan (1899-1902),cshapes,Sudan (1899-1902)
Sudan (1902-1910),cshapes,Sudan (1902-1910)
Sudan (1910-1934),cshapes,Sudan (1910-1934)
Sudan (1934-2011),cshapes,Sudan (1934-2011)
Sudan (1956-2011),gadm,Sudan (1956-2011)
Sudan (1956-2011),whep,Sudan (1956-2011)
Sudan (Anglo-Egyptian),federico_tena,Sudan (Anglo-Egyptian)
Sudan (Anglo-Egyptian),gadm,Sudan (Anglo-Egyptian)
Sudan (former),faostat,Sudan (old)
Sudan (old),m49,Sudan (old)
Surinam,cshapes,Suriname
Suriname,faostat,Suriname
Suriname,m49,Suriname
Suriname,whep,Suriname
Svalbard and Jan Mayen,gadm,Svalbard and Jan Mayen
Svalbard and Jan Mayen,m49,Svalbard and Jan Mayen
Svalbard and Jan Mayen Islands,faostat,Svalbard and Jan Mayen
Swaziland,federico_tena,Eswatini
Swaziland (Eswatini),cshapes,Eswatini
Sweden,cshapes,Sweden
Sweden,faostat,Sweden
Sweden,federico_tena,Sweden
Sweden,m49,Sweden
Sweden (to 1905),cshapes,Sweden (to 1905)
Switzerland,cshapes,Switzerland
Switzerland,faostat,Switzerland
Switzerland,federico_tena,Switzerland
Switzerland,m49,Switzerland
Syria,cshapes,Syrian Arab Republic
Syria (1920-1967),cshapes,Syrian Arab Republic (1920-1967)
Syria and Lebanon,federico_tena,Syria and Lebanon
Syria and Lebanon,gadm,Syria and Lebanon
Syrian Arab Republic,faostat,Syrian Arab Republic
Syrian Arab Republic,m49,Syrian Arab Republic
Syrian Arab Republic (1946-1967),gadm,Syrian Arab Republic (1946-1967)
Syrian Arab Republic (1946-1967),whep,Syrian Arab Republic (1946-1967)
Taiwan,cshapes,Taiwan
Taiwan,whep,Taiwan
"Taiwan, Province of China",m49,Taiwan
Tajikistan,cshapes,Tajikistan
Tajikistan,faostat,Tajikistan
Tajikistan,m49,Tajikistan
Tanzania (1961-1964),gadm,Tanzania (1961-1964)
Tanzania (1961-1964),whep,Tanzania (1961-1964)
Tanzania (Tanganyika),cshapes,Tanzania
Tanzania (Tanganyika) (1891-1920),cshapes,Tanzania (1891-1920)
Tanzania (Tanganyika) (1920-1922),cshapes,Tanzania (1920-1922)
Tanzania (Tanganyika) (1922-1964),cshapes,Tanzania (1922-1964)
"Tanzania, United Republic of",m49,Tanzania
Tasmania (to 1900),cshapes,Van Diemen's Land (Tasmania) (to 1900)
Thailand,cshapes,Thailand
Thailand,faostat,Thailand
Thailand,m49,Thailand
Thailand (1893-1904),cshapes,Thailand (1893-1904)
Thailand (1904-1907),cshapes,Thailand (1904-1907)
Thailand (1907-1909),cshapes,Thailand (1907-1909)
Thailand (to 1893),cshapes,Thailand (to 1893)
Thuringia,cshapes_europe,Thuringia
Thuringia,whep,Thuringia
Tibet,federico_tena,Tibet (old)
Tibet (1913-1914),cshapes,Tibet (1913-1914)
Tibet (1914-1950),cshapes,Tibet (1914-1950)
Tibet (old),gadm,Tibet (old)
Timor,federico_tena,Timor-Leste
Timor-Leste,faostat,Timor-Leste
Timor-Leste,m49,Timor-Leste
Togo,cshapes,Togo
Togo,faostat,Togo
Togo,m49,Togo
Togo,whep,Togo
Tokelau,faostat,Tokelau
Tokelau,gadm,Tokelau
Tokelau,m49,Tokelau
Tokelau Island,federico_tena,Tokelau
Tonga,faostat,Tonga
Tonga,gadm,Tonga
Tonga,m49,Tonga
Tongan Islands,federico_tena,Tonga
Transvaal,federico_tena,Transvaal (to 1910)
Transvaal (to 1910),cshapes,Transvaal (to 1910)
Trinidad and Tobago,cshapes,Trinidad and Tobago
Trinidad and Tobago,faostat,Trinidad and Tobago
Trinidad and Tobago,federico_tena,Trinidad and Tobago
Trinidad and Tobago,m49,Trinidad and Tobago
Tunisia,cshapes,Tunisia
Tunisia,faostat,Tunisia
Tunisia,federico_tena,Tunisia
Tunisia,m49,Tunisia
Turkey (Ottoman Empire),cshapes,Türkiye
Turkey (Ottoman Empire) (1913-1914),cshapes,Türkiye (1913-1914)
Turkey (Ottoman Empire) (1914-1918),cshapes,Türkiye (1914-1918)
Turkey (Ottoman Empire) (1918-1920),cshapes,Türkiye (1918-1920)
Turkey (Ottoman Empire) (to 1912),cshapes,Türkiye (to 1912)
Turkmenistan,cshapes,Turkmenistan
Turkmenistan,faostat,Turkmenistan
Turkmenistan,m49,Turkmenistan
Turks and Caicos Islands,faostat,Turks and Caicos Islands
Turks and Caicos Islands,federico_tena,Turks and Caicos Islands
Turks and Caicos Islands,gadm,Turks and Caicos Islands
Turks and Caicos Islands,m49,Turks and Caicos Islands
Tuscany,federico_tena,Tuscany
Tuscany,gadm,Tuscany
Tuvalu,faostat,Tuvalu
Tuvalu,gadm,Tuvalu
Tuvalu,m49,Tuvalu
Two Sicilies,federico_tena,Two Sicilies
Two Sicilies,gadm,Two Sicilies
Türkiye,faostat,Türkiye
Türkiye,m49,Türkiye
US settlement Oceania,federico_tena,US settlement Oceania
USSR,faostat,USSR (1945-1991)
USSR,m49,USSR (1945-1991)
Uganda,cshapes,Uganda
Uganda,faostat,Uganda
Uganda,m49,Uganda
Uganda,whep,Uganda
Uganda (1894-1902),cshapes,Uganda (1894-1902)
Uganda (1902-1910),cshapes,Uganda (1902-1910)
Uganda (1910-1926),cshapes,Uganda (1910-1926)
Ukraine,cshapes,Ukraine
Ukraine,faostat,Ukraine
Ukraine,m49,Ukraine
Ukraine,whep,Ukraine
Ukraine (1991-2014),cshapes,Ukraine (1991-2014)
Umm al Qawain,federico_tena,Umm al Qawain
Umm al Qawain,gadm,Umm al Qawain
Unfederated Malay States (1909-1946),cshapes,Unfederated Malay States (1909-1946)
Unfederated Malay States (to 1909),cshapes,Unfederated Malay States (to 1909)
United Arab Emirates,cshapes,United Arab Emirates
United Arab Emirates,faostat,United Arab Emirates
United Arab Emirates,m49,United Arab Emirates
United Arab Emirates,whep,United Arab Emirates
United Kingdom,cshapes,United Kingdom
United Kingdom,federico_tena,United Kingdom (to 1921)
United Kingdom (to 1921),cshapes,United Kingdom (to 1921)
United Kingdom of Great Britain and Northern Ireland,faostat,United Kingdom
United Kingdom of Great Britain and Northern Ireland,m49,United Kingdom
United Republic of Tanzania,faostat,Tanzania
United States,federico_tena,United States of America (to 1959)
United States Minor Outlying Islands,faostat,United States Minor Outlying Islands
United States Minor Outlying Islands,m49,United States Minor Outlying Islands
United States Virgin Islands,faostat,United States Virgin Islands
United States Virgin Islands,gadm,United States Virgin Islands
United States miscellaneous Pacific Islands,m49,United States miscellaneous Pacific Islands
United States of America,cshapes,United States of America
United States of America,faostat,United States of America
United States of America,m49,United States of America
United States of America (to 1959),cshapes,United States of America (to 1959)
Upper-middle-income economies,faostat,Upper-middle-income economies
Uruguay,cshapes,Uruguay
Uruguay,faostat,Uruguay
Uruguay,federico_tena,Uruguay
Uruguay,m49,Uruguay
Uzbekistan,cshapes,Uzbekistan
Uzbekistan,faostat,Uzbekistan
Uzbekistan,m49,Uzbekistan
Van Diemen's Land (Tasmania),federico_tena,Van Diemen's Land (Tasmania)
Van Diemen's Land (Tasmania),gadm,Van Diemen's Land (Tasmania)
Vancouver's Island,gadm,Vancouver's Island
Vancouver´s Island,federico_tena,Vancouver's Island
Vanuatu,faostat,Vanuatu
Vanuatu,gadm,Vanuatu
Vanuatu,m49,Vanuatu
Venezuela,cshapes,Venezuela
Venezuela,federico_tena,Venezuela
Venezuela (Bolivarian Republic of),faostat,Venezuela
"Venezuela, Bolivarian Republic of",m49,Venezuela
Victoria,federico_tena,Victoria
Victoria,gadm,Victoria
Victoria (to 1900),cshapes,Victoria (to 1900)
Viet Nam,faostat,Vietnam
Viet Nam,m49,Vietnam
Vietnam (Annam/Cochin China/Tonkin) (1893-1954),cshapes,Vietnam (1893-1954)
Vietnam (Annam/Cochin China/Tonkin) (to 1893),cshapes,Vietnam (to 1893)
"Vietnam, Democratic Republic of",cshapes,Vietnam
"Vietnam, Democratic Republic of (1954-1975)",cshapes,North Vietnam
"Vietnam, Republic of (1954-1975)",cshapes,South Vietnam
Virgin Islands (British),m49,British Virgin Islands
Virgin Islands (U.S.),m49,United States Virgin Islands
Wake Island,faostat,Wake Island
Wake Island,federico_tena,Wake Island
Wake Island,m49,Wake Island
Waldeck,cshapes_europe,Waldeck
Waldeck,whep,Waldeck
Wallis and Futuna,gadm,Wallis and Futuna
Wallis and Futuna,m49,Wallis and Futuna
Wallis and Futuna Island,federico_tena,Wallis and Futuna
Wallis and Futuna Islands,faostat,Wallis and Futuna
West Bank (1948-1967),cshapes,West Bank (1948-1967)
West Berlin,gadm,West Berlin
West Germany,whep,West Germany
West Irian (Dutch New Guinea) (1949-1969),cshapes,Dutch new Guinea (1949-1969)
Western Africa,faostat,Western Africa
Western Asia,faostat,Western Asia
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",faostat,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
Western Asia and Northern Africa,faostat,Western Asia and Northern Africa
Western Australia,federico_tena,Western Australia
Western Australia,gadm,Western Australia
Western Australia (to 1900),cshapes,Western Australia (to 1900)
Western Europe,faostat,Western Europe
Western Sahara,faostat,Western Sahara
Western Sahara,gadm,Western Sahara
Western Sahara,m49,Western Sahara
Western Samoa,federico_tena,Samoa
Wolfenbüttel,cshapes_europe,Wolfenbüttel
Wolfenbüttel,whep,Wolfenbüttel
World,faostat,World
Württemberg,cshapes_europe,Württemberg
Württemberg,whep,Württemberg
Yemen,faostat,Yemen
Yemen,m49,Yemen
Yemen,whep,Yemen
Yemen (Arab Republic of Yemen),cshapes,Yemen
Yemen (Arab Republic of Yemen) (1918-1990),cshapes,North Yemen
Yemen (Arab Republic of Yemen) (1990-2000),cshapes,Yemen (1990-2000)
Yemen (old),m49,North Yemen
Yemen Ar Rp,faostat,North Yemen
Yemen Dem,faostat,South Yemen
"Yemen, People's Republic of (1967-1990)",cshapes,South Yemen
Yugoslav SFR,faostat,Yugoslavia (1991-1992)
Yugoslavia (1918-1919),cshapes,Yugoslavia (1918-1919)
Yugoslavia (1919-1920),cshapes,Yugoslavia (1919-1920)
Yugoslavia (1920-1991),cshapes,Yugoslavia (1920-1991)
Yugoslavia (1991-1992),cshapes,Yugoslavia (1991-1992)
Yugoslavia (1992-2006),cshapes,Yugoslavia (1992-2006)
Yunnan,federico_tena,Yunnan
Yunnan,gadm,Yunnan
Zambia,cshapes,Zambia
Zambia,faostat,Zambia
Zambia,m49,Zambia
Zambia,whep,Zambia
Zanzibar,federico_tena,Zanzibar
Zanzibar,gadm,Zanzibar
Zanzibar,whep,Zanzibar
Zanzibar (1890-1964),cshapes,Zanzibar (1890-1964)
Zimbabwe,faostat,Zimbabwe
Zimbabwe,m49,Zimbabwe
Zimbabwe (Rhodesia),cshapes,Zimbabwe
Zimbabwe (Rhodesia) (1889-1891),cshapes,Zimbabwe (1889-1891)
Zimbabwe (Rhodesia) (1891-1900),cshapes,Zimbabwe (1891-1900)
Åland Islands,faostat,Åland Islands
Åland Islands,gadm,Åland Islands
Åland Islands,m49,Åland Islands
