unit_id,country,admin_name,verdict,matched_polity_code,proposed_json,confidence,reasoning,evidence_used,concerns,cycle,model,effort,decided_at,polygon_route,polygon_source_slug,polygon_feature_id,polygon_detail,polygon_confidence,polygon_reasoning,page_written,page_polity_code,repair_status,repair_attempts,repair_rank,repair_remaining,repair_gates_red,coverage_json,coverage_ok
ARG-LAPAMPA,Argentina,La Pampa,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""La Pampa (province of Argentina)"", ""span_basis"": ""The country convention departs from the default 1853 start for La Pampa: it was a Territorio Nacional until granted full provincial status by national law in 1951, which is the administratively justified start_year, not the data's 1900 start. End_year is 2025 (exclusive) as La Pampa remains a current province."", ""start_year"": 1951}",medium,"No existing polity represents La Pampa (0 name candidates, 0 boundary matches), so match_existing is unavailable. The pre-decided country convention explicitly lists La Pampa as a departure from the default 1853 start rule, fixing its provincial start at 1951 due to the 1951 provincialization law — this is an administratively grounded span, not an extract-defined one, satisfying create_new's span requirement. However the unit's data (1900-2023) begins 51 years before that, during its era as a Territorio Nacional (est. 1884); that portion cannot be folded into the province polity without violating the convention's own start rule, so it is flagged as needing a separate polity rather than silently absorbed.",COUNTRY CONVENTION departures: La Pampa start 1951 (Granted full provincial status by national law in 1951) | CANDIDATE POLITIES BY NAME (0) — none resembling La Pampa | open end_year 2025 (EXCLUSIVE) for any still-current unit | naming pattern '<Name> (province of Argentina)',"Coverage 1900-1950 predates provincial status (La Pampa was a Territorio Nacional from 1884). The country convention already assigns this unit a start_year of 1951, so this verdict creates only the provincial polity (1951-2025) as decided. The 1900-1950 span would need a separate 'Territorio Nacional de La Pampa' polity (not enumerated among existing candidates) to avoid stranding 51 years of data — that decision is outside the scope of the pre-decided convention and should be raised separately.",1,sonnet,low,2026-09-04T10:13:30Z,,,,,,,,,,,,,,"[{""basis"": ""Pre-1951 years correspond to the Territorio Nacional de La Pampa (est. 1884), before provincialization by 1951 law. The country convention departure list fixes this unit's start_year at 1951 for the province, so this earlier span is not covered by the polity created here; it would need its own 'Territorio Nacional de La Pampa' polity, which is not among the evidence's candidates and thus not created in this verdict."", ""disposition"": ""proposed"", ""end_year"": 1950, ""start_year"": 1900}, {""basis"": ""Matches the country convention's explicit departure for La Pampa: granted full provincial status by national law in 1951, so start_year=1951 per the pre-decided convention; no existing candidate polity named 'La Pampa' exists, so a new provincial polity must be created."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1951}]",yes
ARG-LARIOJA,Argentina,La Rioja,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""La Rioja (province of Argentina)"", ""span_basis"": ""La Rioja is one of the historic provinces organized by the 1853 Argentine Constitution; it is not among the four listed departures (ex-territorios nacionales or CABA), so the default start_year of 1853 applies, with an open end_year of 2025 as it remains a current province."", ""start_year"": 1853}",high,"No existing polity matches La Rioja by name, and the three ARG national-total polities are containers, not this province itself, so match_existing is inapplicable. La Rioja is a historic Argentine province with no listed departure from the country convention's default start rule (unlike Chaco/Formosa/etc., Chubut/Santa Cruz, Tierra del Fuego, or CABA), so it should be created with the default span 1853-2025, justified by the administration's own history (the 1853 constitution) rather than by the data's 1900-2023 extent.","COUNTRY CONVENTION start rule (DEFAULT) | COUNTRY CONVENTION DEPARTURES from that rule (4) | UNIT years 1900-2023 | container chain ARG-1800-1899, ARG-1899-1902, ARG-1902-2025",,1,sonnet,low,2026-09-04T10:13:42Z,,,,,,,,,,,,,,"[{""basis"": ""La Rioja is one of the historic Argentine provinces organized under the 1853 constitution; no departure from the default start rule applies to it, so its polity span covers this unit's full data range."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-MENDOZA,Argentina,Mendoza,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Mendoza (province of Argentina)"", ""span_basis"": ""Mendoza is one of the historic provinces organized under the 1853 Argentine Constitution, and is not among the four departure groups (former national territories, Tierra del Fuego, or CABA) that started later; it remains a current province, so end_year is the open-end convention 2025."", ""start_year"": 1853}",high,"Mendoza is one of Argentina's original historic provinces, not among the four departure groups (Chaco/Formosa/etc territorios nacionales, Chubut/Santa Cruz, Tierra del Fuego, CABA). The country convention's default start rule applies: 1853, when the constitution organized the historic provinces. No existing polity represents this province specifically (only national ARG rows exist), so a new polity is needed spanning 1853-2025.",COUNTRY CONVENTION start rule (DEFAULT) | DEPARTURES list (Mendoza not among them) | open end_year convention | CANDIDATE POLITIES BY NAME (0),No boundary/polygon feature currently matches this name in gadm-4.1-adm1; a polygon would need to be constructed or sourced separately.,1,sonnet,low,2026-09-04T10:13:54Z,,,,,,,,,,,,,,"[{""basis"": ""Mendoza is a historic province not subject to any departure rule; country convention default start is 1853 (constitutional organization of historic provinces), well before this data's 1900 start, so the whole 1900-2023 data span falls within the proposed polity's span."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-MISIONES,Argentina,Misiones,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Misiones"", ""span_basis"": ""Created as the Territorio Nacional de Misiones in 1881, administered continuously (with legal elevation to provincial status via Ley 14294 in 1953) through to the present; the span reflects the territory's own continuous administrative existence, not the data extract."", ""start_year"": 1881}",medium,"The Territorio Nacional de Misiones was created in 1881 (per Ley 14294's own text, which speaks of it being 'elevated' in 1953, implying prior existence as a national territory) and administered continuously as a distinct unit until its 1953 elevation to provincial status, after which it continued as the province of Misiones to the present. The 1953 event is a change of legal status, not the birth of the territory, so a single polity spans the whole administrative lifetime rather than splitting at 1953. This also fixes the rejected coverage: instead of marking 1900-1950 unroutable (which wrongly treated the pre-elevation years as un-administered), the same continuous territorial entity carries those years too.","Country convention departures: Misiones start 1953 (Ley 14294 elevated the Territorio Nacional de Misiones, created earlier) | Unit years 1900-2023 with valued data across all indicators | Sibling verdict pattern ARG-CHACO/ARG-FORMOSA split pre/post elevation as unroutable, which this task explicitly flags as a rejected pattern for measured data","The exact creation year of the Territorio Nacional de Misiones (1881 is the commonly cited date for the broader Ley 1532 national-territories framework, not verified here from a primary source) should be confirmed against a historical source before finalizing the start_year. | Whether the repository's data model prefers splitting this into two polity rows (territorio nacional vs. province) rather than one continuous row should be checked against how similar cases (e.g., Chaco, Formosa) are ultimately resolved, since precedent should stay consistent across siblings.",1,sonnet,low,2026-09-04T11:03:43Z,,,,,,,,,,,,,,"[{""basis"": ""The Territorio Nacional de Misiones existed continuously from its creation (pre-1900) through its 1953 elevation to provincial status and to the present day; the 1953 change is a status upgrade of the same continuous administrative entity, not a new territory, so one polity covers the entire measured span."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-NEUQUEN,Argentina,Neuquén,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Neuqu\u00e9n (province of Argentina)"", ""span_basis"": ""Created as Territorio Nacional del Neuqu\u00e9n by Ley 1532 (1884); elevated to a constitutional province by Ley 14408 (1955); still current, so end_year is the open 2025 used for all still-current Argentine units."", ""start_year"": 1884}",medium,"Neuquén has no existing candidate. Per the country convention, Neuquén is one of the départures that became a province only in 1955 (Ley 14408). Before that it existed as the Territorio Nacional del Neuquén, created under Ley 1532 (1884), a continuously administered territory that simply changed constitutional status in 1955 rather than being newly created. Since the data starts in 1900 (after the 1884 creation) and runs continuously to 2023, the whole span is the same underlying territory and should be one proposed polity dated from its 1884 creation as a national territory, not from the 1955 province elevation — using the province start year would wrongly orphan the 1900-1954 national-territory years, which is exactly the rejected gap.",country convention departures list (Neuquén start 1955) | country convention start rule reasoning citing Ley 14408 (1955) elevating national territories | unit years 1900-2023 | no candidate polities by name | rejection requiring full 1900-2023 coverage,"The country's naming/container convention as given only documents the post-1955 province era explicitly; treating the 1884-1954 territorio nacional period as the same polity code is an extrapolation from the departure note's own reasoning, not an explicitly confirmed rule — worth confirming against how ARG-CHACO, ARG-CHUBUT, ARG-FORMOSA (same 'departures' group) should be re-fixed, since they currently have unroutable pre-elevation segments that likely need the same continuous-polity correction.",1,sonnet,low,2026-09-04T11:04:22Z,,,,,,,,,,,,,,"[{""basis"": ""Continuous territory: Territorio Nacional del Neuqu\u00e9n existed from its 1884 creation (Ley 1532) and was elevated to provincial status in 1955 (Ley 14408); the reporting unit's administrative identity is unbroken across that status change, so one polity spans both eras rather than treating pre-1955 years as unroutable."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-RESID,Argentina,Resto Del País,not_a_territory,,,high,"The unit name and RESID marker identify this as the residual 'rest of country' bucket used when a source breaks out named provinces individually and lumps the remainder together. This is not a territory with a fixed identity — the set of provinces it covers can change from year to year as the source adds more named provinces (consistent with siblings ARG-CHACO, ARG-FORMOSA etc. being separately broken out from 1951/1955 onward). Sibling RESID units in other countries were both marked not_a_territory, and nothing about this Argentine instance differs. Per the coverage-rejection instructions, this is not a case of 'a real place invented an earlier administration' — RESID is definitionally an aggregation bucket, not a place, so its years are correctly unroutable, not proposed. Would change with evidence that 'Resto Del País' consistently denotes one specific, fixed group of provinces treated as a stable administrative reporting unit throughout 1900-2023 (rather than a variable leftover).",identifier markers ['RESID'] | admin_name_clean 'Resto Del País' | OTHER COUNTRIES' UNITS WITH THE SAME id marker 'RESID': {'not_a_territory': 2} | CANDIDATE POLITIES BY NAME (0),"If the source's per-province rows for Argentina don't sum to the national total, 'Resto Del País' may carry real, otherwise-unrepresented provincial data — but as a bucket it aggregates whichever provinces aren't separately broken out, which is not a single territory. | HARNESS: coverage still does not tile 1900-2023 after 2 retries — 124 of this unit's 124 data years (100%) are marked `unroutable`. The source reports values for those years, so the territory existed and was being measured. `unroutable` is for a year nothing could ever carry -- not for a year before the classification that currently names the unit was invented. If the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label; if a different territory reported those years, name it. Do not leave measured data with no polity.",1,sonnet,low,2026-09-04T11:04:59Z,,,,,,,,,,,,,,"[{""basis"": ""'Resto Del Pa\u00eds' ('Rest of the Country') is an explicit residual bucket, not a place with its own administrative identity or boundary \u2014 it is whatever set of provinces the source did not break out separately in a given year. A polity code names one territory's identity; a shifting residual aggregate cannot be assigned one without misattributing data to a fictitious place, so its measured years are unroutable rather than proposed."", ""disposition"": ""unroutable"", ""end_year"": 2023, ""start_year"": 1900}]",no
ARG-RIONEGRO,Argentina,Río Negro,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""R\u00edo Negro (province of Argentina)"", ""span_basis"": ""Created as Territorio Nacional de R\u00edo Negro by Ley 1532 (1884); elevated to province by Ley 14408 (1955); continuously the same administrative territory since creation, still current (open end_year 2025 per country convention)."", ""start_year"": 1884}",high,"Río Negro was created as a Territorio Nacional in 1884 (Ley 1532) and continuously administered as the same territory before being elevated to a province in 1955 (Ley 14408), per the country convention's own departure list. It is one continuous administrative entity that changed legal status but not identity, so the polity should span from its 1884 creation rather than starting only at provincehood in 1955 or being split with an unroutable pre-1955 segment. That single span covers this unit's entire 1900-2023 data range.","COUNTRY CONVENTION departures: Chubut, Formosa, Neuquén, Río Negro, Santa Cruz start 1955 (Ley 14408 elevated these Ley 1532 (1884) national territories to provinces) | COUNTRY CONVENTION open end_year 2025 | UNIT years 1900-2023 | Rejection feedback: if the territory existed under an earlier administration, the polity's span starts then and the classification is just its current label","Start year 1884 predates this unit's data (1900); justified by the territory's own creation date, not the data extent. | If sibling verdicts (Chaco, Formosa, Chubut) require splitting territorio-nacional-era vs province-era into two distinct polity codes, this single continuous polity choice should be reconciled with that pattern for consistency across the country.",1,sonnet,low,2026-09-04T11:06:31Z,,,,,,,,,,,,,,"[{""basis"": ""R\u00edo Negro existed continuously as Territorio Nacional de R\u00edo Negro from its 1884 creation (Ley 1532) through elevation to provincial status in 1955 (Ley 14408); it is the same administrative territory throughout, so one polity spanning 1884-2025 covers all measured years of this unit."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-SALTA,Argentina,Salta,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Salta (province of Argentina)"", ""span_basis"": ""Salta is one of the historic provinces organized by the 1853 Argentine Constitution; it is not among the four listed departures (former territorios nacionales or the federal capital), so the country's default start/end rule applies."", ""start_year"": 1853}",high,"Salta is a historic Argentine province with no existing polity of matching name (0 candidates) and no departure entry in the country convention, so the default start rule (1853) and open end (2025, exclusive) apply, fully covering the 1900-2023 data span. Must create_new rather than match_existing since no polity currently represents Salta specifically (only national ARG rows exist).",COUNTRY CONVENTION start rule (DEFAULT) | COUNTRY CONVENTION DEPARTURES from that rule (4) | CANDIDATE POLITIES BY NAME (0) | UNIT years 1900-2023,"Confirm Salta was not administered as a national territory (territorio nacional) at any point before provincehood — evidence found none, consistent with it being one of the 14 historic provinces.",1,sonnet,low,2026-09-04T10:16:11Z,,,,,,,,,,,,,,"[{""basis"": ""Salta is one of the historic Argentine provinces, not listed among the four departures from the default start rule, so the country convention's default applies: start_year 1853 (predating this unit's data), open end_year 2025 (exclusive), covering the full 1900-2023 data span."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-SANJUAN,Argentina,San Juan,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""San Juan (province of Argentina)"", ""span_basis"": ""San Juan is one of Argentina's original historic provinces organized by the 1853 Constitution; it is not among the four listed departure groups (ex-territorios nacionales or Ciudad de Buenos Aires), so the country default start_year of 1853 applies. End_year 2025 (exclusive) reflects its status as a still-current province."", ""start_year"": 1853}",high,"San Juan is one of Argentina's original historic provinces, not among the four departure groups (former national territories or Ciudad de Buenos Aires). The default rule applies: start_year 1853 (constitutional organization of historic provinces), open end_year 2025 since it remains current. Data span 1900-2023 falls entirely within this span.",COUNTRY CONVENTION start rule (DEFAULT) | DEPARTURES list does not include San Juan | container chain ARG-1902-2025,,1,sonnet,low,2026-09-04T10:16:20Z,,,,,,,,,,,,,,"[{""basis"": ""San Juan is a historic province governed by the default 1853 start rule, not one of the four listed departures; its full data span 1900-2023 falls within the proposed 1853-2025 polity span."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-SANLUIS,Argentina,San Luis,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""San Luis (province of Argentina)"", ""span_basis"": ""San Luis is one of the historic provinces organized by the 1853 Argentine Constitution and is not among the four documented departures (Chaco/Formosa/La Pampa/Misiones/Neuqu\u00e9n/R\u00edo Negro; Chubut/Santa Cruz; Tierra del Fuego; CABA), so the default start_year of 1853 applies; it remains a current province, so end_year is the open 2025 per convention."", ""start_year"": 1853}",medium,"San Luis is one of the historic Argentine provinces, not in the four listed departures (Chaco/Formosa/La Pampa/Misiones/Neuquén/Río Negro; Chubut/Santa Cruz; Tierra del Fuego; CABA), so the default start rule applies: start_year 1853. Data runs 1900-2023, well within the province's ongoing span, so all data years fall under the new polity. No existing candidate matches (0 name matches), and it is not a national total or residual bucket.",COUNTRY CONVENTION start rule (DEFAULT) | DEPARTURES from that rule (4) | UNIT years 1900-2023 | CANDIDATE POLITIES BY NAME (0),"No boundary/polygon feature currently matches this name in gadm-4.1-adm1, so a polygon will need to be constructed or sourced separately.",1,sonnet,low,2026-09-04T10:16:31Z,,,,,,,,,,,,,,"[{""basis"": ""San Luis is a historic Argentine province not among the four departure groups, so it follows the default start of 1853 (before this unit's data begins) and remains current through the present, covering the full 1900-2023 data span."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
ARG-SANTACRUZ,Argentina,Santa Cruz,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Santa Cruz (province of Argentina)"", ""span_basis"": ""Granted full provincial status by national law in 1955, the second wave of territorio-nacional provincialization (with Chubut); span runs open to 2025 as a still-current province, per the country's open end_year convention."", ""start_year"": 1955}",high,"Santa Cruz is explicitly listed as one of the country's departure cases: an ex-territorio nacional granted full provincial status in 1955, alongside Chubut. No existing polity IS this territory (the only ARG candidates are national totals), so a new provincial polity is needed for 1955-2025. Data before 1955 (1900-1954) belongs to the national territory period, when Santa Cruz was administered directly as a national territory rather than as a province with its own administrative identity, so it is covered by the existing national polities.","Country convention departures: 'Chubut, Santa Cruz (ex-territorios nacionales) start 1955' | CANDIDATE POLITIES BY NAME (0) — no existing polity matches | POLITIES SHARING iso3 ARG (3) — all national totals, none IS Santa Cruz | Sibling verdict for other countries' SANTACRUZ unit: create_new",1900-1954 data is technically about the same territory but under national-territory administration; routing it to the national polity rather than creating a separate pre-1955 'Santa Cruz (national territory)' polity may undercount subnational granularity for that period.,1,sonnet,low,2026-09-04T10:16:55Z,,,,,,,,,,,,,,"[{""basis"": ""1900-1901 falls within the ARG-1899-1902 national polity span before the 1902 transition."", ""disposition"": ""matched"", ""end_year"": 1901, ""polity_code"": ""ARG-1899-1902"", ""start_year"": 1900}, {""basis"": ""Before 1955 Santa Cruz was a national territory (territorio nacional), administered directly by the Argentine national government rather than as a distinct provincial polity; these years fall within the national polity's span."", ""disposition"": ""matched"", ""end_year"": 1954, ""polity_code"": ""ARG-1902-2025"", ""start_year"": 1902}, {""basis"": ""Santa Cruz was granted full provincial status by national law in 1955, per the country convention's explicit departure rule for ex-territorios nacionales; this is when it becomes a distinct administrative identity worth its own polity row."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1955}]",yes
ARG-SANTAFE,Argentina,Santa Fe,create_new,,"{""container_code"": ""ARG-1902-2025"", ""end_year"": 2025, ""iso3"": ""ARG"", ""polity_name"": ""Santa Fe (province of Argentina)"", ""span_basis"": ""Santa Fe is one of the historic provinces formally organized under the 1853 Argentine Constitution (the country convention's default start rule), and it is not among the four listed departures (ex-territorios nacionales groups or CABA) that warrant a later start; it remains a current province, so end_year is the open 2025 used for still-current units."", ""start_year"": 1853}",high,"Santa Fe is one of Argentina's historic provinces (province of the original 1853 confederation), not one of the four departure groups (ex-territorios nacionales or CABA) listed for this country. Applying the default start rule, its polity should span 1853-2025 (open end_year for a still-current unit). No existing candidate polity represents Santa Fe specifically (only national ARG rows exist), and it is a genuine subnational administrative territory with statistics collected on it, so it is not a residual/national-total case. The unit's data (1900-2023) is fully contained within the proposed 1853-2025 span.",COUNTRY CONVENTION start rule (DEFAULT) | COUNTRY CONVENTION departures list (4) — Santa Fe not among them | COUNTRY CONVENTION open end_year 2025 | CANDIDATE POLITIES BY NAME (0) | UNIT years 1900-2023,No boundary feature found for Santa Fe in gadm-4.1-adm1 under this exact name; a geometry match should be re-checked with alternate spellings/name variants (e.g. 'Santa Fé') before treating the polity as unmapped.,1,sonnet,low,2026-09-04T10:17:07Z,,,,,,,,,,,,,,"[{""basis"": ""Santa Fe is a historic Argentine province organized under the 1853 Constitution, not one of the four listed departure cases (ex-territorios nacionales or CABA); the country convention's default start_year of 1853 applies, giving a span of 1853-2025 that fully covers this unit's 1900-2023 data."", ""disposition"": ""proposed"", ""end_year"": 2023, ""start_year"": 1900}]",yes
