source,label,item,unit,period,volume,period_value,dated_mean,dated_n,dated_first,dated_last,ratio,verdict
iia,libya,grapes,ha,1928-1932,iia_1938_39,4000.0,4244.3333,3,1930,1932,0.942433,consistent
iia,libya,grapes,tonnes,1928-1932,iia_1938_39,800.0,1877.5,3,1930,1932,0.426099,unexplained_dated_higher
iia,morocco,grapes,ha,1928-1932,iia_1938_39,11000.0,6266.6667,3,1930,1932,1.755319,consistent
iia,morocco,grapes,tonnes,1928-1932,iia_1938_39,30300.0,27033.3333,3,1930,1932,1.120838,consistent
iia,south korea,grapes,tonnes,1928-1932,iia_1938_39,1000.0,1067.5667,3,1930,1932,0.93671,consistent
iia,syrian arab republic,grapes,ha,1928-1932,iia_1938_39,42000.0,43788.3333,3,1930,1932,0.95916,consistent
iia,syrian arab republic,grapes,tonnes,1928-1932,iia_1938_39,134000.0,124787.6667,3,1930,1932,1.073824,consistent
iia,tunisia,grapes,ha,1928-1932,iia_1938_39,43000.0,4000.0,3,1930,1932,10.75,disagree_x10_period_higher
iia,tunisia,grapes,tonnes,1928-1932,iia_1938_39,6000.0,5833.3333,3,1930,1932,1.028571,consistent
iia,uruguay,grapes,tonnes,1928-1932,iia_1938_39,66400.0,70223.0,3,1930,1932,0.945559,consistent
iia,australia,"groundnuts, with shell",ha,1928-1932,iia_1938_39,2000.0,1320.3333,3,1930,1932,1.514769,consistent
iia,australia,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,2600.0,1529.5333,3,1930,1932,1.699865,consistent
iia,benin,"groundnuts, with shell",ha,1928-1932,iia_1938_39,3000.0,60223.3333,3,1930,1932,0.049815,unexplained_dated_higher
iia,benin,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,500.0,19786.0,3,1930,1932,0.02527,unexplained_dated_higher
iia,burkina faso,"groundnuts, with shell",ha,1928-1932,iia_1938_39,86000.0,101816.6667,3,1930,1932,0.844655,consistent
iia,burkina faso,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,40300.0,39453.6667,3,1930,1932,1.021451,consistent
iia,burundi,"groundnuts, with shell",ha,1928-1932,iia_1938_39,3000.0,3094.6667,3,1930,1932,0.96941,consistent
iia,burundi,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,2500.0,2623.2333,3,1930,1932,0.953022,consistent
iia,cameroon,"groundnuts, with shell",ha,1928-1932,iia_1938_39,58000.0,206707699.3333,3,1930,1932,0.000281,unexplained_dated_higher
iia,"china, mainland","groundnuts, with shell",ha,1928-1932,iia_1938_39,34000.0,34517.0,3,1930,1932,0.985022,consistent
iia,"china, taiwan province of","groundnuts, with shell",ha,1928-1932,iia_1938_39,27000.0,27134.3333,3,1930,1932,0.995049,consistent
iia,congo,"groundnuts, with shell",ha,1928-1932,iia_1938_39,13000.0,14240.0,3,1930,1932,0.912921,consistent
iia,congo,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,10800.0,11006.6667,3,1930,1932,0.981224,consistent
iia,dr congo,"groundnuts, with shell",ha,1928-1932,iia_1938_39,108000.0,103620.6667,3,1930,1932,1.042263,consistent
iia,egypt,"groundnuts, with shell",ha,1928-1932,iia_1938_39,26000.0,21008.0,3,1930,1932,1.237624,consistent
iia,egypt,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,27100.0,23699.8667,3,1930,1932,1.143466,consistent
iia,ghana,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,100.0,133.2333,3,1930,1932,0.750563,consistent
iia,india,"groundnuts, with shell",ha,1928-1932,iia_1938_39,8000.0,2592248.3333,3,1930,1932,0.003086,unexplained_dated_higher
iia,indonesia,"groundnuts, with shell",ha,1928-1932,iia_1938_39,214000.0,209900.0,3,1930,1932,1.019533,consistent
iia,ivory coast,"groundnuts, with shell",ha,1928-1932,iia_1938_39,24000.0,31250.0,3,1930,1932,0.768,consistent
iia,japan,"groundnuts, with shell",ha,1928-1932,iia_1938_39,6000.0,6047.3333,3,1930,1932,0.992173,consistent
iia,kenya,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,1100.0,775.6,3,1930,1932,1.418257,consistent
iia,madagascar,"groundnuts, with shell",ha,1928-1932,iia_1938_39,9000.0,7255.6667,3,1930,1932,1.24041,consistent
iia,mali,"groundnuts, with shell",ha,1928-1932,iia_1938_39,115000.0,132833.3333,3,1930,1932,0.865747,consistent
iia,mauritania,"groundnuts, with shell",ha,1928-1932,iia_1938_39,5000.0,6800.0,3,1930,1932,0.735294,consistent
iia,mauritania,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,3900.0,5206.6667,3,1930,1932,0.74904,consistent
iia,mauritius,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,200.0,100.0,3,1930,1932,2.0,consistent
iia,niger,"groundnuts, with shell",ha,1928-1932,iia_1938_39,31000.0,27033.3333,3,1930,1932,1.146732,consistent
iia,philippines,"groundnuts, with shell",ha,1928-1932,iia_1938_39,8000.0,7760.0,3,1930,1932,1.030928,consistent
iia,philippines,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,6100.0,6286.7667,3,1930,1932,0.970292,consistent
iia,saint vincent and the grenadines,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,100.0,79.5333,3,1930,1932,1.257334,consistent
iia,senegal,"groundnuts, with shell",ha,1928-1932,iia_1938_39,612000.0,569333.3333,3,1930,1932,1.074941,consistent
iia,sierra leone,"groundnuts, with shell",ha,1928-1932,iia_1938_39,2000.0,2000.0,3,1930,1932,1.0,consistent
iia,sierra leone,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,2000.0,2000.0,3,1930,1932,1.0,consistent
iia,south korea,"groundnuts, with shell",ha,1928-1932,iia_1938_39,1000.0,1195.3333,3,1930,1932,0.836587,consistent
iia,south korea,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,2000.0,2237.3667,3,1930,1932,0.893908,consistent
iia,viet nam,"groundnuts, with shell",ha,1928-1932,iia_1938_39,2000.0,2236.6667,3,1930,1932,0.894188,consistent
iia,zambia,"groundnuts, with shell",tonnes,1928-1932,iia_1938_39,300.0,174.6,3,1930,1932,1.718213,consistent
iia,zimbabwe,"groundnuts, with shell",ha,1928-1932,iia_1938_39,3000.0,2612.0,3,1930,1932,1.148545,consistent
iia,czech republic,hempseed,ha,1928-1932,iia_1938_39,9000.0,7422.3333,3,1930,1932,1.212557,consistent
iia,czech republic,hempseed,tonnes,1928-1932,iia_1938_39,4000.0,3144.0,3,1930,1932,1.272265,consistent
iia,russian federation,hempseed,ha,1928-1932,iia_1938_39,880000.0,871203.3333,3,1930,1932,1.010097,consistent
iia,russian federation,hempseed,tonnes,1928-1932,iia_1938_39,388000.0,323333.3333,3,1930,1932,1.2,consistent
iia,serbia,hempseed,tonnes,1928-1932,iia_1938_39,1300.0,1333.2,3,1930,1932,0.975098,consistent
iia,syrian arab republic,hempseed,ha,1928-1932,iia_1938_39,3000.0,2538.6667,3,1930,1932,1.181723,consistent
iia,syrian arab republic,hempseed,tonnes,1928-1932,iia_1938_39,400.0,376.6667,3,1930,1932,1.061947,consistent
iia,australia,hops,ha,1928-1932,iia_1938_39,5000.0,425.6667,3,1930,1932,11.74628,unexplained_period_higher
iia,australia,hops,tonnes,1928-1932,iia_1938_39,91900.0,824.3667,3,1930,1932,111.47952,disagree_x100_period_higher
iia,czech republic,hops,ha,1928-1932,iia_1938_39,140000.0,12447.3333,3,1930,1932,11.247389,disagree_x10_period_higher
iia,czech republic,hops,tonnes,1928-1932,iia_1938_39,1116500.0,11524.9,3,1930,1932,96.877196,disagree_x100_period_higher
iia,new zealand,hops,ha,1928-1932,iia_1938_39,2000.0,196.6667,3,1930,1932,10.169492,disagree_x10_period_higher
iia,romania,hops,ha,1928-1932,iia_1938_39,1000.0,61.6667,3,1930,1932,16.216216,unexplained_period_higher
iia,serbia,hops,ha,1928-1932,iia_1938_39,41000.0,2208.6667,3,1930,1932,18.563236,unexplained_period_higher
iia,serbia,hops,tonnes,1928-1932,iia_1938_39,279400.0,1389.6,3,1930,1932,201.065055,unexplained_period_higher
iia,"china, taiwan province of",jute,ha,1928-1932,iia_1938_39,3000.0,2513.6667,3,1930,1932,1.193476,consistent
iia,"china, taiwan province of",jute,tonnes,1928-1932,iia_1938_39,4100.0,4127.0,3,1930,1932,0.993458,consistent
iia,japan,jute,ha,1928-1932,iia_1938_39,1000.0,559.0,3,1930,1932,1.788909,consistent
iia,japan,jute,tonnes,1928-1932,iia_1938_39,1000.0,1017.2333,3,1930,1932,0.983059,consistent
iia,nepal,jute,tonnes,1928-1932,iia_1938_39,12600.0,10750.1,3,1930,1932,1.172082,consistent
iia,australia,lemons and limes,ha,1928-1932,iia_1938_39,2000.0,1551.6667,3,1930,1932,1.288937,consistent
iia,australia,lemons and limes,tonnes,1928-1932,iia_1938_39,11100.0,11138.2333,3,1930,1932,0.996567,consistent
iia,dominica,lemons and limes,ha,1928-1932,iia_1938_39,1000.0,800.0,3,1930,1932,1.25,consistent
iia,dominica,lemons and limes,tonnes,1928-1932,iia_1938_39,8300.0,5563.3333,3,1930,1932,1.491911,consistent
iia,israel,lemons and limes,tonnes,1928-1932,iia_1938_39,300.0,476.4333,3,1930,1932,0.629679,consistent
iia,montserrat,lemons and limes,tonnes,1928-1932,iia_1938_39,200.0,284.2333,3,1930,1932,0.703647,consistent
iia,saint lucia,lemons and limes,ha,1928-1932,iia_1938_39,1000.0,1070.0,3,1930,1932,0.934579,consistent
iia,saint lucia,lemons and limes,tonnes,1928-1932,iia_1938_39,6900.0,7362.1,3,1930,1932,0.937233,consistent
iia,south africa,lemons and limes,tonnes,1928-1932,iia_1938_39,600.0,495.3,3,1930,1932,1.211387,consistent
iia,tunisia,lemons and limes,tonnes,1928-1932,iia_1938_39,700.0,766.6667,3,1930,1932,0.913043,consistent
iia,philippines,manila fibre (abaca),ha,1928-1932,iia_1938_39,483000.0,482666.6667,3,1930,1932,1.000691,consistent
iia,philippines,manila fibre (abaca),tonnes,1928-1932,iia_1938_39,176000.0,162692.7,3,1930,1932,1.081794,consistent
iia,cyprus,"oil, olive, virgin",tonnes,1928-1932,iia_1938_39,1100.0,1011.8333,3,1930,1932,1.087136,consistent
iia,libya,"oil, olive, virgin",tonnes,1928-1932,iia_1938_39,2900.0,2371.3333,3,1930,1932,1.222941,consistent
iia,serbia,"oil, olive, virgin",tonnes,1928-1932,iia_1938_39,4900.0,3023.8,3,1930,1932,1.620478,consistent
iia,algeria,olives,tonnes,1928-1932,iia_1938_39,155100.0,138374.2,3,1930,1932,1.120874,consistent
iia,australia,olives,tonnes,1928-1932,iia_1938_39,500.0,446.3667,3,1930,1932,1.120155,consistent
iia,cyprus,olives,tonnes,1928-1932,iia_1938_39,6300.0,5989.0,3,1930,1932,1.051929,consistent
iia,israel,olives,tonnes,1928-1932,iia_1938_39,12300.0,14486.0,3,1930,1932,0.849096,consistent
iia,libya,olives,ha,1928-1932,iia_1938_39,53000.0,55462.6667,3,1930,1932,0.955598,consistent
iia,libya,olives,tonnes,1928-1932,iia_1938_39,19300.0,17706.6667,3,1930,1932,1.089985,consistent
iia,morocco,olives,tonnes,1928-1932,iia_1938_39,63400.0,71401.2333,3,1930,1932,0.88794,consistent
iia,syrian arab republic,olives,ha,1928-1932,iia_1938_39,76000.0,76676.6667,3,1930,1932,0.991175,consistent
iia,syrian arab republic,olives,tonnes,1928-1932,iia_1938_39,51800.0,34392.5667,3,1930,1932,1.506139,consistent
iia,turkey,olives,tonnes,1928-1932,iia_1938_39,182500.0,7733.3333,3,1930,1932,23.599138,unexplained_period_higher
iia,algeria,oranges,ha,1928-1932,iia_1938_39,5000.0,4732.3333,3,1930,1932,1.056561,consistent
iia,algeria,oranges,tonnes,1928-1932,iia_1938_39,31600.0,33409.4333,3,1930,1932,0.945841,consistent
iia,australia,oranges,ha,1928-1932,iia_1938_39,15000.0,15634.6667,3,1930,1932,0.959406,consistent
iia,australia,oranges,tonnes,1928-1932,iia_1938_39,77900.0,82220.0667,3,1930,1932,0.947457,consistent
iia,egypt,oranges,ha,1928-1932,iia_1938_39,5000.0,6594.6667,3,1930,1932,0.758188,consistent
iia,israel,oranges,tonnes,1928-1932,iia_1938_39,97900.0,114777.9,3,1930,1932,0.852952,consistent
iia,jamaica,oranges,tonnes,1928-1932,iia_1938_39,1300.0,1839.8333,3,1930,1932,0.706586,consistent
iia,japan,oranges,ha,1928-1932,iia_1938_39,7000.0,7082.6667,3,1930,1932,0.988328,consistent
iia,japan,oranges,tonnes,1928-1932,iia_1938_39,76700.0,75260.7667,3,1930,1932,1.019123,consistent
iia,philippines,oranges,ha,1928-1932,iia_1938_39,2000.0,1571.3333,3,1930,1932,1.272804,consistent
iia,philippines,oranges,tonnes,1928-1932,iia_1938_39,2200.0,2108.7,3,1930,1932,1.043297,consistent
iia,suriname,oranges,tonnes,1928-1932,iia_1938_39,600.0,717.7,3,1930,1932,0.836004,consistent
iia,syrian arab republic,oranges,ha,1928-1932,iia_1938_39,3000.0,2555.3333,3,1930,1932,1.174015,consistent
iia,syrian arab republic,oranges,tonnes,1928-1932,iia_1938_39,39800.0,41308.3333,3,1930,1932,0.963486,consistent
iia,tunisia,oranges,tonnes,1928-1932,iia_1938_39,2500.0,3000.0,3,1930,1932,0.833333,consistent
iia,zambia,oranges,tonnes,1928-1932,iia_1938_39,100.0,134.7333,3,1930,1932,0.742207,consistent
iia,zimbabwe,oranges,tonnes,1928-1932,iia_1938_39,5800.0,5563.1333,3,1930,1932,1.042578,consistent
iia,bulgaria,other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,4000.0,4810.0,3,1930,1932,0.831601,consistent
iia,bulgaria,other berries and fruits of the genus vaccinium n.e.c.,tonnes,1928-1932,iia_1938_39,20800.0,23118.3333,3,1930,1932,0.899719,consistent
iia,"china, taiwan province of",other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,1000.0,585.0,3,1930,1932,1.709402,consistent
iia,france,other berries and fruits of the genus vaccinium n.e.c.,tonnes,1928-1932,iia_1938_39,79000.0,64826.0,3,1930,1932,1.218647,consistent
iia,italy,other berries and fruits of the genus vaccinium n.e.c.,tonnes,1928-1932,iia_1938_39,1388900.0,1336924.0,3,1930,1932,1.038877,consistent
iia,japan,other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,651000.0,677509.6667,3,1930,1932,0.960872,consistent
iia,south korea,other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,74000.0,77368.0,3,1930,1932,0.956468,consistent
iia,spain,other berries and fruits of the genus vaccinium n.e.c.,tonnes,1928-1932,iia_1938_39,27400.0,26414.3667,3,1930,1932,1.037314,consistent
iia,syrian arab republic,other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,25000.0,23622.6667,3,1930,1932,1.058306,consistent
iia,syrian arab republic,other berries and fruits of the genus vaccinium n.e.c.,tonnes,1928-1932,iia_1938_39,203800.0,203000.0,3,1930,1932,1.003941,consistent
iia,viet nam,other berries and fruits of the genus vaccinium n.e.c.,ha,1928-1932,iia_1938_39,3000.0,3162.0,3,1930,1932,0.948767,consistent
iia,france,"other citrus fruit, n.e.c.",tonnes,1928-1932,iia_1938_39,1000.0,900.0,3,1930,1932,1.111111,consistent
iia,greece,"other citrus fruit, n.e.c.",tonnes,1928-1932,iia_1938_39,600.0,689.5,3,1930,1932,0.870196,consistent
iia,australia,other sugar crops n.e.c.,tonnes,1928-1932,iia_1938_39,1500.0,1560.3667,3,1930,1932,0.961313,consistent
iia,australia,raisins,tonnes,1928-1932,iia_1938_39,67800.0,240171.8333,3,1930,1932,0.282298,unexplained_dated_higher
iia,cyprus,raisins,tonnes,1928-1932,iia_1938_39,4200.0,4739.7,3,1930,1932,0.886132,consistent
iia,greece,raisins,tonnes,1928-1932,iia_1938_39,160000.0,153511.1333,3,1930,1932,1.04227,consistent
iia,spain,raisins,tonnes,1928-1932,iia_1938_39,15800.0,49490.6,3,1930,1932,0.319253,unexplained_dated_higher
iia,turkey,raisins,tonnes,1928-1932,iia_1938_39,55500.0,126136.0,3,1930,1932,0.440001,unexplained_dated_higher
iia,united states of america,raisins,tonnes,1928-1932,iia_1938_39,199400.0,788113.3333,3,1930,1932,0.253009,unexplained_dated_higher
iia,"china, mainland",rapeseed,tonnes,1928-1932,iia_1938_39,2259300.0,33561.3333,3,1930,1932,67.318541,unexplained_period_higher
iia,"china, taiwan province of",rapeseed,tonnes,1928-1932,iia_1938_39,100.0,84.8667,3,1930,1932,1.178319,consistent
iia,czech republic,rapeseed,ha,1928-1932,iia_1938_39,2000.0,1571.3333,3,1930,1932,1.272804,consistent
iia,czech republic,rapeseed,tonnes,1928-1932,iia_1938_39,1700.0,1581.4333,3,1930,1932,1.074974,consistent
iia,japan,rapeseed,ha,1928-1932,iia_1938_39,74000.0,76716.6667,3,1930,1932,0.964588,consistent
iia,japan,rapeseed,tonnes,1928-1932,iia_1938_39,78500.0,82134.9,3,1930,1932,0.955745,consistent
iia,serbia,rapeseed,ha,1928-1932,iia_1938_39,8000.0,7414.6667,3,1930,1932,1.078943,consistent
iia,serbia,rapeseed,tonnes,1928-1932,iia_1938_39,5200.0,4181.0,3,1930,1932,1.243722,consistent
iia,algeria,rye,ha,1928-1932,iia_1938_39,1000.0,1490.6667,3,1930,1932,0.670841,consistent
iia,algeria,rye,tonnes,1928-1932,iia_1938_39,1200.0,1079.3667,3,1930,1932,1.111763,consistent
iia,australia,rye,ha,1928-1932,iia_1938_39,2000.0,2106.6667,3,1930,1932,0.949367,consistent
iia,australia,rye,tonnes,1928-1932,iia_1938_39,1900.0,1812.3667,3,1930,1932,1.048353,consistent
iia,czech republic,rye,ha,1928-1932,iia_1938_39,1035000.0,1028532.3333,3,1930,1932,1.006288,consistent
iia,czech republic,rye,tonnes,1928-1932,iia_1938_39,1792800.0,1783714.9667,3,1930,1932,1.005093,consistent
iia,morocco,rye,ha,1928-1932,iia_1938_39,1000.0,912.3333,3,1930,1932,1.096091,consistent
iia,morocco,rye,tonnes,1928-1932,iia_1938_39,600.0,444.9,3,1930,1932,1.348618,consistent
iia,new zealand,rye,tonnes,1928-1932,iia_1938_39,200.0,154.5667,3,1930,1932,1.29394,consistent
iia,russian federation,rye,ha,1928-1932,iia_1938_39,26455000.0,27566666.6667,3,1930,1932,0.959674,consistent
iia,russian federation,rye,tonnes,1928-1932,iia_1938_39,21452700.0,15213996.6667,3,1930,1932,1.410063,consistent
iia,serbia,rye,ha,1928-1932,iia_1938_39,235000.0,98545.0,3,1930,1932,2.384697,unexplained_period_higher
iia,serbia,rye,tonnes,1928-1932,iia_1938_39,201000.0,201228.7667,3,1930,1932,0.998863,consistent
iia,turkey,rye,ha,1928-1932,iia_1938_39,264000.0,256348.3333,3,1930,1932,1.029849,consistent
iia,turkey,rye,tonnes,1928-1932,iia_1938_39,269100.0,302154.4,3,1930,1932,0.890604,consistent
iia,cameroon,sesame seed,ha,1928-1932,iia_1938_39,10000.0,10466.6667,3,1930,1932,0.955414,consistent
iia,cameroon,sesame seed,tonnes,1928-1932,iia_1938_39,3100.0,3146.5,3,1930,1932,0.985222,consistent
iia,"china, taiwan province of",sesame seed,ha,1928-1932,iia_1938_39,3000.0,3204.3333,3,1930,1932,0.936232,consistent
iia,"china, taiwan province of",sesame seed,tonnes,1928-1932,iia_1938_39,1100.0,1053.8333,3,1930,1932,1.043808,consistent
iia,congo,sesame seed,ha,1928-1932,iia_1938_39,8000.0,8400.0,3,1930,1932,0.952381,consistent
iia,congo,sesame seed,tonnes,1928-1932,iia_1938_39,1000.0,1020.0,3,1930,1932,0.980392,consistent
iia,cyprus,sesame seed,ha,1928-1932,iia_1938_39,2000.0,1991.6667,3,1930,1932,1.004184,consistent
iia,cyprus,sesame seed,tonnes,1928-1932,iia_1938_39,300.0,327.2667,3,1930,1932,0.916684,consistent
iia,dr congo,sesame seed,ha,1928-1932,iia_1938_39,13000.0,13350.3333,3,1930,1932,0.973758,consistent
iia,dr congo,sesame seed,tonnes,1928-1932,iia_1938_39,7400.0,6042.4333,3,1930,1932,1.224672,consistent
iia,egypt,sesame seed,ha,1928-1932,iia_1938_39,75000.0,81583.0,3,1930,1932,0.919309,consistent
iia,egypt,sesame seed,tonnes,1928-1932,iia_1938_39,28200.0,28467.6,3,1930,1932,0.9906,consistent
iia,india,sesame seed,ha,1928-1932,iia_1938_39,1000.0,2363237.3333,3,1930,1932,0.000423,unexplained_dated_higher
iia,india,sesame seed,tonnes,1928-1932,iia_1938_39,300.0,526308.1667,3,1930,1932,0.00057,unexplained_dated_higher
iia,indonesia,sesame seed,ha,1928-1932,iia_1938_39,16000.0,15829.0,3,1930,1932,1.010803,consistent
iia,indonesia,sesame seed,tonnes,1928-1932,iia_1938_39,5400.0,5770.4,3,1930,1932,0.93581,consistent
iia,israel,sesame seed,tonnes,1928-1932,iia_1938_39,2200.0,1612.6667,3,1930,1932,1.3642,consistent
iia,japan,sesame seed,ha,1928-1932,iia_1938_39,5000.0,4669.6667,3,1930,1932,1.07074,consistent
iia,japan,sesame seed,tonnes,1928-1932,iia_1938_39,3500.0,3511.7667,3,1930,1932,0.996649,consistent
iia,kenya,sesame seed,tonnes,1928-1932,iia_1938_39,1300.0,1316.1,3,1930,1932,0.987767,consistent
iia,nigeria,sesame seed,tonnes,1928-1932,iia_1938_39,7600.0,8762.3667,3,1930,1932,0.867346,consistent
iia,russian federation,sesame seed,ha,1928-1932,iia_1938_39,51000.0,67766.6667,3,1930,1932,0.752582,consistent
iia,russian federation,sesame seed,tonnes,1928-1932,iia_1938_39,15800.0,21073.3333,3,1930,1932,0.749763,consistent
iia,sierra leone,sesame seed,tonnes,1928-1932,iia_1938_39,100.0,82.6333,3,1930,1932,1.210165,consistent
iia,south korea,sesame seed,ha,1928-1932,iia_1938_39,10000.0,9732.3333,3,1930,1932,1.027503,consistent
iia,south korea,sesame seed,tonnes,1928-1932,iia_1938_39,4400.0,4036.5667,3,1930,1932,1.090035,consistent
iia,syrian arab republic,sesame seed,ha,1928-1932,iia_1938_39,4000.0,3318.3333,3,1930,1932,1.205424,consistent
iia,syrian arab republic,sesame seed,tonnes,1928-1932,iia_1938_39,2400.0,1862.5,3,1930,1932,1.288591,consistent
iia,tanzania,sesame seed,tonnes,1928-1932,iia_1938_39,3900.0,3979.8667,3,1930,1932,0.979932,consistent
iia,turkey,sesame seed,ha,1928-1932,iia_1938_39,50000.0,52132.3333,3,1930,1932,0.959098,consistent
iia,turkey,sesame seed,tonnes,1928-1932,iia_1938_39,30200.0,26928.1,3,1930,1932,1.121505,consistent
iia,viet nam,sesame seed,tonnes,1928-1932,iia_1938_39,400.0,578.2667,3,1930,1932,0.691722,consistent
iia,bulgaria,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,1805.0,1559.7837,3,1930,1932,1.157212,consistent
iia,"china, taiwan province of","silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,74.0,72.9293,3,1930,1932,1.014681,consistent
iia,cyprus,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,216.0,197.3837,3,1930,1932,1.094315,consistent
iia,czech republic,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,19.0,21.4333,3,1930,1932,0.88647,consistent
iia,egypt,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,36.0,34.0,3,1930,1932,1.058824,consistent
iia,france,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,1807.0,1270.2807,3,1930,1932,1.42252,consistent
iia,greece,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,2132.0,1838.69,3,1930,1932,1.159521,consistent
iia,hungary,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,568.0,626.552,3,1930,1932,0.906549,consistent
iia,italy,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,46255.0,41812.7733,3,1930,1932,1.106241,consistent
iia,japan,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,191489.0,193952.2987,3,1930,1932,0.987299,consistent
iia,libya,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,2.0,0.9017,3,1930,1932,2.218115,unexplained_period_higher
iia,romania,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,386.0,309.3333,3,1930,1932,1.247845,consistent
iia,russian federation,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,15586.0,16255.0,3,1930,1932,0.958843,consistent
iia,serbia,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,984.0,838.7173,3,1930,1932,1.17322,consistent
iia,south korea,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,16559.0,18344.6043,3,1930,1932,0.902663,consistent
iia,spain,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,708.0,593.5257,3,1930,1932,1.192872,consistent
iia,syrian arab republic,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,3004.0,2713.3333,3,1930,1932,1.107125,consistent
iia,turkey,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,1275.0,1401.6667,3,1930,1932,0.909631,consistent
iia,viet nam,"silk-worm cocoons, reelable",tonnes,1928-1932,iia_1938_39,3632.0,14975.0627,3,1930,1932,0.242537,unexplained_dated_higher
iia,"china, mainland",soybeans,ha,1928-1932,iia_1938_39,5357000.0,4106439.0,3,1930,1932,1.304537,consistent
iia,"china, mainland",soybeans,tonnes,1928-1932,iia_1938_39,6153400.0,4949359.7667,3,1930,1932,1.243272,consistent
iia,"china, taiwan province of",soybeans,ha,1928-1932,iia_1938_39,9000.0,8302.0,3,1930,1932,1.084076,consistent
iia,"china, taiwan province of",soybeans,tonnes,1928-1932,iia_1938_39,4900.0,4896.7667,3,1930,1932,1.00066,consistent
iia,indonesia,soybeans,ha,1928-1932,iia_1938_39,206000.0,213146.6667,3,1930,1932,0.966471,consistent
iia,indonesia,soybeans,tonnes,1928-1932,iia_1938_39,125800.0,135066.6667,3,1930,1932,0.931392,consistent
iia,japan,soybeans,ha,1928-1932,iia_1938_39,351000.0,346283.3333,3,1930,1932,1.013621,consistent
iia,japan,soybeans,tonnes,1928-1932,iia_1938_39,349900.0,341036.9,3,1930,1932,1.025989,consistent
iia,russian federation,soybeans,ha,1928-1932,iia_1938_39,244000.0,366524.3333,3,1930,1932,0.665713,consistent
iia,russian federation,soybeans,tonnes,1928-1932,iia_1938_39,118900.0,166423.9333,3,1930,1932,0.714441,consistent
iia,south korea,soybeans,ha,1928-1932,iia_1938_39,791000.0,791951.6667,3,1930,1932,0.998798,consistent
iia,south korea,soybeans,tonnes,1928-1932,iia_1938_39,533300.0,555956.2667,3,1930,1932,0.959248,consistent
iia,angola,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,15400.0,17209.5333,3,1930,1932,0.894853,consistent
iia,antigua and barbuda,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,15700.0,16393.2333,3,1930,1932,0.957712,consistent
iia,australia,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,524800.0,565838.9333,3,1930,1932,0.927472,consistent
iia,austria,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,124200.0,159236.0333,3,1930,1932,0.779974,consistent
iia,belgium,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,229000.0,245386.7667,3,1930,1932,0.933221,consistent
iia,bulgaria,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,33500.0,35870.9333,3,1930,1932,0.933904,consistent
iia,canada,sugar raw centrifugal,tonnes,1928-1932,iia_1938_39,42400.0,57346.6667,3,1930,1932,0.739363,consistent
