label,product,variable,unit,year,kind,volume_a,value_a,volume_b,value_b,ratio
italian dodecanese islands,citrus fruits: lemons,production,tonnes,1933,revised,iia_1933_34,190,iia_1938_39,200,1.0526
italian dodecanese islands,citrus fruits: mandarins,production,tonnes,1933,revised,iia_1933_34,450,iia_1938_39,400,1.1250
italian dodecanese islands,citrus fruits: oranges,production,tonnes,1933,revised,iia_1933_34,790,iia_1938_39,800,1.0127
italian dodecanese islands,olive grove,production,tonnes,1933,revised,iia_1933_34,1767.1,iia_1938_39,1800,1.0186
italian dodecanese islands,olive: oil,production,tonnes,1933,revised,iia_1933_34,569.5,iia_1938_39,600,1.0536
italian dodecanese islands,tobacco,production,tonnes,1933,revised,iia_1933_34,74.3,iia_1938_39,7400,99.5962
italian dodecanese islands,wine,production,tonnes,1933,revised,iia_1933_34,1398.579,iia_1938_39,1365,1.0246
italian eritrea,cottonseed,production,tonnes,1933,revised,iia_1933_34,460,iia_1938_39,500,1.0870
italian eritrea,linseed,area,hectares,1933,revised,iia_1933_34,1500,iia_1938_39,1000,1.5000
italian eritrea,tobacco,production,tonnes,1933,revised,iia_1933_34,20,iia_1938_39,2000,100.0000
italian libya: tripolitania,tobacco,production,tonnes,1933,revised,iia_1933_34,336.5,iia_1938_39,33600,99.8514
italy,blackberries,production,tonnes,1933,revised,iia_1933_34,1165429,iia_1938_39,1165400,1.0000
italy,cottonseed,area,hectares,1933,revised,iia_1933_34,1465,iia_1938_39,1000,1.4650
italy,cottonseed,production,tonnes,1933,revised,iia_1933_34,520,iia_1938_39,500,1.0400
italy,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,105000,iia_1938_39,105700,1.0067
italy,fertilizers: calcium cyanamide,production,tonnes,1933,revised,iia_1933_34,136591,iia_1938_39,77300,1.7670
italy,fertilizers: calcium nitrate,production,tonnes,1933,revised,iia_1933_34,77257,iia_1938_39,137200,1.7759
italy,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,1003298,iia_1938_39,1026200,1.0228
italy,fertilizers: copper(ii) sulfate,production,tonnes,1933,revised,iia_1933_34,106645,iia_1938_39,106600,1.0004
italy,fertilizers: sodium nitrate,production,tonnes,1933,revised,iia_1933_34,12288,iia_1938_39,12300,1.0010
italy,flax: fibre,area,hectares,1933,revised,iia_1933_34,3376,iia_1938_39,3000,1.1253
italy,flax: fibre,production,tonnes,1933,revised,iia_1933_34,1810,iia_1938_39,1800,1.0056
italy,hemp: fibre,area,hectares,1933,revised,iia_1933_34,57182,iia_1938_39,57000,1.0032
italy,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,57916,iia_1938_39,58800,1.0153
italy,hempseed,production,tonnes,1933,revised,iia_1933_34,1922,iia_1938_39,1900,1.0116
italy,linseed,area,hectares,1933,revised,iia_1933_34,4022,iia_1938_39,4000,1.0055
italy,linseed,production,tonnes,1933,revised,iia_1933_34,2276,iia_1938_39,2200,1.0345
italy,olive grove,area,hectares,1933,revised,iia_1933_34,1039051.5,iia_1938_39,1039500,1.0004
italy,olive grove,production,tonnes,1933,revised,iia_1933_34,1173605,iia_1938_39,1173700,1.0001
italy,olive: oil,production,tonnes,1933,revised,iia_1933_34,163789.7,iia_1938_39,163800,1.0001
italy,rye,area,hectares,1933,revised,iia_1933_34,114274,iia_1938_39,114000,1.0024
italy,rye,production,tonnes,1933,revised,iia_1933_34,171177,iia_1938_39,171200,1.0001
italy,sugar: beet,production,tonnes,1933,revised,iia_1933_34,304492,iia_1938_39,274000,1.1113
italy,sulphur,production,tonnes,1933,revised,iia_1933_34,401586,iia_1938_39,401600,1.0000
italy,tobacco,area,hectares,1933,revised,iia_1933_34,35447,iia_1938_39,35000,1.0128
italy,tobacco,production,tonnes,1933,revised,iia_1933_34,44380.3,iia_1938_39,4438000,99.9993
italy,wine,production,tonnes,1933,revised,iia_1933_34,2993922.75,iia_1938_39,3006185,1.0041
japan,citrus fruits: mandarins,area,hectares,1933,revised,iia_1933_34,30170,iia_1938_39,32000,1.0607
japan,citrus fruits: mandarins,production,tonnes,1933,revised,iia_1933_34,341144.6,iia_1938_39,267700,1.2744
japan,cottonseed,area,hectares,1933,revised,iia_1933_34,739,iia_1938_39,1000,1.3532
japan,cottonseed,production,tonnes,1933,revised,iia_1933_34,529,iia_1938_39,500,1.0580
japan,eggs,production,tonnes,1929,revised,iia_1929_30,136460.247,iia_1933_34,136285.072,1.0013
japan,eggs,production,tonnes,1932,revised,iia_1933_34,191846.1083,iia_1938_39,191830.1,1.0001
japan,eggs,production,tonnes,1933,revised,iia_1933_34,183739.0632,iia_1938_39,183745.1,1.0000
japan,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,475000,iia_1938_39,471400,1.0076
japan,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,1128000,iia_1938_39,1116600,1.0102
japan,flax: fibre,area,hectares,1933,revised,iia_1933_34,13066,iia_1938_39,13000,1.0051
japan,flax: fibre,production,tonnes,1933,revised,iia_1933_34,4011.4,iia_1938_39,4000,1.0029
japan,hemp: fibre,area,hectares,1933,revised,iia_1933_34,6338,iia_1938_39,6000,1.0563
japan,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,7869.2,iia_1938_39,7900,1.0039
japan,jute,area,hectares,1933,revised,iia_1933_34,579,iia_1938_39,1000,1.7271
japan,jute,production,tonnes,1933,revised,iia_1933_34,1208.5,iia_1938_39,1200,1.0071
japan,linseed,area,hectares,1933,revised,iia_1933_34,13066,iia_1938_39,13000,1.0051
japan,linseed,production,tonnes,1933,revised,iia_1933_34,3730.2,iia_1938_39,3700,1.0082
japan,rapeseed,area,hectares,1933,revised,iia_1933_34,80813,iia_1938_39,81000,1.0023
japan,rapeseed,production,tonnes,1933,revised,iia_1933_34,87951.8,iia_1938_39,87900,1.0006
japan,sesame,area,hectares,1933,revised,iia_1933_34,4950,iia_1938_39,5000,1.0101
japan,sesame,production,tonnes,1933,revised,iia_1933_34,3906.7,iia_1938_39,3900,1.0017
japan,soybean,area,hectares,1933,revised,iia_1933_34,32367,iia_1938_39,324000,10.0102
japan,soybean,production,tonnes,1933,revised,iia_1933_34,362170.2,iia_1938_39,362200,1.0001
japan,sugar: beet,production,tonnes,1933,revised,iia_1933_34,25563.9,iia_1938_39,23000,1.1115
japan,sugar: cane,production,tonnes,1933,revised,iia_1933_34,108683.8,iia_1938_39,70700,1.5373
japan,sulphur,production,tonnes,1933,revised,iia_1933_34,116000,iia_1938_39,114400,1.0140
japan,tea,area,hectares,1933,revised,iia_1933_34,38167,iia_1938_39,38000,1.0044
japan,tea,production,tonnes,1933,revised,iia_1933_34,21718.498,iia_1938_39,21718.5,1.0000
japan,tobacco,area,hectares,1933,revised,iia_1933_34,33855,iia_1938_39,34000,1.0043
japan,tobacco,production,tonnes,1933,revised,iia_1933_34,66540.1,iia_1938_39,6654000,99.9998
japan: karafuto prefecture,eggs,production,tonnes,1932,revised,iia_1933_34,336.4438,iia_1938_39,323.4,1.0403
japan: karafuto prefecture,eggs,production,tonnes,1933,revised,iia_1933_34,352.7216,iia_1938_39,377.3,1.0697
japan: kwantung leased territory,eggs,production,tonnes,1932,revised,iia_1933_34,886.0082,iia_1938_39,862.4,1.0274
japan: kwantung leased territory,eggs,production,tonnes,1933,revised,iia_1933_34,939.3153,iia_1938_39,916.3,1.0251
japan: kwantung leased territory,groundnut,area,hectares,1933,revised,iia_1933_34,34600,iia_1938_39,35000,1.0116
japan: kwantung leased territory,groundnut,production,tonnes,1933,revised,iia_1933_34,78072.9,iia_1938_39,78100,1.0003
japan: kwantung leased territory,sesame,production,tonnes,1933,revised,iia_1933_34,70.1,iia_1938_39,100,1.4265
japan: kwantung leased territory,soybean,area,hectares,1933,revised,iia_1933_34,52103,iia_1938_39,52000,1.0020
japan: kwantung leased territory,soybean,production,tonnes,1933,revised,iia_1933_34,22905.9,iia_1938_39,22900,1.0003
japanese korea,cottonseed,area,hectares,1933,revised,iia_1933_34,175200,iia_1938_39,175000,1.0011
japanese korea,cottonseed,production,tonnes,1933,revised,iia_1933_34,70710,iia_1938_39,62200,1.1368
japanese korea,eggs,production,tonnes,1932,revised,iia_1933_34,11052.4645,iia_1938_39,11049.5,1.0003
japanese korea,eggs,production,tonnes,1933,revised,iia_1933_34,11587.5298,iia_1938_39,11588.5,1.0001
japanese korea,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,247019,iia_1938_39,247000,1.0001
japanese korea,groundnut,area,hectares,1933,revised,iia_1933_34,1431,iia_1938_39,1000,1.4310
japanese korea,groundnut,production,tonnes,1933,revised,iia_1933_34,2540.4,iia_1938_39,2500,1.0162
japanese korea,hemp: fibre,area,hectares,1933,revised,iia_1933_34,27054,iia_1938_39,27000,1.0020
japanese korea,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,19752.7,iia_1938_39,19800,1.0024
japanese korea,sesame,area,hectares,1933,revised,iia_1933_34,9959,iia_1938_39,10000,1.0041
japanese korea,sesame,production,tonnes,1933,revised,iia_1933_34,4102.7,iia_1938_39,4500,1.0968
japanese korea,soybean,area,hectares,1933,revised,iia_1933_34,797208,iia_1938_39,797000,1.0003
japanese korea,soybean,production,tonnes,1933,revised,iia_1933_34,587658.3,iia_1938_39,587700,1.0001
japanese korea,tobacco,area,hectares,1933,revised,iia_1933_34,13446,iia_1938_39,13000,1.0343
japanese korea,tobacco,production,tonnes,1933,revised,iia_1933_34,16553.5,iia_1938_39,1655300,99.9970
japanese taiwan,blackberries,area,hectares,1933,revised,iia_1933_34,630,iia_1938_39,1000,1.5873
japanese taiwan,groundnut,area,hectares,1933,revised,iia_1933_34,29800,iia_1938_39,30000,1.0067
japanese taiwan,groundnut,production,tonnes,1933,revised,iia_1933_34,43825.8,iia_1938_39,43800,1.0006
japanese taiwan,jute,area,hectares,1933,revised,iia_1933_34,2915,iia_1938_39,3000,1.0292
japanese taiwan,jute,production,tonnes,1933,revised,iia_1933_34,5277,iia_1938_39,5300,1.0044
japanese taiwan,rapeseed,production,tonnes,1933,revised,iia_1933_34,105.7,iia_1938_39,100,1.0570
japanese taiwan,sesame,area,hectares,1933,revised,iia_1933_34,3783,iia_1938_39,4000,1.0574
japanese taiwan,sesame,production,tonnes,1933,revised,iia_1933_34,1212.7,iia_1938_39,1300,1.0720
japanese taiwan,soybean,area,hectares,1933,revised,iia_1933_34,8044,iia_1938_39,8000,1.0055
japanese taiwan,soybean,production,tonnes,1933,revised,iia_1933_34,4647.4,iia_1938_39,4600,1.0103
japanese taiwan,sugar: cane,production,tonnes,1933,revised,iia_1933_34,647031.6,iia_1938_39,647000,1.0000
japanese taiwan,tea,area,hectares,1933,revised,iia_1933_34,40663,iia_1938_39,44000,1.0821
japanese taiwan,tea,production,tonnes,1933,revised,iia_1933_34,9326.925,iia_1938_39,9327,1.0000
japanese taiwan,tobacco,area,hectares,1933,revised,iia_1933_34,777,iia_1938_39,1000,1.2870
japanese taiwan,tobacco,production,tonnes,1933,revised,iia_1933_34,1536.7,iia_1938_39,153700,100.0195
latvia,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,56306,iia_1938_39,56300,1.0001
latvia,flax: fibre,area,hectares,1933,revised,iia_1933_34,41500,iia_1938_39,41000,1.0122
latvia,linseed,area,hectares,1933,revised,iia_1933_34,41500,iia_1938_39,41000,1.0122
latvia,linseed,production,tonnes,1933,revised,iia_1933_34,12320,iia_1938_39,12300,1.0016
latvia,rye,area,hectares,1933,revised,iia_1933_34,257900,iia_1938_39,258000,1.0004
latvia,rye,production,tonnes,1933,revised,iia_1933_34,355090,iia_1938_39,355100,1.0000
latvia,slag: basic,production,tonnes,1933,revised,iia_1933_34,6319,iia_1938_39,6300,1.0030
latvia,sugar: beet,production,tonnes,1933,revised,iia_1933_34,32400,iia_1938_39,29100,1.1134
lithuania,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,45870,iia_1938_39,45700,1.0037
lithuania,flax: fibre,area,hectares,1933,revised,iia_1933_34,54700,iia_1938_39,57000,1.0420
lithuania,flax: fibre,production,tonnes,1933,revised,iia_1933_34,18130.5,iia_1938_39,18700,1.0314
lithuania,linseed,area,hectares,1933,revised,iia_1933_34,54700,iia_1938_39,57000,1.0420
lithuania,linseed,production,tonnes,1933,revised,iia_1933_34,20901,iia_1938_39,21500,1.0287
lithuania,rye,area,hectares,1933,revised,iia_1933_34,489590,iia_1938_39,490000,1.0008
lithuania,rye,production,tonnes,1933,revised,iia_1933_34,551998.6,iia_1938_39,552000,1.0000
lithuania,sugar: beet,production,tonnes,1933,revised,iia_1933_34,8.1,iia_1938_39,7300,901.2346
luxembourg,rye,area,hectares,1933,revised,iia_1933_34,8329,iia_1938_39,8000,1.0411
luxembourg,rye,production,tonnes,1933,revised,iia_1933_34,14611.3,iia_1938_39,14600,1.0008
luxembourg,slag: basic,production,tonnes,1933,revised,iia_1933_34,392961,iia_1938_39,393000,1.0001
luxembourg,wine,production,tonnes,1933,revised,iia_1933_34,5156.06,iia_1938_39,4823,1.0691
mexico,coffee: raw,area,hectares,1933,revised,iia_1933_34,81394,iia_1938_39,87000,1.0689
mexico,coffee: raw,production,tonnes,1933,revised,iia_1933_34,35327.2,iia_1938_39,36800,1.0417
mexico,cottonseed,area,hectares,1933,revised,iia_1933_34,171707,iia_1938_39,172000,1.0017
mexico,cottonseed,production,tonnes,1933,revised,iia_1933_34,112930,iia_1938_39,105500,1.0704
mexico,groundnut,area,hectares,1933,revised,iia_1933_34,6520,iia_1938_39,6000,1.0867
mexico,groundnut,production,tonnes,1933,revised,iia_1933_34,5162.4,iia_1938_39,5200,1.0073
mexico,linseed,area,hectares,1933,revised,iia_1933_34,2977,iia_1938_39,3000,1.0077
mexico,linseed,production,tonnes,1933,revised,iia_1933_34,1792.8,iia_1938_39,1800,1.0040
mexico,sesame,area,hectares,1933,revised,iia_1933_34,3187,iia_1938_39,32000,10.0408
mexico,sesame,production,tonnes,1933,revised,iia_1933_34,12505.3,iia_1938_39,12800,1.0236
mexico,tobacco,area,hectares,1933,revised,iia_1933_34,12565,iia_1938_39,13000,1.0346
mexico,tobacco,production,tonnes,1933,revised,iia_1933_34,9524.2,iia_1938_39,975300,102.4023
nepal,jute,production,tonnes,1933,revised,iia_1933_34,10428,iia_1938_39,10400,1.0027
netherlands,eggs,production,tonnes,1929,revised,iia_1929_30,107800,iia_1933_34,101062.5,1.0667
netherlands,eggs,production,tonnes,1932,revised,iia_1933_34,118580,iia_1938_39,114537.5,1.0353
netherlands,eggs,production,tonnes,1933,revised,iia_1933_34,107800,iia_1938_39,103488,1.0417
netherlands,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,348920,iia_1938_39,349600,1.0019
netherlands,flax: fibre,area,hectares,1933,revised,iia_1933_34,4885,iia_1938_39,5000,1.0235
netherlands,flax: fibre,production,tonnes,1933,revised,iia_1933_34,3944.1,iia_1938_39,3900,1.0113
netherlands,linseed,area,hectares,1933,revised,iia_1933_34,4885,iia_1938_39,5000,1.0235
netherlands,linseed,production,tonnes,1933,revised,iia_1933_34,3533.2,iia_1938_39,3500,1.0095
netherlands,rapeseed,area,hectares,1933,revised,iia_1933_34,1460,iia_1938_39,1000,1.4600
netherlands,rapeseed,production,tonnes,1920,revised,iia_1909_21,7499,iia_1925_26,964.2,7.7774
netherlands,rapeseed,production,tonnes,1933,revised,iia_1933_34,2906.5,iia_1938_39,2900,1.0022
netherlands,rye,area,hectares,1933,revised,iia_1933_34,165295,iia_1938_39,165000,1.0018
netherlands,rye,production,tonnes,1933,revised,iia_1933_34,396297.1,iia_1938_39,396300,1.0000
netherlands,sugar: beet,production,tonnes,1933,revised,iia_1933_34,278024.2,iia_1938_39,261100,1.0648
new zealand,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,270138,iia_1938_39,270100,1.0001
new zealand,hops,area,hectares,1933,revised,iia_1933_34,206,iia_1938_39,2000,9.7087
new zealand,linseed,area,hectares,1933,revised,iia_1933_34,583,iia_1938_39,2000,3.4305
new zealand,linseed,production,tonnes,1933,revised,iia_1933_34,638.3,iia_1938_39,600,1.0638
new zealand,rye,production,tonnes,1933,revised,iia_1933_34,93.3,iia_1938_39,100,1.0718
new zealand,tobacco,area,hectares,1933,revised,iia_1933_34,730,iia_1938_39,1000,1.3699
new zealand,tobacco,production,tonnes,1933,revised,iia_1933_34,562.4,iia_1938_39,56200,99.9289
new zealand western samoa,cacao: raw,area,hectares,1933,revised,iia_1933_34,1900,iia_1938_39,2000,1.0526
new zealand western samoa,cacao: raw,production,tonnes,1933,revised,iia_1933_34,913.4,iia_1938_39,900,1.0149
nicaragua,tobacco,production,tonnes,1933,revised,iia_1933_34,550,iia_1938_39,55000,100.0000
norway,fertilizers: calcium cyanamide,production,tonnes,1933,revised,iia_1933_34,20246,iia_1938_39,174550,8.6215
norway,fertilizers: calcium nitrate,production,tonnes,1933,revised,iia_1933_34,174556,iia_1938_39,20200,8.6414
norway,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,21031,iia_1938_39,21000,1.0015
norway,fertilizers: sodium nitrate,production,tonnes,1933,revised,iia_1933_34,83155,iia_1938_39,83200,1.0005
norway,rye,area,hectares,1933,revised,iia_1933_34,6352,iia_1938_39,6000,1.0587
norway,rye,production,tonnes,1933,revised,iia_1933_34,11130.3,iia_1938_39,11100,1.0027
peru,cottonseed,area,hectares,1933,revised,iia_1933_34,13048,iia_1938_39,130000,9.9632
peru,cottonseed,production,tonnes,1933,revised,iia_1933_34,102390,iia_1938_39,101300,1.0108
peru,"fertilizers: guano, natural",production,tonnes,1933,revised,iia_1933_34,162358,iia_1938_39,162400,1.0003
peru,sugar: cane,production,tonnes,1933,revised,iia_1933_34,432643,iia_1938_39,390000,1.1093
poland,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,57222,iia_1938_39,57200,1.0004
poland,fertilizers: bone superphosphate,production,tonnes,1933,revised,iia_1933_34,4923,iia_1938_39,4900,1.0047
poland,fertilizers: calcium cyanamide,production,tonnes,1933,revised,iia_1933_34,10118,iia_1938_39,31100,3.0737
poland,fertilizers: calcium nitrate,production,tonnes,1933,revised,iia_1933_34,31058,iia_1938_39,10100,3.0750
poland,"fertilizers: mineral, calcium superphosphate",production,tonnes,1933,revised,iia_1933_34,49166,iia_1938_39,49200,1.0007
poland,fertilizers: sodium nitrate,production,tonnes,1933,revised,iia_1933_34,7596,iia_1938_39,7600,1.0005
poland,flax: fibre,area,hectares,1933,revised,iia_1933_34,95047,iia_1938_39,95000,1.0005
poland,flax: fibre,production,tonnes,1933,revised,iia_1933_34,26619.3,iia_1938_39,26600,1.0007
poland,hemp: fibre,area,hectares,1933,revised,iia_1933_34,32047,iia_1938_39,32000,1.0015
poland,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,10429.5,iia_1938_39,10400,1.0028
poland,hempseed,area,hectares,1933,revised,iia_1933_34,32047,iia_1938_39,32000,1.0015
poland,hempseed,production,tonnes,1933,revised,iia_1933_34,15680.6,iia_1938_39,15700,1.0012
poland,hops,area,hectares,1933,revised,iia_1933_34,2195,iia_1938_39,22000,10.0228
poland,hops,production,tonnes,1933,revised,iia_1933_34,1152.7,iia_1938_39,115300,100.0260
poland,linseed,area,hectares,1933,revised,iia_1933_34,95047,iia_1938_39,95000,1.0005
poland,linseed,production,tonnes,1933,revised,iia_1933_34,45060.4,iia_1938_39,45100,1.0009
poland,rapeseed,area,hectares,1933,revised,iia_1933_34,30327,iia_1938_39,30000,1.0109
poland,rapeseed,production,tonnes,1920,revised,iia_1909_21,29991.6,iia_1925_26,36972.6,1.2328
poland,rapeseed,production,tonnes,1933,revised,iia_1933_34,27846.2,iia_1938_39,27800,1.0017
poland,rye,area,hectares,1933,revised,iia_1933_34,5775306,iia_1938_39,5775000,1.0001
poland,rye,production,tonnes,1933,revised,iia_1933_34,7073289.3,iia_1938_39,7073300,1.0000
poland,sugar: beet,production,tonnes,1933,revised,iia_1933_34,342913.7,iia_1938_39,308600,1.1112
poland,tobacco,area,hectares,1933,revised,iia_1933_34,4717,iia_1938_39,5000,1.0600
poland,tobacco,production,tonnes,1933,revised,iia_1933_34,7226.7,iia_1938_39,722700,100.0042
portugal,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,180000,iia_1938_39,180700,1.0039
portugal,olive grove,area,hectares,1933,revised,iia_1933_34,481119,iia_1938_39,481000,1.0002
portugal,olive: oil,production,tonnes,1933,revised,iia_1933_34,74941.8,iia_1938_39,73600,1.0182
portugal,rye,area,hectares,1933,revised,iia_1933_34,165586,iia_1938_39,166000,1.0025
portugal,rye,production,tonnes,1933,revised,iia_1933_34,91814.8,iia_1938_39,91800,1.0002
portugal,wine,production,tonnes,1933,revised,iia_1933_34,837234.58,iia_1938_39,837200,1.0000
portugal: madeira,wine,production,tonnes,1933,revised,iia_1933_34,9114.196,iia_1938_39,9100,1.0016
portuguese angola,sugar: cane,production,tonnes,1933,revised,iia_1933_34,25000,iia_1938_39,24600,1.0163
portuguese guinea,groundnut,production,tonnes,1933,revised,iia_1933_34,27390.8,iia_1938_39,27400,1.0003
portuguese mozambique,groundnut,production,tonnes,1933,revised,iia_1933_34,19241.1,iia_1938_39,19200,1.0021
portuguese mozambique,sesame,production,tonnes,1933,revised,iia_1933_34,2148.2,iia_1938_39,2100,1.0230
portuguese mozambique: company concession,eggs,production,tonnes,1932,revised,iia_1933_34,64.68,iia_1938_39,53.9,1.2000
portuguese mozambique: company concession,eggs,production,tonnes,1933,revised,iia_1933_34,67.1055,iia_1938_39,53.9,1.2450
portuguese sao tome and principe,cacao: raw,production,tonnes,1933,revised,iia_1933_34,8979,iia_1938_39,9000,1.0023
portuguese sao tome and principe,coffee: raw,production,tonnes,1933,revised,iia_1933_34,751.5,iia_1938_39,800,1.0645
portuguese timor and kambing,coffee: raw,production,tonnes,1933,revised,iia_1933_34,965.5,iia_1938_39,1000,1.0357
romania,cottonseed,area,hectares,1933,revised,iia_1933_34,2198,iia_1938_39,2000,1.0990
romania,cottonseed,production,tonnes,1933,revised,iia_1933_34,900,iia_1938_39,300,3.0000
romania,fertilizers: copper(ii) sulfate,production,tonnes,1933,revised,iia_1933_34,5205,iia_1938_39,5200,1.0010
romania,flax: fibre,area,hectares,1933,revised,iia_1933_34,18774,iia_1938_39,19000,1.0120
romania,flax: fibre,production,tonnes,1933,revised,iia_1933_34,6329.8,iia_1938_39,6300,1.0047
romania,hemp: fibre,area,hectares,1933,revised,iia_1933_34,47874,iia_1938_39,48000,1.0026
romania,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,26034.9,iia_1938_39,26000,1.0013
romania,hempseed,area,hectares,1933,revised,iia_1933_34,47874,iia_1938_39,48000,1.0026
romania,hempseed,production,tonnes,1933,revised,iia_1933_34,18934.2,iia_1938_39,18900,1.0018
romania,hops,area,hectares,1933,revised,iia_1933_34,2,iia_1938_39,1000,500.0000
romania,hops,production,tonnes,1933,revised,iia_1933_34,9.5,iia_1938_39,900,94.7368
romania,linseed,area,hectares,1933,revised,iia_1933_34,18774,iia_1938_39,19000,1.0120
romania,linseed,production,tonnes,1933,revised,iia_1933_34,10674.3,iia_1938_39,10700,1.0024
romania,rapeseed,area,hectares,1933,revised,iia_1933_34,38718,iia_1938_39,39000,1.0073
romania,rapeseed,production,tonnes,1920,revised,iia_1909_21,23669.2,iia_1925_26,19644.6,1.2049
romania,rapeseed,production,tonnes,1933,revised,iia_1933_34,26855.9,iia_1938_39,26900,1.0016
romania,rye,area,hectares,1933,revised,iia_1933_34,387545,iia_1938_39,388000,1.0012
romania,rye,production,tonnes,1933,revised,iia_1933_34,445918.7,iia_1938_39,445900,1.0000
romania,sugar: beet,production,tonnes,1933,revised,iia_1933_34,161196,iia_1938_39,105100,1.5337
romania,tobacco,area,hectares,1933,revised,iia_1933_34,10103,iia_1938_39,10000,1.0103
romania,tobacco,production,tonnes,1933,revised,iia_1933_34,6279.7,iia_1938_39,628000,100.0048
romania,wine,production,tonnes,1933,revised,iia_1933_34,683771.634,iia_1938_39,683774,1.0000
spain,blackberries,production,tonnes,1933,revised,iia_1933_34,24834.7,iia_1938_39,24800,1.0014
spain,citrus fruits: lemons,production,tonnes,1933,revised,iia_1933_34,59427.8,iia_1938_39,59400,1.0005
spain,citrus fruits: oranges,production,tonnes,1933,revised,iia_1933_34,967185.5,iia_1938_39,967200,1.0000
spain,cottonseed,area,hectares,1933,revised,iia_1933_34,7500,iia_1938_39,8000,1.0667
spain,cottonseed,production,tonnes,1933,revised,iia_1933_34,1720,iia_1938_39,1700,1.0118
spain,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,12203,iia_1938_39,12200,1.0002
spain,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,966653,iia_1938_39,966700,1.0000
spain,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,14507,iia_1938_39,14500,1.0005
spain,flax: fibre,production,tonnes,1933,revised,iia_1933_34,403,iia_1938_39,400,1.0075
spain,groundnut,production,tonnes,1933,revised,iia_1933_34,21184.8,iia_1938_39,21200,1.0007
spain,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,3711,iia_1938_39,3700,1.0030
spain,hempseed,production,tonnes,1933,revised,iia_1933_34,973.4,iia_1938_39,1000,1.0273
spain,linseed,production,tonnes,1933,revised,iia_1933_34,233.8,iia_1938_39,200,1.1690
spain,meslin,area,hectares,1933,revised,iia_1933_34,46980,iia_1938_39,30000,1.5660
spain,meslin,production,tonnes,1933,revised,iia_1933_34,24295.2,iia_1938_39,21700,1.1196
spain,olive grove,production,tonnes,1933,revised,iia_1933_34,1647151,iia_1938_39,1647200,1.0000
spain,olive: oil,production,tonnes,1933,revised,iia_1933_34,310168.3,iia_1938_39,310200,1.0001
spain,rye,area,hectares,1933,revised,iia_1933_34,59073,iia_1938_39,591000,10.0046
spain,rye,production,tonnes,1933,revised,iia_1933_34,525866.9,iia_1938_39,525900,1.0001
spain,spelt,area,hectares,1933,revised,iia_1933_34,29935,iia_1938_39,47000,1.5701
spain,spelt,production,tonnes,1933,revised,iia_1933_34,21728.7,iia_1938_39,24300,1.1183
spain,sugar: beet,production,tonnes,1933,revised,iia_1933_34,220000,iia_1938_39,215800,1.0195
spain,sugar: cane,production,tonnes,1933,revised,iia_1933_34,14000,iia_1938_39,15700,1.1214
spain,tobacco,area,hectares,1933,revised,iia_1933_34,5000,iia_1938_39,4000,1.2500
spain,tobacco,production,tonnes,1933,revised,iia_1933_34,7257.7,iia_1938_39,725900,100.0179
spain,wine,production,tonnes,1933,revised,iia_1933_34,1798500.704,iia_1938_39,1753570,1.0256
spanish fernando po,cacao: raw,area,hectares,1933,revised,iia_1933_34,36000,iia_1938_39,35000,1.0286
spanish fernando po,cacao: raw,production,tonnes,1933,revised,iia_1933_34,11726.6,iia_1938_39,10300,1.1385
spanish spanish guinea,cacao: raw,area,hectares,1933,revised,iia_1933_34,600,iia_1938_39,6000,10.0000
spanish spanish guinea,cacao: raw,production,tonnes,1933,revised,iia_1933_34,660.3,iia_1938_39,700,1.0601
sweden,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,219030,iia_1938_39,219000,1.0001
sweden,rye,area,hectares,1933,revised,iia_1933_34,22103,iia_1938_39,226000,10.2249
sweden,rye,production,tonnes,1933,revised,iia_1933_34,460471,iia_1938_39,462700,1.0048
sweden,sugar: beet,production,tonnes,1933,revised,iia_1933_34,304792,iia_1938_39,274500,1.1104
sweden,tobacco,production,tonnes,1933,revised,iia_1933_34,545,iia_1938_39,54500,100.0000
