polity_code,polity_name,start_year,end_year,polygon_source,polygon_feature_year,polygon_status,overlaps_1860_1961,territory_basis,territory_assumed,priority_review,basis_reason,layerb_data_rows
LBY-1919-1925,Libya (1919-1925),1919,1925,cshapes-2.0,1919.0,assigned,True,measured,False,False,vintage 1919 faithful to period 1919-1925,9
LBY-1925-1934,Libya (1925-1934),1925,1934,cshapes-2.0,1925.0,assigned,True,measured,False,False,vintage 1925 faithful to period 1925-1934,79
LBY-1934-1943,Libya (1934-1943),1934,1943,cshapes-2.0,1934.0,assigned,True,measured,False,False,vintage 1934 faithful to period 1934-1943,64
LBY-1943-1949,Libya (1943-1949),1943,1949,cshapes-2.0,1943.0,assigned,True,measured,False,False,vintage 1943 faithful to period 1943-1949,15
LBY-1950-1951,Libya under UN Transitional Administration (1950-1951),1950,1951,cshapes-2.0,1943.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
LBY-1951-2025,Libya,1951,2025,cshapes-2.0,1951.0,assigned,True,assumed_constant,True,True,single 1951 polygon held across a 74y span (1951-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),25
LCA-1800-1838,Saint Lucia (to 1838),1800,1838,gadm-4.1-adm0,,assigned,False,assumed_constant,True,False,polygon present but no recorded vintage year,0
LCA-1838-2025,Saint Lucia,1838,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,151
LIE-1800-2025,Liechtenstein,1800,2025,cshapes-europe,1806.0,assigned,True,assumed_constant,True,True,single 1806 polygon held across a 225y span (1800-2025); borders may have changed,43
LKA-1800-2025,Sri Lanka,1800,2025,cshapes-2.0,1948.0,assigned,True,assumed_constant,True,True,single 1948 polygon held across a 225y span (1800-2025); borders may have changed,1078
LND-1800-1887,Lunda Empire,1800,1887,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
LSO-1868-1886,Basutoland,1868,1886,cshapes-2.0,1886.0,assigned,True,measured,False,False,vintage 1886 faithful to period 1868-1886,4
LSO-1886-1966,Lesotho (1886-1966),1886,1966,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 80y span (1886-1966); borders may have changed,167
LSO-1966-2025,Lesotho,1966,2025,cshapes-2.0,1966.0,assigned,False,assumed_constant,True,False,single 1966 polygon held across a 59y span (1966-2025); borders may have changed,0
LST-1822-1868,Basotho Kingdom,1822,1868,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
LTU-1800-1918,Lithuania (Russian governorate),1800,1918,cshapes-2.0,1918.0,assigned,True,assumed_constant,True,True,single 1918 polygon held across a 118y span (1800-1918); borders may have changed,10
LTU-1918-1940,Lithuania (interwar republic),1918,1940,cshapes-2.0,1922.0,assigned,True,measured,False,False,vintage 1922 faithful to period 1918-1940,493
LTU-1940-1991,Lithuanian SSR,1940,1991,cshapes-2.0,1939.0,assigned,True,back_projected,True,False,polygon vintage 1939 is BEFORE the period starts (1940),5
LTU-1991-2025,Lithuania,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
LUX-1839-2025,Luxembourg,1839,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 186y span (1839-2025); borders may have changed,1332
LVA-1800-1918,Latvia (Livonia and Courland),1800,1918,cshapes-2.0,1918.0,assigned,True,assumed_constant,True,False,single 1918 polygon held across a 118y span (1800-1918); borders may have changed,10
LVA-1918-1940,Latvia (interwar republic),1918,1940,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1940,514
LVA-1940-1991,Latvian SSR,1940,1991,cshapes-2.0,1918.0,assigned,True,back_projected,True,False,polygon vintage 1918 is BEFORE the period starts (1940),5
LVA-1991-2025,Latvia,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
LZI-1800-1890,Lozi Kingdom (Barotseland),1800,1890,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
MAC-1800-2025,"China, Macao SAR",1800,2025,gadm-4.1-adm1,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
MAN-1932-1945,Manchukuo (1932-1945),1932,1945,constructed,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,20
MAR-1911-1958,Morocco (to 1958),1911,1958,cshapes-2.0,1912.0,assigned,True,assumed_constant,True,True,single 1912 polygon held across a 47y span (1911-1958); borders may have changed,1294
MAR-1958-1975,Morocco (1958-1975),1958,1975,cshapes-2.0,1958.0,assigned,True,measured,False,False,vintage 1958 faithful to period 1958-1975,29
MAR-1975-1979,Morocco (1975-1979),1975,1979,cshapes-2.0,1975.0,assigned,False,measured,False,False,vintage 1975 faithful to period 1975-1979,0
MAR-1979-2025,Morocco,1979,2025,cshapes-2.0,1979.0,assigned,False,assumed_constant,True,False,single 1979 polygon held across a 46y span (1979-2025); borders may have changed,0
MASG-1946-1963,Malaya and Singapore,1946,1963,constructed,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
MCO-1800-2025,Monaco,1800,2025,cshapes-europe,1861.0,assigned,True,assumed_constant,True,True,single 1861 polygon held across a 225y span (1800-2025); borders may have changed,5
MDA-1991-2025,Moldova,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
MDG-1882-2025,Madagascar,1882,2025,cshapes-2.0,1960.0,assigned,True,assumed_constant,True,False,single 1960 polygon held across a 143y span (1882-2025); borders may have changed,1079
MDV-1800-2025,Maldives,1800,2025,cshapes-2.0,1887.0,assigned,True,assumed_constant,True,False,single 1887 polygon held across a 225y span (1800-2025); borders may have changed,0
MEX-1800-1848,Mexico (to 1848),1800,1848,cliopatria,1825.0,assigned,False,assumed_constant,True,False,single 1825 polygon held across a 48y span (1800-1848); borders may have changed,0
MEX-1848-2025,Mexico,1848,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 177y span (1848-2025); borders may have changed,4253
MHL-1874-2025,Marshall Islands,1874,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
MKD-1991-2025,North Macedonia,1991,2025,cshapes-2.0,1991.0,assigned,False,assumed_constant,True,False,single 1991 polygon held across a 34y span (1991-2025); borders may have changed,0
MLI-1890-1960,French Sudan (1890-1960),1890,1960,cshapes-2.0,1905.0,assigned,True,assumed_constant,True,False,single 1905 polygon held across a 70y span (1890-1960); borders may have changed,374
MLI-1960-2025,Mali,1960,2025,cshapes-2.0,1960.0,assigned,True,assumed_constant,True,False,single 1960 polygon held across a 65y span (1960-2025); borders may have changed,0
MLT-1800-2025,Malta,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,1033
MMR-1800-1826,Konbaung Burma (to 1826),1800,1826,cliopatria,1822.0,assigned,False,assumed_constant,True,False,single 1822 polygon held across a 26y span (1800-1826); borders may have changed,0
MMR-1826-1852,Burma (1826-1852),1826,1852,cliopatria,1842.0,assigned,False,assumed_constant,True,False,single 1842 polygon held across a 26y span (1826-1852); borders may have changed,0
MMR-1852-1885,Upper Burma (1852-1885),1852,1885,cliopatria,1859.0,assigned,True,assumed_constant,True,True,single 1859 polygon held across a 33y span (1852-1885); borders may have changed,25
MMR-1885-2025,Myanmar,1885,2025,cliopatria,1967.0,assigned,True,assumed_constant,True,True,single 1967 polygon held across a 140y span (1885-2025); borders may have changed,532
MNE-1878-1913,Montenegro (to 1913),1878,1913,cshapes-europe,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 35y span (1878-1913); borders may have changed,0
MNE-1913-1915,Montenegro (1913-1915),1913,1915,cshapes-2.0,1886.0,assigned,True,back_projected,True,False,polygon vintage 1886 is BEFORE the period starts (1913),0
MNE-1913-1918,Montenegro (1913-1918),1913,1918,cshapes-2.0,1915.0,assigned,True,measured,False,False,vintage 1915 faithful to period 1913-1918,0
MNE-2006-2025,Montenegro,2006,2025,cshapes-2.0,2006.0,assigned,False,measured,False,False,vintage 2006 faithful to period 2006-2025,0
MNG-1911-1921,Bogd Khanate of Mongolia,1911,1921,cshapes-2.0,1921.0,assigned,True,measured,False,False,vintage 1921 faithful to period 1911-1921,0
MNG-1921-2025,Mongolia,1921,2025,cshapes-2.0,1921.0,assigned,True,assumed_constant,True,False,single 1921 polygon held across a 104y span (1921-2025); borders may have changed,8
MOR-1800-1904,Morocco (to 1904),1800,1904,cliopatria,1769.0,assigned,True,back_projected,True,False,polygon vintage 1769 is BEFORE the period starts (1800),0
MOR-1904-1956,Morocco (1904-1956) [superseded],1904,1956,cshapes-2.0,1902.0,assigned,True,back_projected,True,False,polygon vintage 1902 is BEFORE the period starts (1904),0
MOR-1956-1958,Morocco (1956-1958),1956,1958,cshapes-2.0,1912.0,assigned,True,back_projected,True,False,polygon vintage 1912 is BEFORE the period starts (1956),0
MOS-1800-1897,Mossi Kingdoms,1800,1897,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
MOZ-1800-1891,Mozambique (to 1891),1800,1891,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,False,single 1886 polygon held across a 91y span (1800-1891); borders may have changed,0
MOZ-1891-1975,Mozambique (1891-1975),1891,1975,cshapes-2.0,1891.0,assigned,True,assumed_constant,True,False,single 1891 polygon held across a 84y span (1891-1975); borders may have changed,493
MOZ-1975-2025,Mozambique (1975-2025),1975,2025,cshapes-2.0,1975.0,assigned,False,assumed_constant,True,False,single 1975 polygon held across a 50y span (1975-2025); borders may have changed,0
MRT-1920-1960,French Mauritania,1920,1960,cshapes-2.0,1920.0,assigned,True,assumed_constant,True,False,single 1920 polygon held across a 40y span (1920-1960); borders may have changed,216
MRT-1960-1975,Mauritania (1960-1975),1960,1975,cshapes-2.0,1960.0,assigned,True,measured,False,False,vintage 1960 faithful to period 1960-1975,0
MRT-1975-1979,Mauritania (1975-1979),1975,1979,cshapes-2.0,1975.0,assigned,False,measured,False,False,vintage 1975 faithful to period 1975-1979,0
MRT-1979-2025,Mauritania,1979,2025,cshapes-2.0,1979.0,assigned,False,assumed_constant,True,False,single 1979 polygon held across a 46y span (1979-2025); borders may have changed,0
MSR-1800-2025,Montserrat,1800,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,166
MTQ-1816-2025,Martinique,1816,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 209y span (1816-2025); borders may have changed,272
MUS-1800-2025,Mauritius,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,455
MWI-1891-1953,Nyasaland (1891-1953),1891,1953,cshapes-2.0,1891.0,assigned,True,assumed_constant,True,False,single 1891 polygon held across a 62y span (1891-1953); borders may have changed,667
MWI-1953-1964,Nyasaland within Federation of Rhodesia and Nyasaland,1953,1964,cshapes-2.0,1891.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),35
MWI-1964-2025,Malawi,1964,2025,cshapes-2.0,1964.0,assigned,False,assumed_constant,True,False,single 1964 polygon held across a 61y span (1964-2025); borders may have changed,0
MYS-1946-1957,Malayan Union / Federation of Malaya (1946-1957),1946,1957,cshapes-2.0,1946.0,assigned,True,measured,False,True,vintage 1946 faithful to period 1946-1957; footnote coverage caveat (FAO/IIA yearbook),0
MYS-1957-1963,Malaysia (1957-1963),1957,1963,cshapes-2.0,1957.0,assigned,True,measured,False,True,vintage 1957 faithful to period 1957-1963; footnote coverage caveat (FAO/IIA yearbook),0
MYS-1963-1965,Malaysia (1963-1965),1963,1965,cshapes-2.0,1963.0,assigned,False,measured,False,False,vintage 1963 faithful to period 1963-1965,0
MYS-1965-2025,Malaysia,1965,2025,cshapes-2.0,1965.0,assigned,False,assumed_constant,True,False,single 1965 polygon held across a 60y span (1965-2025); borders may have changed,0
NAM-1884-1886,Namibia,1884,1886,cshapes-2.0,1920.0,assigned,True,back_projected,True,False,polygon vintage 1920 is AFTER the period ends (1886) — later/modern border applied back,0
NAM-1886-1915,Namibia (1886-1915),1886,1915,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 29y span (1886-1915); borders may have changed,21
NAM-1915-1920,Namibia (1915-1920),1915,1920,cshapes-2.0,1915.0,assigned,True,measured,False,False,vintage 1915 faithful to period 1915-1920,3
NAM-1920-1990,Namibia (1920-1990),1920,1990,cshapes-2.0,1920.0,assigned,True,assumed_constant,True,True,single 1920 polygon held across a 70y span (1920-1990); borders may have changed,189
NAM-1990-2025,Namibia (1990-2025),1990,2025,cshapes-2.0,1990.0,assigned,False,assumed_constant,True,False,single 1990 polygon held across a 35y span (1990-2025); borders may have changed,0
NAT-1843-1895,Natal (to 1895),1843,1895,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 52y span (1843-1895); borders may have changed,313
NAT-1895-1910,Natal (1895-1910),1895,1910,cshapes-2.0,1886.0,assigned,True,back_projected,True,True,polygon vintage 1886 is BEFORE the period starts (1895),102
NCL-1800-2025,New Caledonia,1800,2025,gadm-4.1-adm0,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,125
NDB-1823-1894,Ndebele Kingdom,1823,1894,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
NER-1922-1947,Colonial Niger (1922-1947),1922,1947,cshapes-2.0,1926.0,assigned,True,assumed_constant,True,True,single 1926 polygon held across a 25y span (1922-1947); borders may have changed,294
NER-1947-1960,Niger (1947-1960),1947,1960,cshapes-2.0,1947.0,assigned,True,measured,False,False,vintage 1947 faithful to period 1947-1960,85
NER-1960-2025,Niger,1960,2025,cshapes-2.0,1960.0,assigned,True,assumed_constant,True,False,single 1960 polygon held across a 65y span (1960-2025); borders may have changed,0
NFL-1907-1949,Dominion of Newfoundland,1907,1949,cshapes-2.0,1920.0,assigned,True,assumed_constant,True,False,single 1920 polygon held across a 42y span (1907-1949); borders may have changed,0
NGA-1886-1914,Colonial Nigeria,1886,1914,cshapes-2.0,1914.0,assigned,True,assumed_constant,True,True,single 1914 polygon held across a 28y span (1886-1914); borders may have changed,61
NGA-1914-1960,Nigeria (1914-1960),1914,1960,cshapes-2.0,1914.0,assigned,True,assumed_constant,True,True,single 1914 polygon held across a 46y span (1914-1960); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),514
NGA-1960-1961,Nigeria (1960-1961),1960,1961,cshapes-2.0,1960.0,assigned,True,measured,False,False,vintage 1960 faithful to period 1960-1961,0
NGA-1961-2025,Nigeria,1961,2025,cshapes-2.0,1961.0,assigned,True,assumed_constant,True,False,single 1961 polygon held across a 64y span (1961-2025); borders may have changed,0
NIC-1800-2025,Nicaragua,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,835
NKR-1800-1901,Kingdom of Nkore (Ankole),1800,1901,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
NLD-1800-1830,United Kingdom of the Netherlands,1800,1830,cliopatria,1820.0,assigned,False,assumed_constant,True,False,single 1820 polygon held across a 30y span (1800-1830); borders may have changed,0
NLD-1830-2025,Netherlands,1830,2025,cliopatria,1950.0,assigned,True,assumed_constant,True,False,single 1950 polygon held across a 195y span (1830-2025); borders may have changed,2919
NNI-1899-1904,Northern Nigeria (1899-1904),1899,1904,cshapes-2.0,1899.0,assigned,True,measured,False,False,vintage 1899 faithful to period 1899-1904,0
NNI-1904-1913,Northern Nigeria (1904-1913),1904,1913,cshapes-2.0,1905.0,assigned,True,measured,False,False,vintage 1905 faithful to period 1904-1913,0
NOR-1800-2025,Norway,1800,2025,cshapes-2.0,1905.0,assigned,True,assumed_constant,True,True,single 1905 polygon held across a 225y span (1800-2025); borders may have changed,1637
NPL-1800-1816,Greater Nepal,1800,1816,cliopatria,1800.0,assigned,False,measured,False,False,vintage 1800 faithful to period 1800-1816,0
NPL-1816-2025,Nepal,1816,2025,cliopatria,1929.0,assigned,True,assumed_constant,True,False,single 1929 polygon held across a 209y span (1816-2025); borders may have changed,34
NRH-1911-1953,Northern Rhodesia (1911-1953),1911,1953,,,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),247
NRU-1888-2025,Nauru,1888,2025,gadm-4.1-adm0,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,29
NSW-1800-1900,New South Wales (to 1900),1800,1900,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 100y span (1800-1900); borders may have changed,195
NUP-1800-1897,Nupe Kingdom (Bida Emirate),1800,1897,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
NWR-1900-1905,Northwestern Rhodesia (1900-1905),1900,1905,cshapes-2.0,1900.0,assigned,True,measured,False,False,vintage 1900 faithful to period 1900-1905,0
NZL-1840-2025,New Zealand,1840,2025,cshapes-2.0,1907.0,assigned,True,assumed_constant,True,True,single 1907 polygon held across a 185y span (1840-2025); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),1924
OMN-1800-1856,Omani Empire,1800,1856,cliopatria,1840.0,assigned,False,assumed_constant,True,False,single 1840 polygon held across a 56y span (1800-1856); borders may have changed,0
OMN-1856-2025,Sultanate of Oman,1856,2025,cliopatria,1973.0,assigned,True,assumed_constant,True,False,single 1973 polygon held across a 169y span (1856-2025); borders may have changed,0
OTT-1800-1886,Ottoman Empire (to 1886),1800,1886,cliopatria,1857.0,assigned,True,assumed_constant,True,False,single 1857 polygon held across a 86y span (1800-1886); borders may have changed,0
OTT-1886-1908,Ottoman Empire (1886–1908),1886,1908,cshapes-2.0,1886.0,assigned,True,measured,False,False,vintage 1886 faithful to period 1886-1908,0
OTT-1908-1912,Ottoman Empire (1908–1912),1908,1912,cshapes-2.0,1886.0,assigned,True,back_projected,True,False,polygon vintage 1886 is BEFORE the period starts (1908),0
OYO-1800-1836,Oyo Empire,1800,1836,paine-2024,,assigned,False,assumed_constant,True,False,polygon present but no recorded vintage year,0
PAK-1800-1947,Pakistan (territory within British India),1800,1947,cshapes-2.0,1947.0,assigned,True,assumed_constant,True,True,single 1947 polygon held across a 147y span (1800-1947); borders may have changed,40
PAK-1947-1949,Pakistan (1947-1949),1947,1949,cshapes-2.0,1947.0,assigned,True,measured,False,False,vintage 1947 faithful to period 1947-1949,75
PAK-1949-1971,Pakistan (1949-1971),1949,1971,cshapes-2.0,1949.0,assigned,True,measured,False,True,vintage 1949 faithful to period 1949-1971; footnote coverage caveat (FAO/IIA yearbook),313
PAK-1971-2025,Pakistan,1971,2025,cshapes-2.0,1971.0,assigned,False,assumed_constant,True,False,single 1971 polygon held across a 54y span (1971-2025); borders may have changed,0
PAL-1920-1948,Palestine (1920-1948),1920,1948,cshapes-2.0,1920.0,assigned,True,assumed_constant,True,True,single 1920 polygon held across a 28y span (1920-1948); borders may have changed,447
PAN-1800-1979,Panama (before Canal Zone return),1800,1979,cshapes-2.0,1903.0,assigned,True,assumed_constant,True,True,single 1903 polygon held across a 179y span (1800-1979); borders may have changed; footnote coverage caveat (FAO/IIA yearbook),604
PAN-1979-2025,Panama (post-Canal Zone),1979,2025,cshapes-2.0,1903.0,assigned,False,back_projected,True,False,polygon vintage 1903 is BEFORE the period starts (1979),0
PAP-1800-1870,Papal States,1800,1870,cliopatria,1814.0,assigned,True,assumed_constant,True,False,single 1814 polygon held across a 70y span (1800-1870); borders may have changed,0
PER-1825-1909,Peru (to 1909),1825,1909,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 84y span (1825-1909); borders may have changed,56
PER-1909-1922,Peru (1909-1922),1909,1922,cshapes-2.0,1909.0,assigned,True,measured,False,False,vintage 1909 faithful to period 1909-1922,189
PER-1922-1942,Peru (1922-1942),1922,1942,cshapes-2.0,1922.0,assigned,True,measured,False,False,vintage 1922 faithful to period 1922-1942,451
PER-1942-2025,Peru,1942,2025,cshapes-2.0,1942.0,assigned,True,assumed_constant,True,True,single 1942 polygon held across a 83y span (1942-2025); borders may have changed,1082
PHL-1800-2025,Philippines,1800,2025,cshapes-2.0,1898.0,assigned,True,assumed_constant,True,False,single 1898 polygon held across a 225y span (1800-2025); borders may have changed,1424
PLW-1991-2025,Palau,1991,2025,none,,missing,False,unassigned,True,False,no polygon (honest gap; never a false territory),0
GNGU-1884-1914,German New Guinea,1884,1914,cshapes-2.0,1910.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),18
TPAP-1906-1949,Territory of Papua,1906,1949,cshapes-2.0,1920.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),43
TNGU-1920-1949,Territory of New Guinea,1920,1949,cshapes-2.0,1920.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
PNG-1949-1975,Territory of Papua and New Guinea,1949,1975,cshapes-2.0,1949.0,assigned,True,assumed_constant,True,False,single 1949 polygon held across a 26y span (1949-1975); borders may have changed,19
PNG-1975-2025,Papua New Guinea,1975,2025,cshapes-2.0,1975.0,assigned,False,assumed_constant,True,False,single 1975 polygon held across a 50y span (1975-2025); borders may have changed,0
PNV-1800-1882,Kingdom of Porto-Novo,1800,1882,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
POL-1815-1918,Congress Poland (1815-1918),1815,1918,cshapes-2.0,1918.0,assigned,True,assumed_constant,True,True,single 1918 polygon held across a 103y span (1815-1918); borders may have changed,17
POL-1918-1919,Poland (1918-1919),1918,1919,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1919,19
POL-1919-1920,Poland (1919-1920),1919,1920,cshapes-2.0,1919.0,assigned,True,measured,False,False,vintage 1919 faithful to period 1919-1920,27
POL-1920-1921,Poland (1920-1921),1920,1921,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1921,32
POL-1921-1945,Poland (1921-1945),1921,1945,cshapes-2.0,1921.0,assigned,True,measured,False,False,vintage 1921 faithful to period 1921-1945,852
POL-1945-2025,Poland (1945-2025),1945,2025,cshapes-2.0,1945.0,assigned,True,assumed_constant,True,True,single 1945 polygon held across a 80y span (1945-2025); borders may have changed,617
PRI-1800-2025,Puerto Rico,1800,2025,gadm-4.1-adm0,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,936
PRK-1948-2025,North Korea,1948,2025,cshapes-2.0,1948.0,assigned,True,assumed_constant,True,False,single 1948 polygon held across a 77y span (1948-2025); borders may have changed,30
PRT-1800-2025,Portugal,1800,2025,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 225y span (1800-2025); borders may have changed,1816
PRY-1811-1938,Paraguay (to 1938),1811,1938,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 127y span (1811-1938); borders may have changed,421
PRY-1938-2025,Paraguay,1938,2025,cshapes-2.0,1938.0,assigned,True,assumed_constant,True,True,single 1938 polygon held across a 87y span (1938-2025); borders may have changed,666
PYF-1800-2025,French Polynesia,1800,2025,gadm-4.1-adm0,,proxy,True,assumed_constant,True,False,polygon present but no recorded vintage year,101
QAT-1800-2025,Qatar,1800,2025,cshapes-2.0,1916.0,assigned,True,assumed_constant,True,True,single 1916 polygon held across a 225y span (1800-2025); borders may have changed,4
QUE-1859-1900,Queensland (to 1900),1859,1900,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 41y span (1859-1900); borders may have changed,190
RAFR-1850-2021,Africa Other,1850,2021,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
RASI-1850-2021,Asia Other,1850,2021,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
REU-1816-1946,Réunion (French Colony),1816,1946,cshapes-2.0,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 130y span (1816-1946); borders may have changed,68
REU-1946-2025,Réunion (French Overseas Department),1946,2025,cshapes-2.0,1886.0,assigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),47
REUR-1850-2021,Europe Other,1850,2021,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
RLAM-1850-2013,Latin America Other,1850,2013,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
RNAM-1850-2021,North America Other,1850,2021,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
ROCE-1850-2021,Oceania Other,1850,2021,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
ROU-1859-1913,Romania (to 1913),1859,1913,cshapes-europe,1886.0,assigned,True,assumed_constant,True,True,single 1886 polygon held across a 54y span (1859-1913); borders may have changed,709
ROU-1913-1918,Romania (1913-1918),1913,1918,cshapes-2.0,1913.0,assigned,True,measured,False,False,vintage 1913 faithful to period 1913-1918,126
ROU-1918-1919,Romania (1918-1919),1918,1919,cshapes-2.0,1918.0,assigned,True,measured,False,False,vintage 1918 faithful to period 1918-1919,39
ROU-1919-1920,Romania (1919-1920),1919,1920,cshapes-2.0,1919.0,assigned,True,measured,False,False,vintage 1919 faithful to period 1919-1920,39
ROU-1920-1940,Romania (1920-1940),1920,1940,cshapes-2.0,1920.0,assigned,True,measured,False,False,vintage 1920 faithful to period 1920-1940,1087
ROU-1940-2025,Romania (1940-2025),1940,2025,cshapes-2.0,1940.0,assigned,True,assumed_constant,True,True,single 1940 polygon held across a 85y span (1940-2025); borders may have changed,939
ROW-1850-2023,Rest of World,1850,2023,reporting-areas,,derived,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
RSFSR-1917-1991,Russian SFSR (1917-1991),1917,1991,cshapes-2.0,1991.0,proxy,True,assumed_constant,True,False,single 1991 polygon held across a 74y span (1917-1991); borders may have changed,0
RUS-1991-2014,Russia (1991-2014),1991,2014,cshapes-2.0,1991.0,assigned,False,measured,False,False,vintage 1991 faithful to period 1991-2014,0
RUS-2014-2025,Russia,2014,2025,cshapes-2.0,2014.0,assigned,False,measured,False,False,vintage 2014 faithful to period 2014-2025,0
RVN-1954-1975,Republic of Vietnam (South Vietnam),1954,1975,cshapes-2.0,1960.0,assigned,True,measured,False,False,vintage 1960 faithful to period 1954-1975,93
RWA-1962-2025,Rwanda,1962,2025,cshapes-2.0,1962.0,assigned,False,assumed_constant,True,False,single 1962 polygon held across a 63y span (1962-2025); borders may have changed,0
RWB-1919-1922,Rwanda and Burundi,1919,1922,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
RWB-1922-1962,Ruanda-Urundi (1922-1962),1922,1962,cshapes-2.0,1922.0,assigned,True,assumed_constant,True,False,single 1922 polygon held across a 40y span (1922-1962); borders may have changed,368
RWK-1800-1890,Kingdom of Rwanda,1800,1890,paine-2024,,assigned,True,assumed_constant,True,False,polygon present but no recorded vintage year,0
RYU-1937-1945,Ryukyu Islands / Okinawa Prefecture (Japanese),1937,1945,gadm-4.1-adm1,,proxy,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
RYU-1945-1972,Ryukyu Islands (US Administration),1945,1972,gadm-4.1-adm1,,proxy,True,unassigned,True,True,no polygon (honest gap; never a false territory); footnote coverage caveat (FAO/IIA yearbook),53
SAA-1947-1957,Saar Protectorate,1947,1957,none,,missing,True,unassigned,True,False,no polygon (honest gap; never a false territory),132
SAB-1920-1935,Saar Basin Territory (League of Nations),1920,1935,,,unassigned,True,unassigned,True,False,no polygon (honest gap; never a false territory),0
