polity_code,item,unit,year,sources,labels,value_min,value_max,ratio,known_defect
PAL-1920-1948,wine,tonnes,1937,iia;mitchell,israel;palestine,2425,2475,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1938,iia;mitchell,israel;palestine,2910,2970,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1939,iia;mitchell,israel;palestine,3298,3366,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1940,iia;mitchell,israel;palestine,3589,3663,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1941,iia;mitchell,israel;palestine,3589,3663,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1942,iia;mitchell,israel;palestine,3977,4059,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1943,iia;mitchell,israel;palestine,4171,4257,1.0206,layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1944,iia;mitchell,israel;palestine,5335,5445,1.0206,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1924,iia;juan,czech republic;czechoslovakia,3400,3464,1.0188,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1938-1945,flax fibre and tow,tonnes,1943,iia;juan,czech republic;czechoslovakia,1.22e+04,1.24e+04,1.0164,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1925,iia;juan,serbia;yugoslav sfr,2000,2032,1.0160,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1913,iia;mitchell,korea;south korea,1.4e+04,1.422e+04,1.0160,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1915,iia;mitchell,korea;south korea,1.378e+04,1.4e+04,1.0158,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1931,iia;juan,czech republic;czechoslovakia,2000,2031,1.0155,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1933,iia;juan,czech republic;czechoslovakia,7000,7098,1.0140,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1933,iia;juan,czech republic;czechoslovakia,7000,7098,1.0140,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
PAL-1920-1948,wine,tonnes,1923,iia;mitchell,israel;palestine,2441,2475,1.0139,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1930,iia;juan,czech republic;czechoslovakia,7400,7499,1.0134,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1925,iia;juan,serbia;yugoslav sfr,2700,2736,1.0133,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1933,iia;juan,serbia;yugoslav sfr,1.1e+04,1.114e+04,1.0131,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1922,iia;juan,serbia;yugoslav sfr,1800,1823,1.0128,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1914,iia;mitchell,korea;south korea,9874,1e+04,1.0128,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1924,iia;juan,serbia;yugoslav sfr,2200,2228,1.0127,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1921,iia;juan,czech republic;czechoslovakia,4800,4860,1.0125,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1933,iia;juan,serbia;yugoslav sfr,1.1e+04,1.113e+04,1.0117,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1924,iia;juan,czech republic;czechoslovakia,8100,8192,1.0114,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1924,iia;juan,czech republic;czechoslovakia,4100,4146,1.0112,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1931,iia;juan,czech republic;czechoslovakia,8200,8290,1.0110,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1923,iia;mitchell,korea;south korea,1.187e+04,1.2e+04,1.0109,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1923,iia;juan,serbia;yugoslav sfr,1600,1616,1.0100,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1919,iia;juan,czech republic;czechoslovakia,8500,8585,1.0100,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1932,iia;juan,czech republic;czechoslovakia,9900,9997,1.0098,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1931,iia;juan,czech republic;czechoslovakia,8900,8984,1.0094,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1933,iia;juan,czech republic;czechoslovakia,3469,3500,1.0089,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1910,iia;mitchell,korea;south korea,8921,9000,1.0089,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1933,iia;juan,czech republic;czechoslovakia,2677,2700,1.0087,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1945-1947,rye,ha,1945,iia;juan,czech republic;czechoslovakia,8.02e+05,8.09e+05,1.0087,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1933,iia;juan,serbia;yugoslav sfr,2777,2800,1.0084,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1931,iia;juan,czech republic;czechoslovakia,8900,8970,1.0079,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1923,iia;juan,czech republic;czechoslovakia,7700,7761,1.0079,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1922,iia;juan,czech republic;czechoslovakia,3900,3931,1.0079,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1921,iia;juan,czech republic;czechoslovakia,8300,8362,1.0075,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1930,iia;juan,czech republic;czechoslovakia,1.25e+04,1.259e+04,1.0075,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1920,iia;juan,czech republic;czechoslovakia,8300,8361,1.0073,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1931,iia;juan,serbia;yugoslav sfr,1.23e+04,1.239e+04,1.0071,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hempseed,tonnes,1931,iia;juan,serbia;yugoslav sfr,1000,1007,1.0071,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1920,iia;juan,czech republic;czechoslovakia,6600,6647,1.0071,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1917,iia;mitchell,korea;south korea,1.4e+04,1.41e+04,1.0071,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1920,iia;juan,serbia;yugoslav sfr,1.24e+04,1.249e+04,1.0070,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1922,iia;juan,czech republic;czechoslovakia,7800,7854,1.0069,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1922,iia;juan,czech republic;czechoslovakia,1.19e+04,1.198e+04,1.0068,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1924,iia;juan,czech republic;czechoslovakia,1.16e+04,1.168e+04,1.0068,layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1930,iia;mitchell,korea;south korea,1.5e+04,1.51e+04,1.0067,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1924,iia;juan,serbia;yugoslav sfr,1.3e+04,1.309e+04,1.0066,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1932,iia;juan,czech republic;czechoslovakia,9500,9563,1.0066,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1916,iia;mitchell,korea;south korea,1.3e+04,1.308e+04,1.0065,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1932,iia;juan,serbia;yugoslav sfr,1.06e+04,1.067e+04,1.0064,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1930,iia;juan,czech republic;czechoslovakia,1.25e+04,1.258e+04,1.0064,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1932,iia;juan,czech republic;czechoslovakia,7700,7749,1.0064,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1922,iia;juan,serbia;yugoslav sfr,1.31e+04,1.318e+04,1.0061,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1921,iia;juan,serbia;yugoslav sfr,1.43e+04,1.439e+04,1.0061,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
SER-1878-1913,flax fibre and tow,ha,1911,iia;juan,serbia;yugoslav sfr,1800,1811,1.0061,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1932,iia;juan,serbia;yugoslav sfr,820,824.9,1.0060,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1931,iia;juan,czech republic;czechoslovakia,9000,9053,1.0059,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1925,iia;juan,serbia;yugoslav sfr,1100,1106,1.0055,layerb-nested-reporting-levels-one-polity
F51-1918-1938,grapes,ha,1920,iia;juan,czech republic;czechoslovakia,1.86e+04,1.87e+04,1.0052,iia-item-series-switch-raw-products;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1932,iia;juan,czech republic;czechoslovakia,1740,1749,1.0051,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1923,iia;juan,serbia;yugoslav sfr,1820,1829,1.0050,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1919,iia;juan,czech republic;czechoslovakia,9000,9044,1.0049,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1930,iia;juan,serbia;yugoslav sfr,1.31e+04,1.316e+04,1.0048,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1925,iia;juan,czech republic;czechoslovakia,9000,9042,1.0047,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1924,iia;juan,czech republic;czechoslovakia,9039,9080,1.0046,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1931,iia;juan,serbia;yugoslav sfr,1580,1587,1.0045,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1930,iia;juan,serbia;yugoslav sfr,1.53e+04,1.537e+04,1.0045,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,ha,1930,iia;juan,czech republic;czechoslovakia,6200,6228,1.0045,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1923,iia;juan,serbia;yugoslav sfr,2.16e+04,2.169e+04,1.0044,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
KOR-1800-1945,"tobacco, unmanufactured",tonnes,1932,iia;mitchell,korea;south korea,1.991e+04,2e+04,1.0044,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1921,iia;juan,serbia;yugoslav sfr,1.47e+04,1.476e+04,1.0041,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1930,iia;juan,serbia;yugoslav sfr,1750,1757,1.0039,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1924,iia;juan,czech republic;czechoslovakia,2.18e+04,2.189e+04,1.0039,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1930,iia;juan,czech republic;czechoslovakia,1.55e+04,1.556e+04,1.0039,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1924,iia;juan,czech republic;czechoslovakia,2.18e+04,2.189e+04,1.0039,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
CHN-1921-1932,soybeans,tonnes,1930,iia;mitchell,"china, mainland;china, manchuria province of",5.298e+06,5.317e+06,1.0037,layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,ha,1933,iia;juan,serbia;yugoslav sfr,1694,1700,1.0035,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1924,iia;juan,serbia;yugoslav sfr,1470,1475,1.0035,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
SER-1878-1913,hemp tow waste,ha,1910,iia;juan,serbia;yugoslav sfr,1.54e+04,1.545e+04,1.0035,layerb-nested-reporting-levels-one-polity
F51-1918-1938,hemp tow waste,ha,1920,iia;juan,czech republic;czechoslovakia,9900,9934,1.0034,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1925,iia;juan,czech republic;czechoslovakia,2.47e+04,2.478e+04,1.0033,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
CHN-1921-1932,soybeans,tonnes,1931,iia;mitchell,"china, mainland;china, manchuria province of",5.227e+06,5.244e+06,1.0032,layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1923,iia;juan,serbia;yugoslav sfr,1510,1515,1.0032,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1931,iia;juan,czech republic;czechoslovakia,1680,1685,1.0030,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",ha,1933,iia;juan,czech republic;czechoslovakia,1e+04,1.003e+04,1.0030,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1933,iia;juan,serbia;yugoslav sfr,9900,9928,1.0028,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hops,tonnes,1924,iia;juan,serbia;yugoslav sfr,2180,2186,1.0026,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1923,iia;juan,czech republic;czechoslovakia,3800,3810,1.0026,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hempseed,tonnes,1933,iia;juan,serbia;yugoslav sfr,1500,1504,1.0025,layerb-nested-reporting-levels-one-polity
F248-1920-1947,linseed,tonnes,1933,iia;juan,serbia;yugoslav sfr,997.5,1000,1.0025,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"oil, olive, virgin",tonnes,1931,iia;juan,serbia;yugoslav sfr,3960,3969,1.0024,layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1931,iia;juan,czech republic;czechoslovakia,3380,3388,1.0024,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,ha,1925,iia;juan,czech republic;czechoslovakia,3000,3007,1.0023,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hemp tow waste,ha,1920,iia;juan,serbia;yugoslav sfr,2.87e+04,2.876e+04,1.0022,layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1930,iia;juan,serbia;yugoslav sfr,1.16e+04,1.162e+04,1.0022,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1931,iia;juan,serbia;yugoslav sfr,7700,7717,1.0022,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1931,iia;juan,czech republic;czechoslovakia,2760,2766,1.0021,layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1925,iia;juan,czech republic;czechoslovakia,3860,3868,1.0021,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,linseed,tonnes,1930,iia;juan,serbia;yugoslav sfr,1360,1363,1.0020,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1930,iia;juan,czech republic;czechoslovakia,2870,2876,1.0020,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1931,iia;juan,czech republic;czechoslovakia,2540,2545,1.0020,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
SER-1878-1913,hemp tow waste,ha,1911,iia;juan,serbia;yugoslav sfr,1.57e+04,1.573e+04,1.0020,layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1925,iia;juan,serbia;yugoslav sfr,1.32e+04,1.322e+04,1.0017,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1932,iia;juan,serbia;yugoslav sfr,1480,1482,1.0017,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1924,iia;juan,czech republic;czechoslovakia,5280,5289,1.0017,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",tonnes,1924,iia;juan,czech republic;czechoslovakia,5760,5770,1.0017,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1923,iia;juan,serbia;yugoslav sfr,1.34e+04,1.342e+04,1.0016,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",tonnes,1930,iia;juan,serbia;yugoslav sfr,1.422e+04,1.424e+04,1.0016,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1932,iia;juan,czech republic;czechoslovakia,3280,3285,1.0016,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,ha,1931,iia;juan,czech republic;czechoslovakia,1.22e+04,1.222e+04,1.0016,iia-1933-x10-wrong-volume-cells;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1931,iia;juan,serbia;yugoslav sfr,1.93e+04,1.933e+04,1.0015,iia-1933-x10-wrong-volume-cells;iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1924,iia;juan,czech republic;czechoslovakia,4210,4216,1.0015,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",tonnes,1923,iia;juan,czech republic;czechoslovakia,2790,2794,1.0015,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1932,iia;juan,czech republic;czechoslovakia,6600,6609,1.0014,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1925,iia;juan,czech republic;czechoslovakia,6440,6449,1.0014,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1932,iia;juan,czech republic;czechoslovakia,6600,6609,1.0014,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",tonnes,1922,iia;juan,czech republic;czechoslovakia,2060,2063,1.0014,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,ha,1920,iia;juan,serbia;yugoslav sfr,1.41e+04,1.412e+04,1.0013,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1925,iia;juan,czech republic;czechoslovakia,2.47e+04,2.473e+04,1.0013,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1923,iia;juan,czech republic;czechoslovakia,6270,6278,1.0013,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1919,iia;juan,czech republic;czechoslovakia,5620,5627,1.0013,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,"tobacco, unmanufactured",ha,1922,iia;juan,serbia;yugoslav sfr,1.27e+04,1.272e+04,1.0012,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hempseed,tonnes,1920,iia;juan,czech republic;czechoslovakia,4310,4315,1.0012,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1920,iia;juan,czech republic;czechoslovakia,7950,7959,1.0012,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1930,iia;juan,serbia;yugoslav sfr,7070,7078,1.0011,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1922,iia;juan,czech republic;czechoslovakia,2.27e+04,2.272e+04,1.0011,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,tonnes,1920,iia;juan,czech republic;czechoslovakia,5260,5266,1.0011,layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1922,iia;juan,czech republic;czechoslovakia,2.27e+04,2.272e+04,1.0011,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1923,iia;juan,serbia;yugoslav sfr,8690,8698,1.0010,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,flax fibre and tow,tonnes,1931,iia;juan,serbia;yugoslav sfr,9800,9810,1.0010,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,linseed,tonnes,1932,iia;juan,serbia;yugoslav sfr,840,840.8,1.0010,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,ha,1923,iia;juan,czech republic;czechoslovakia,2.12e+04,2.122e+04,1.0010,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1930,iia;juan,czech republic;czechoslovakia,4280,4284,1.0010,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,linseed,tonnes,1932,iia;juan,czech republic;czechoslovakia,2410,2412,1.0010,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,rapeseed,tonnes,1923,iia;juan,czech republic;czechoslovakia,4780,4785,1.0010,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hempseed,tonnes,1932,iia;juan,serbia;yugoslav sfr,920,920.8,1.0009,layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1919,iia;juan,czech republic;czechoslovakia,7650,7657,1.0009,iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,hops,tonnes,1923,iia;juan,czech republic;czechoslovakia,3090,3093,1.0009,layerb-nested-reporting-levels-one-polity
F51-1918-1938,"tobacco, unmanufactured",tonnes,1925,iia;juan,czech republic;czechoslovakia,6870,6876,1.0009,iia-corrupted-country-labels;layerb-nested-reporting-levels-one-polity
F248-1920-1947,hempseed,tonnes,1930,iia;juan,serbia;yugoslav sfr,2070,2072,1.0008,layerb-nested-reporting-levels-one-polity
F248-1920-1947,"oil, olive, virgin",tonnes,1933,iia;juan,serbia;yugoslav sfr,4250,4253,1.0008,layerb-nested-reporting-levels-one-polity
F248-1920-1947,rye,ha,1933,iia;juan,serbia;yugoslav sfr,2.56e+05,2.562e+05,1.0008,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,ha,1920,iia;juan,czech republic;czechoslovakia,2.2e+04,2.202e+04,1.0008,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1933,iia;juan,czech republic;czechoslovakia,3597,3600,1.0008,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,tonnes,1931,iia;juan,serbia;yugoslav sfr,3980,3983,1.0007,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F248-1920-1947,rapeseed,ha,1932,iia;juan,serbia;yugoslav sfr,2900,2902,1.0007,iia-attributable-single-cell-errors;layerb-nested-reporting-levels-one-polity
F51-1918-1938,flax fibre and tow,tonnes,1922,iia;juan,czech republic;czechoslovakia,1.257e+04,1.258e+04,1.0007,iia-attributable-single-cell-errors;iia-flax-fibre-item-is-mostly-linseed;layerb-nested-reporting-levels-one-polity
