layer_b_label,item,unit,n_values,n_distinct,raw_label,raw_product,product_agrees,share,status,runner_up,label_is_mixed
czech republic,hempseed,tonnes,22,21,czechoslovakia,hempseed,yes,0.6818,attributable,japan/linseed=0.09,no
czech republic,hops,ha,23,23,czechoslovakia,hops,yes,1.0000,attributable,british iraq/sesame=0.09,no
czech republic,hops,tonnes,21,21,czechoslovakia,hops,yes,1.0000,attributable,belgium/oats=0.05,no
czech republic,linseed,ha,8,8,czechoslovakia,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
czech republic,linseed,tonnes,11,11,czechoslovakia,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
czech republic,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
czech republic,n,tonnes,4,4,,,,,too_few_values,,no
czech republic,oats,ha,7,7,,,,,too_few_values,,no
czech republic,oats,tonnes,7,7,,,,,too_few_values,,no
czech republic,other forage products n e c,ha,4,4,,,,,too_few_values,,no
czech republic,other forage products n e c,tonnes,4,4,,,,,too_few_values,,no
czech republic,p,tonnes,4,4,,,,,too_few_values,,no
czech republic,rapeseed,ha,23,22,czechoslovakia,rapeseed,yes,1.0000,attributable,german togoland/cacao: raw=0.13,no
czech republic,rapeseed,tonnes,22,22,czechoslovakia,rapeseed,yes,1.0000,attributable,us philippines/groundnut=0.05,no
czech republic,rye,ha,24,22,czechoslovakia,rye,yes,1.0000,attributable,yugoslavia/rye=0.17,no
czech republic,rye,tonnes,23,23,czechoslovakia,rye,yes,1.0000,attributable,greece/cottonseed=0.09,no
czech republic,silk worm cocoons reelable,tonnes,14,10,czechoslovakia,sericulture,no,1.0000,attributable,romania/cotton=0.07,no
czech republic,soybeans,ha,9,1,,,,,too_few_distinct,,no
czech republic,soybeans,tonnes,11,5,,,,,too_few_distinct,,no
czech republic,sugar raw centrifugal,tonnes,23,23,czechoslovakia,sugar: beet,yes,1.0000,attributable,yugoslavia/wine=0.00,no
czech republic,tobacco unmanufactured,ha,21,16,czechoslovakia,tobacco,yes,1.0000,attributable,japanese korea/sesame=0.24,no
czech republic,tobacco unmanufactured,tonnes,21,21,czechoslovakia,tobacco,yes,1.0000,attributable,total/hemp: fibre=0.05,no
czech republic,wheat,ha,20,18,,,,,unattributable,czechoslovakia/meslin=0.55,no
czech republic,wheat,tonnes,20,19,,,,,unattributable,czechoslovakia/meslin=0.55,no
czech republic,wine,ha,20,15,czechoslovakia,wine,yes,1.0000,attributable,german togoland/cacao: raw=0.15,no
czech republic,wine,tonnes,20,20,,,,,unattributable,yugoslavia/wine=0.00,no
czech republic,yarn of true hemp,ha,13,9,czechoslovakia,hemp: fibre,yes,1.0000,attributable,switzerland/spelt=0.38,no
czech republic,yarn of true hemp,tonnes,15,14,czechoslovakia,hemp: fibre,yes,1.0000,attributable,us philippines/groundnut=0.07,no
denmark,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
denmark,cheese processed,tonnes,7,7,,,,,too_few_values,,no
denmark,eggs hen in shell,tonnes,15,15,denmark,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
denmark,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
denmark,n,tonnes,12,8,denmark,fertilizers: ammonium sulfate,unknown,1.0000,attributable,british saint lucia/cacao: raw=0.17,no
denmark,p,tonnes,15,15,denmark,fertilizers: calcium superphosphate,unknown,1.0000,attributable,italy/hemp: fibre=0.07,no
denmark,sugar raw centrifugal,tonnes,33,33,denmark,sugar: beet,yes,1.0000,attributable,french sudan/groundnut=0.03,no
denmark,tobacco unmanufactured,ha,3,1,,,,,too_few_values,,no
djibouti,coffee green,tonnes,4,4,,,,,too_few_values,,no
djibouti,eggs hen in shell,tonnes,1,1,,,,,too_few_values,,no
dominica,cacao beans,ha,8,4,,,,,too_few_distinct,,no
dominica,cacao beans,tonnes,29,20,british dominica,cacao: raw,yes,1.0000,attributable,french annam/jute=0.24,no
dominica,grapefruit inc pomelos,ha,4,1,,,,,too_few_values,,no
dominica,grapefruit inc pomelos,tonnes,11,3,,,,,too_few_distinct,,no
dominica,lemons and limes,ha,14,6,british dominica,citrus fruits: limes,yes,1.0000,attributable,new zealand/tobacco=0.57,no
dominica,lemons and limes,tonnes,14,13,british dominica,citrus fruits: limes,yes,1.0000,attributable,egypt/flax: fibre=0.21,no
dominica,oranges,ha,4,1,,,,,too_few_values,,no
dominica,oranges,tonnes,11,3,,,,,too_few_distinct,,no
dominican republic,cacao beans,ha,4,2,,,,,too_few_values,,no
dominican republic,cacao beans,tonnes,1,1,,,,,too_few_values,,no
dominican republic,coffee green,ha,3,3,,,,,too_few_values,,no
dominican republic,coffee green,tonnes,1,1,,,,,too_few_values,,no
dominican republic,cotton lint,tonnes,4,1,,,,,too_few_values,,no
dominican republic,cotton seed,tonnes,5,2,,,,,too_few_values,,no
dominican republic,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
dominican republic,tobacco unmanufactured,ha,1,1,,,,,too_few_values,,no
dr congo,cacao beans,ha,17,10,belgian congo,cacao: raw,yes,1.0000,attributable,dutch east indies/cacao: raw=0.29,no
dr congo,cacao beans,tonnes,17,13,belgian congo,cacao: raw,yes,1.0000,attributable,french annam/sesame=0.18,no
dr congo,coffee green,ha,14,14,belgian congo,coffee: raw,yes,1.0000,attributable,greece/spelt=0.14,no
dr congo,cotton lint,ha,23,23,belgian congo,cottonseed,yes,0.7826,attributable,usa/citrus fruits: oranges=0.04,no
dr congo,cotton lint,tonnes,5,5,,,,,too_few_values,,no
dr congo,cotton seed,ha,19,19,belgian congo,cottonseed,yes,1.0000,attributable,usa/citrus fruits: oranges=0.05,no
dr congo,cotton seed,tonnes,19,19,belgian congo,cottonseed,yes,1.0000,attributable,greece/olive: oil=0.05,no
dr congo,groundnuts with shell,ha,7,5,,,,,too_few_values,,no
dr congo,groundnuts with shell,tonnes,4,2,,,,,too_few_values,,no
dr congo,rubber natural,ha,6,6,,,,,too_few_values,,no
dr congo,sesame seed,ha,4,4,,,,,too_few_values,,no
dr congo,sesame seed,tonnes,7,7,,,,,too_few_values,,no
dr congo,sugar raw centrifugal,tonnes,11,9,belgian congo,sugar: cane,yes,1.0000,attributable,switzerland/spelt=0.18,no
dr congo,tobacco unmanufactured,ha,7,6,,,,,too_few_values,,no
dr congo,tobacco unmanufactured,tonnes,7,6,,,,,too_few_values,,no
ecuador,cacao beans,ha,1,1,,,,,too_few_values,,no
ecuador,cacao beans,tonnes,1,1,,,,,too_few_values,,no
ecuador,castor beans seed,tonnes,6,6,,,,,too_few_values,,no
ecuador,cotton lint,tonnes,1,1,,,,,too_few_values,,no
ecuador,cotton seed,tonnes,7,6,,,,,too_few_values,,no
ecuador,lemons and limes,tonnes,4,2,,,,,too_few_values,,no
ecuador,oranges,tonnes,2,2,,,,,too_few_values,,no
egypt,beans dry,tonnes,3,3,,,,,too_few_values,,no
egypt,cotton lint,ha,33,33,,,,,unattributable,egypt/cotton=0.12,no
egypt,cotton lint,tonnes,1,1,,,,,too_few_values,,no
egypt,cotton seed,ha,20,20,,,,,unattributable,sweden/oats=0.05,no
egypt,cotton seed,tonnes,20,20,,,,,unattributable,dutch java and madura/tobacco=0.05,no
egypt,eggs hen in shell,tonnes,12,12,egypt,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
egypt,flax fibre and tow,ha,29,23,egypt,linseed,no,0.6897,attributable,british uganda/tobacco=0.17,no
egypt,flax fibre and tow,tonnes,22,21,,,,,unattributable,egypt/linseed=0.55,no
egypt,grapes,ha,25,18,,,,,unattributable,egypt/vineyards: all=0.40,no
egypt,grapes,tonnes,10,10,,,,,unattributable,"egypt/vineyards: grapes, raisins=0.50",no
egypt,groundnuts with shell,ha,20,17,,,,,unattributable,czechoslovakia/linseed=0.15,no
egypt,groundnuts with shell,tonnes,20,19,,,,,unattributable,total/hops=0.10,no
egypt,lemons and limes,tonnes,11,11,egypt,citrus fruits: lemons,yes,1.0000,attributable,argentina/cotton: ginned=0.09,no
egypt,linseed,ha,8,8,egypt,linseed,yes,1.0000,attributable,french cambodia/sesame=0.12,no
egypt,linseed,tonnes,11,11,egypt,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
egypt,milk whole fresh cow,tonnes,4,4,,,,,too_few_values,,no
egypt,n,tonnes,3,3,,,,,too_few_values,,no
egypt,oil olive virgin,tonnes,4,1,,,,,too_few_values,,no
egypt,olives,ha,5,1,,,,,too_few_values,,no
egypt,olives,tonnes,7,6,,,,,too_few_values,,no
egypt,oranges,ha,13,7,egypt,citrus fruits: oranges,yes,0.7692,attributable,usa/olive grove=0.31,no
egypt,oranges,tonnes,11,11,egypt,citrus fruits: oranges,yes,1.0000,attributable,uruguay/linseed=0.09,no
egypt,p,tonnes,17,17,egypt,"fertilizers: phosphate, natural",unknown,1.0000,attributable,yugoslavia/wine=0.00,no
egypt,sesame seed,ha,20,19,,,,,unattributable,egypt/sesame=0.35,no
egypt,sesame seed,tonnes,20,20,,,,,unattributable,egypt/sesame=0.10,no
egypt,silk worm cocoons reelable,tonnes,7,6,,,,,too_few_values,,no
egypt,sugar raw centrifugal,tonnes,33,33,egypt,sugar: cane,yes,0.8788,attributable,total/cacao: raw=0.03,no
egypt,tangerines mandarins clementines satsumas,tonnes,11,11,egypt,citrus fruits: mandarins,yes,1.0000,attributable,uruguay/linseed=0.09,no
egypt,wine,ha,4,4,,,,,too_few_values,,no
el salvador,coffee green,ha,1,1,,,,,too_few_values,,no
el salvador,coffee green,tonnes,2,2,,,,,too_few_values,,no
el salvador,cotton lint,ha,6,4,,,,,too_few_values,,no
el salvador,cotton lint,tonnes,1,1,,,,,too_few_values,,no
el salvador,cotton seed,ha,11,6,el salvador,cottonseed,yes,0.6364,attributable,spain/linseed=0.45,no
el salvador,cotton seed,tonnes,12,12,el salvador,cottonseed,yes,0.6667,attributable,el salvador: san salvador department/cottonseed=0.33,no
el salvador,sugar raw centrifugal,tonnes,2,2,,,,,too_few_values,,no
equatorial guinea,cacao beans,ha,10,7,,,,,unattributable,germany/beans: dried=0.20,no
equatorial guinea,coffee green,ha,6,3,,,,,too_few_values,,no
equatorial guinea,coffee green,tonnes,7,5,,,,,too_few_values,,no
eritrea,coffee green,ha,3,3,,,,,too_few_values,,no
eritrea,coffee green,tonnes,8,6,italian eritrea,coffee: raw,yes,1.0000,attributable,yugoslavia/cotton: ginned=0.12,no
eritrea,cotton lint,ha,11,9,italian eritrea,cottonseed,yes,1.0000,attributable,us puerto rico/citrus fruits: grapefruits=0.36,no
eritrea,cotton lint,tonnes,11,9,italian eritrea,cotton,yes,0.6364,attributable,romania/cottonseed=0.18,no
eritrea,cotton seed,ha,11,9,italian eritrea,cottonseed,yes,1.0000,attributable,us puerto rico/citrus fruits: grapefruits=0.36,no
eritrea,cotton seed,tonnes,11,10,italian eritrea,cottonseed,yes,1.0000,attributable,yugoslavia/sesame=0.27,no
eritrea,eggs hen in shell,tonnes,3,2,,,,,too_few_values,,no
eritrea,flax fibre and tow,ha,5,2,,,,,too_few_values,,no
eritrea,flax fibre and tow,tonnes,5,5,,,,,too_few_values,,no
eritrea,groundnuts with shell,ha,5,2,,,,,too_few_values,,no
eritrea,groundnuts with shell,tonnes,5,2,,,,,too_few_values,,no
eritrea,linseed,ha,4,4,,,,,too_few_values,,no
eritrea,linseed,tonnes,4,3,,,,,too_few_values,,no
eritrea,sesame seed,ha,6,4,,,,,too_few_values,,no
eritrea,sesame seed,tonnes,7,6,,,,,too_few_values,,no
eritrea,tobacco unmanufactured,ha,8,4,,,,,too_few_distinct,,no
eritrea,tobacco unmanufactured,tonnes,8,8,italian eritrea,tobacco,yes,1.0000,attributable,turkey/hempseed=0.12,no
estonia,butter cow milk,tonnes,1,1,,,,,too_few_values,,no
estonia,cheese processed,tonnes,2,2,,,,,too_few_values,,no
estonia,eggs hen in shell,tonnes,10,10,estonia,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
estonia,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
estonia,p,tonnes,4,4,,,,,too_few_values,,no
eswatini,cotton seed,ha,2,2,,,,,too_few_values,,no
eswatini,cotton seed,tonnes,2,2,,,,,too_few_values,,no
eswatini,tobacco unmanufactured,ha,8,4,,,,,too_few_distinct,,no
eswatini,tobacco unmanufactured,tonnes,14,13,british swaziland,tobacco,yes,1.0000,attributable,french algeria/tobacco=0.14,no
ethiopia,coffee green,tonnes,1,1,,,,,too_few_values,,no
ethiopia pdr,coffee green,tonnes,11,11,,,,,unattributable,"total/citrus fruits: cedrats, lemons, limes, sweet limes, other=0.18",no
falkland islands (malvinas),fertilizer mixed,tonnes,6,6,,,,,too_few_values,,no
faroe islands,eggs hen in shell,tonnes,5,4,,,,,too_few_values,,no
fiji,cacao beans,ha,10,7,british fiji islands,cacao: raw,yes,1.0000,attributable,us philippines/coffee: raw=0.10,no
fiji,cacao beans,tonnes,10,9,british fiji islands,cacao: raw,yes,1.0000,attributable,bulgaria/hops=0.10,no
fiji,cotton lint,ha,17,12,british fiji islands,cotton,yes,0.7059,attributable,uruguay/rye=0.29,no
fiji,cotton lint,tonnes,8,4,,,,,too_few_distinct,,no
fiji,cotton seed,ha,8,4,,,,,too_few_distinct,,no
fiji,cotton seed,tonnes,8,4,,,,,too_few_distinct,,no
fiji,groundnuts with shell,ha,2,2,,,,,too_few_values,,no
fiji,groundnuts with shell,tonnes,2,2,,,,,too_few_values,,no
fiji,sugar raw centrifugal,tonnes,32,32,british fiji islands,sugar: cane,yes,0.8750,attributable,total/hempseed=0.03,no
fiji,tea,ha,15,5,,,,,too_few_distinct,,no
fiji,tea,tonnes,14,10,british fiji islands,tea,yes,1.0000,attributable,japan: karafuto prefecture/rye=0.07,no
fiji,tobacco unmanufactured,ha,15,13,british fiji islands,tobacco,yes,1.0000,attributable,french algeria/rye=0.07,no
fiji,tobacco unmanufactured,tonnes,15,14,british fiji islands,tobacco,yes,1.0000,attributable,bulgaria/flax: fibre=0.07,no
finland,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
finland,cheese processed,tonnes,6,6,,,,,too_few_values,,no
finland,eggs hen in shell,tonnes,4,4,,,,,too_few_values,,no
finland,p,tonnes,4,4,,,,,too_few_values,,no
finland,sugar raw centrifugal,tonnes,23,21,finland,sugar: beet,yes,1.0000,attributable,greece/sesame=0.09,no
france,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
france,cheese processed,tonnes,7,7,,,,,too_few_values,,no
france,eggs hen in shell,tonnes,10,5,,,,,too_few_distinct,,no
france,fertilizer mixed,tonnes,12,8,france,fertilizers: copper(ii) sulfate,yes,1.0000,attributable,switzerland/sugar: beet=0.08,no
france,grapes,tonnes,28,28,,,,,unattributable,"france/vineyards: grapes, raisins=0.39",no
france,k,tonnes,4,4,,,,,too_few_values,,no
france,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
france,n,tonnes,17,17,france,fertilizers: calcium cyanamide,unknown,1.0000,attributable,usa and canada/fertilizers: calcium cyanamide=0.06,no
france,other berries and fruits of the genus vaccinium n e c,tonnes,16,15,france,blackberries,no,1.0000,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.06",no
france,other citrus fruit n e c,tonnes,11,8,france,citrus fruits: cedrats,yes,1.0000,attributable,us puerto rico/citrus fruits: oranges=0.27,no
france,p,tonnes,16,16,,,,,unattributable,"france/fertilizers: phosphate, natural=0.56",no
france,silk worm cocoons reelable,tonnes,33,33,france,sericulture,no,1.0000,attributable,italy/raisins=0.03,no
france,sugar raw centrifugal,tonnes,33,33,france,sugar: beet,yes,1.0000,attributable,netherlands/rye=0.03,no
france,wine,ha,20,19,france,wine,yes,1.0000,attributable,yugoslavia/wine=0.00,no
france,wine,tonnes,33,33,,,,,unattributable,yugoslavia/wine=0.00,no
france,yarn of true hemp,ha,13,10,france,hemp: fibre,yes,1.0000,attributable,hungary/beans: dried=0.31,no
france,yarn of true hemp,tonnes,26,26,france,hemp: fibre,yes,1.0000,attributable,"ussr/citrus fruits: lemons, mandarins, oranges=0.04",no
french guiana,cacao beans,ha,5,2,,,,,too_few_values,,no
french guiana,cacao beans,tonnes,11,7,french guiana,cacao: raw,yes,1.0000,attributable,uruguay/rye=0.45,no
french guiana,eggs hen in shell,tonnes,7,2,,,,,too_few_values,,no
french guiana,p,tonnes,5,5,,,,,too_few_values,,no
french guiana,sugar raw centrifugal,tonnes,5,2,,,,,too_few_values,,no
french polynesia,cacao beans,ha,1,1,,,,,too_few_values,,no
french polynesia,eggs hen in shell,tonnes,5,1,,,,,too_few_values,,no
french polynesia,p,tonnes,16,15,french oceania: makatea island,"fertilizers: phosphate, natural",unknown,1.0000,attributable,total general excluding the ussr/hempseed=0.06,no
french polynesia,sugar raw centrifugal,tonnes,3,2,,,,,too_few_values,,no
french polynesia,tobacco unmanufactured,ha,8,3,,,,,too_few_distinct,,no
french polynesia,tobacco unmanufactured,tonnes,8,3,,,,,too_few_distinct,,no
gabon,cacao beans,ha,6,5,,,,,too_few_values,,no
gabon,cacao beans,tonnes,16,16,french equatorial africa: gabon,cacao: raw,yes,1.0000,attributable,yugoslavia/wine=0.00,no
gabon,coffee green,ha,4,3,,,,,too_few_values,,no
gabon,coffee green,tonnes,12,11,french equatorial africa: gabon,coffee: raw,yes,1.0000,attributable,british fiji islands/tea=0.08,no
gabon,groundnuts with shell,ha,3,2,,,,,too_few_values,,no
gabon,groundnuts with shell,tonnes,3,3,,,,,too_few_values,,no
gabon,sesame seed,ha,3,1,,,,,too_few_values,,no
gabon,sesame seed,tonnes,3,1,,,,,too_few_values,,no
gambia,groundnuts with shell,ha,7,7,,,,,too_few_values,,no
gambia,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
germany,butter cow milk,tonnes,3,3,,,,,too_few_values,,no
germany,cheese processed,tonnes,3,3,,,,,too_few_values,,no
germany,eggs hen in shell,tonnes,4,2,,,,,too_few_values,,no
germany,fertilizer mixed,tonnes,12,12,germany,fertilizers: copper(ii) sulfate,yes,1.0000,attributable,yugoslavia/wine=0.00,no
germany,grapes,tonnes,4,4,,,,,too_few_values,,no
germany,k,tonnes,4,4,,,,,too_few_values,,no
germany,milk whole fresh cow,tonnes,4,4,,,,,too_few_values,,no
germany,n,tonnes,17,17,germany,fertilizers: calcium cyanamide,unknown,1.0000,attributable,usa and canada/fertilizers: calcium cyanamide=0.06,no
germany,p,tonnes,17,11,germany,"fertilizers: phosphate, natural",unknown,0.6471,attributable,"french morocco/fertilizers: phosphate, natural=0.41",no
germany,sugar raw centrifugal,tonnes,32,32,germany,sugar: beet,yes,1.0000,attributable,usa/rye=0.03,no
germany,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
germany,wine,ha,15,12,germany,wine,yes,1.0000,attributable,usa/wine=0.13,no
germany,wine,tonnes,28,28,,,,,unattributable,yugoslavia/wine=0.00,no
germany,yarn of true hemp,ha,9,9,germany,hemp: fibre,yes,1.0000,attributable,italy/linseed=0.33,no
germany,yarn of true hemp,tonnes,4,4,,,,,too_few_values,,no
ghana,cacao beans,ha,16,9,,,,,unattributable,british gold coast/cacao: raw=0.50,no
ghana,cotton lint,ha,13,8,german togoland,cotton,yes,1.0000,attributable,italy/flax=0.08,no
ghana,cotton lint,tonnes,19,12,,,,,unattributable,british gold coast/cotton=0.53,no
ghana,cotton seed,ha,3,3,,,,,too_few_values,,no
ghana,cotton seed,tonnes,9,9,german togoland,cottonseed,yes,1.0000,attributable,romania/linseed=0.11,no
ghana,groundnuts with shell,ha,9,7,german togoland,groundnut,yes,1.0000,attributable,yugoslavia/cottonseed=0.22,no
ghana,groundnuts with shell,tonnes,12,11,german togoland,groundnut,yes,1.0000,attributable,italy/linseed=0.17,no
ghana,rubber natural,ha,4,1,,,,,too_few_values,,no
greece,cotton lint,ha,26,26,greece,cottonseed,yes,0.6923,attributable,czechoslovakia/rye=0.08,no
greece,cotton seed,ha,18,18,greece,cottonseed,yes,1.0000,attributable,czechoslovakia/rye=0.11,no
greece,cotton seed,tonnes,20,20,greece,cottonseed,yes,1.0000,attributable,french syria/oats=0.10,no
greece,eggs hen in shell,tonnes,7,7,,,,,too_few_values,,no
greece,fertilizer mixed,tonnes,2,2,,,,,too_few_values,,no
greece,grapes,tonnes,10,7,,,,,unattributable,lithuania/sugar: beet=0.30,no
greece,lemons and limes,tonnes,1,1,,,,,too_few_values,,no
greece,other berries and fruits of the genus vaccinium n e c,tonnes,7,7,,,,,too_few_values,,no
greece,other citrus fruit n e c,tonnes,10,7,greece,citrus fruits: cedrats,yes,1.0000,attributable,spanish spanish guinea/cacao: raw=0.30,no
greece,p,tonnes,4,4,,,,,too_few_values,,no
greece,raisins,ha,6,6,,,,,too_few_values,,no
greece,raisins,tonnes,16,15,greece,raisins,yes,0.7500,attributable,yugoslavia/hemp: fibre=0.06,no
greece,rye,ha,1,1,,,,,too_few_values,,no
greece,silk worm cocoons reelable,tonnes,11,10,,,,,unattributable,greece/sericulture=0.27,no
greece,wine,ha,14,13,greece,wine,yes,0.9286,attributable,total general excluding the ussr/hempseed=0.07,no
greece,wine,tonnes,23,23,,,,,unattributable,lithuania/flax: fibre=0.04,no
grenada,cacao beans,ha,7,2,,,,,too_few_values,,no
grenada,cacao beans,tonnes,31,30,british grenada,cacao: raw,yes,1.0000,attributable,uruguay/beans: dried=0.06,no
grenada,cotton lint,ha,18,9,british grenada,cottonseed,yes,0.6667,attributable,new zealand western samoa/cacao: raw=0.28,no
grenada,cotton lint,tonnes,31,20,,,,,unattributable,british grenada/cotton=0.58,no
grenada,cotton seed,ha,12,4,,,,,too_few_distinct,,no
grenada,cotton seed,tonnes,18,10,british grenada,cottonseed,yes,1.0000,attributable,british saint lucia/cacao: raw=0.39,no
grenada,lemons and limes,ha,4,2,,,,,too_few_values,,no
guadeloupe,cacao beans,ha,22,6,french guadeloupe,cacao: raw,yes,1.0000,attributable,french tonkin/coffee: raw=0.32,no
guadeloupe,cacao beans,tonnes,30,21,french guadeloupe,cacao: raw,yes,1.0000,attributable,british‑french cameroon/cottonseed=0.23,no
guadeloupe,coffee green,ha,23,8,french guadeloupe,coffee: raw,yes,0.8261,attributable,czechoslovakia/hemp: fibre=0.30,no
guadeloupe,coffee green,tonnes,30,25,french guadeloupe,coffee: raw,yes,0.6000,attributable,french guadeloupe and dependencies/coffee: raw=0.40,no
guadeloupe,cotton lint,ha,14,8,,,,,unattributable,french guadeloupe/cottonseed=0.50,no
guadeloupe,cotton lint,tonnes,12,8,,,,,unattributable,french guadeloupe/cotton=0.58,no
guadeloupe,cotton seed,ha,10,4,,,,,too_few_distinct,,no
guadeloupe,cotton seed,tonnes,15,9,,,,,unattributable,french guadeloupe and dependencies: marie‑galante/cottonseed=0.47,no
guadeloupe,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
guatemala,butter cow milk,tonnes,6,3,,,,,too_few_values,,no
guatemala,cacao beans,ha,15,9,guatemala,cacao: raw,yes,1.0000,attributable,french algeria/rye=0.47,no
guatemala,cacao beans,tonnes,17,15,guatemala,cacao: raw,yes,1.0000,attributable,total/hops=0.18,no
guatemala,cheese processed,tonnes,6,4,,,,,too_few_values,,no
guatemala,coffee green,ha,3,3,,,,,too_few_values,,no
guatemala,cotton lint,ha,15,10,guatemala,cottonseed,yes,0.9333,attributable,french morocco/tobacco=0.33,no
guatemala,cotton lint,tonnes,4,2,,,,,too_few_values,,no
guatemala,cotton seed,ha,15,11,guatemala,cottonseed,yes,1.0000,attributable,french morocco/tobacco=0.33,no
guatemala,cotton seed,tonnes,13,12,guatemala,cottonseed,yes,1.0000,attributable,austria/hemp: fibre=0.31,no
guatemala,eggs hen in shell,tonnes,5,5,,,,,too_few_values,,no
guatemala,groundnuts with shell,ha,6,5,,,,,too_few_values,,no
guatemala,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
guatemala,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
guatemala,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
guatemala,tobacco unmanufactured,ha,1,1,,,,,too_few_values,,no
guatemala,tobacco unmanufactured,tonnes,7,7,,,,,too_few_values,,no
guinea,coffee green,ha,6,3,,,,,too_few_values,,no
guinea,coffee green,tonnes,7,5,,,,,too_few_values,,no
guinea,cotton lint,ha,7,7,,,,,too_few_values,,no
guinea,cotton lint,tonnes,7,7,,,,,too_few_values,,no
guinea,cotton seed,ha,7,7,,,,,too_few_values,,no
guinea,cotton seed,tonnes,7,7,,,,,too_few_values,,no
guinea,groundnuts with shell,ha,10,9,french guinea,groundnut,yes,1.0000,attributable,yugoslavia/beans: dried=0.10,no
guinea,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
guinea,sesame seed,ha,6,2,,,,,too_few_values,,no
guinea,sesame seed,tonnes,16,13,french guinea,sesame,yes,1.0000,attributable,french guadeloupe/cacao: raw=0.19,no
guinea,tobacco unmanufactured,ha,4,1,,,,,too_few_values,,no
guinea,tobacco unmanufactured,tonnes,12,12,french guinea,tobacco,yes,1.0000,attributable,uruguay/beans: dried=0.17,no
guinea-bissau,groundnuts with shell,ha,3,2,,,,,too_few_values,,no
guinea-bissau,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
guyana,cacao beans,ha,24,20,british guiana,cacao: raw,yes,1.0000,attributable,french cambodia/groundnut=0.17,no
guyana,cacao beans,tonnes,3,1,,,,,too_few_values,,no
guyana,coffee green,ha,31,22,british guiana,coffee: raw,yes,1.0000,attributable,british dominica/citrus fruits: limes=0.29,no
guyana,coffee green,tonnes,11,8,british guiana,coffee: raw,yes,1.0000,attributable,french annam/jute=0.36,no
guyana,lemons and limes,ha,6,5,,,,,too_few_values,,no
haiti,cacao beans,ha,6,1,,,,,too_few_values,,no
haiti,cacao beans,tonnes,24,19,haiti,cacao: raw,yes,1.0000,attributable,belgian ruanda-urundi/groundnut=0.12,no
haiti,castor beans seed,tonnes,4,4,,,,,too_few_values,,no
haiti,coffee green,ha,1,1,,,,,too_few_values,,no
haiti,coffee green,tonnes,2,2,,,,,too_few_values,,no
haiti,cotton lint,ha,6,6,,,,,too_few_values,,no
haiti,cotton seed,ha,6,6,,,,,too_few_values,,no
haiti,cotton seed,tonnes,16,14,haiti,cottonseed,yes,1.0000,attributable,"french lebanon/citrus fruits: oranges, other=0.12",no
haiti,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
honduras,coffee green,tonnes,2,2,,,,,too_few_values,,no
honduras,tobacco unmanufactured,ha,1,1,,,,,too_few_values,,no
hungary,butter cow milk,tonnes,4,4,,,,,too_few_values,,no
hungary,cheese processed,tonnes,4,3,,,,,too_few_values,,no
hungary,fertilizer mixed,tonnes,3,3,,,,,too_few_values,,no
hungary,grapes,tonnes,6,6,,,,,too_few_values,,no
hungary,hops,ha,4,4,,,,,too_few_values,,no
hungary,hops,tonnes,1,1,,,,,too_few_values,,no
hungary,milk whole fresh cow,tonnes,4,4,,,,,too_few_values,,no
hungary,n,tonnes,4,4,,,,,too_few_values,,no
hungary,p,tonnes,4,4,,,,,too_few_values,,no
hungary,silk worm cocoons reelable,tonnes,21,20,hungary,sericulture,no,1.0000,attributable,french tunisia/wine=0.05,no
hungary,sugar raw centrifugal,tonnes,29,29,hungary,sugar: beet,yes,1.0000,attributable,japan/rapeseed=0.03,no
hungary,sunflower seed,tonnes,1,1,,,,,too_few_values,,no
hungary,wine,ha,17,16,hungary,wine,yes,1.0000,attributable,usa: california/vineyards: all=0.06,no
hungary,wine,tonnes,26,26,,,,,unattributable,yugoslavia/wine=0.00,no
hungary,yarn of true hemp,ha,13,13,hungary,hemp: fibre,yes,1.0000,attributable,total/groundnut=0.23,no
